trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	psi.height	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-18841.1815059991	-18350.9981164049	-490.1833895942	0.130764861257393	0.459714274687744	0.380323093455762	0.0291977705990986	0.179077370716445	0.111411171260856	0.283097750493662	0.426413707529036	0.376322964416927	0.348242832947175	0.163670738744845	0.111763463891054	2.50889314269136	3.06890960294849	3.12033246259229	0.871814021515459	1.22613079505952	0.901444774003673	0.0156265867580023	50.5267783419316	-5251.79258118325	-7187.76986528217	-5911.43566993953
stderr.of.mean	0.303752242095559	0.260266007811139	0.170987816703305	0.000198168465670831	0.000388342754651148	0.000384067267339027	8.90467977037337e-05	0.000208723348143595	0.000161144710340873	0.000266130479119687	0.000308562358851382	0.000331665875216496	0.000349236745690081	0.000227810725697832	0.000186845149341152	0.00301938707336523	0.0387450142587698	0.0439235718197204	0.000581478613559895	0.000614367799721633	0.000644181013265408	1.58179814441099e-05	0.0199763098872675	0.164522692088287	0.184509851434705	0.196748430659913
stdev	9.90073754426351	9.15763557534141	3.51200630897353	0.00832371945124997	0.0151037605842289	0.0140723938933693	0.00353486988308793	0.00885538032528645	0.00652747172701309	0.0112909582455251	0.0130911901615179	0.0138448344339206	0.0140733399044011	0.00953312650772837	0.00792716710452796	0.0937734185895183	1.59037356098474	1.6657113032947	0.0246700444386827	0.0260654142171081	0.0236730954222987	0.000390296414701528	0.713754692439476	6.32837819197934	6.89420415059982	6.73150872453917
variance	98.024603920389	83.8622893307586	12.3341883142699	6.92843055031171e-05	0.000228123583785705	0.000198032269890139	1.2495305090362e-05	7.84177607054704e-05	4.26078871469553e-05	0.000127485738102191	0.000171379259845023	0.000191679440502673	0.000198058896064809	9.08805010123533e-05	6.28399783031103e-05	0.00879345403396502	2.52928806347929	2.77459414592372	0.00060861109260658	0.000679405818309423	0.000560415446873261	1.52331291328867e-07	0.509445760979371	40.0483705407197	47.5300508701477	45.313209708547
median	-18840.8067477002	-18350.7023468901	-490.000427444854	0.130408496786167	0.459697857325457	0.380621040012755	0.0290556665426328	0.179259504461274	0.111076384549586	0.282872666505075	0.426515241524345	0.376492237911049	0.34782279642616	0.163582450440442	0.111627220352707	2.50861671696419	2.72071915496578	2.77861715661985	0.8717653496164	1.22633614937968	0.90131190148364	0.0156268867796065	50.4957672840986	-5251.75888241275	-7187.63149971392	-5911.37260677086
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.130500884214844	0.459465900321598	0.380062588508525	0.0289844216489948	0.178858047152855	0.111220374921718	0.282872758967827	0.426212534344944	0.376068164543899	0.347958815357325	0.163392628828366	0.111481803900736	2.50714690052397	2.71398432893381	2.7506355102209	0.871465221687092	1.22585404167345	0.901133718038614	0.0156217157345459	50.5217500573286	NaN	NaN	NaN
HPD95.lower	-18861.5703271913	-18369.5209554167	-497.789956247821	0.115057512447418	0.43113175110218	0.354090118335132	0.0228370838401703	0.162833254874174	0.0992533667055479	0.26168066185475	0.403211148418102	0.348905531516103	0.319921798314018	0.145843834483815	0.0968906450015821	2.3066017241063	0.642283856866868	0.649354531359337	0.820698470049218	1.1766132492504	0.856836086450712	0.0148915621276053	49.3327932327826	-5264.18638047559	-7200.59014548622	-5924.07091945715
HPD95.upper	-18823.2874358174	-18334.0854206474	-483.852675953206	0.147321278873082	0.488410297051997	0.410536423889309	0.0365245341914702	0.197605802423485	0.123848493991445	0.305575417755824	0.453796390641829	0.402336978738551	0.37508386369821	0.183169514612036	0.12763364914218	2.67035182135683	6.15395881447149	6.28108050083949	0.91617989559358	1.27609411292921	0.94769644707867	0.0164060577486207	52.0641234248943	-5239.93748623573	-7174.5260613243	-5897.93373014741
ACT	16942.4518273855	14539.2015910951	42667.0021943499	10202.4998424986	11899.6064709246	13407.5985046718	11422.5250347395	10000	10970.1983625359	10000	10000	10329.9547086533	11084.5452931062	10278.9793481204	10000	18661.6678834418	10683.3074447769	12516.0763559003	10000	10000	13328.4029510959	29565.5097259114	14099.5402337807	12165.7569299606	12892.680201788	15376.9463437904
ESS	1063.01025279523	1238.72001410523	422.106055587494	1765.25364156137	1513.49542894595	1343.26814706784	1576.70917290406	1801	1641.72054185506	1801	1801	1743.47327824325	1624.78473620393	1752.11948482933	1801	965.079869199687	1685.80751729701	1438.94935504366	1801	1801	1351.24966330037	609.155741502943	1277.34661566129	1480.38466522759	1396.91667815528	1171.23384561155
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07
log.every	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
