trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	psi.height	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-5217.00285272087	-4707.69312297881	-509.309729742063	0.370564200783012	0.318621892516472	0.209662933261031	0.101150973439483	0.289559707281801	0.188570270461718	0.104336395795172	0.417533626461311	0.116876401709827	0.354571383581908	0.293185027563332	0.23536718714493	2.83805830692404	3.10429926326428	3.02603037856231	2.2303185102658	0.270822040442682	0.504718108864201	0.00233993479794805	51.6665554599144	-2973.03641814749	-702.807914559972	-1031.84879027135
stderr.of.mean	0.332704239276041	0.198819162902789	0.269973768680986	0.000484888614601751	0.000510951471365978	0.000387412987570041	0.000246007779308587	0.000688183585341034	0.000536586940141563	0.00043784920809103	0.000706331598783414	0.000414233309587725	0.000630540978836724	0.000625344539201135	0.000534459445877973	0.00591309880377919	0.0406488351884053	0.0387761671039035	0.00127738160371159	0.000888654861144847	0.00107916228948633	4.1237618737777e-06	0.0669728303342474	0.188317866290637	0.100890392005754	0.0985261143947082
stdev	10.5646252532053	8.05824532656921	6.89910533257524	0.0189969953887689	0.0200875396025446	0.0154213243875334	0.010383922886392	0.0284745715728407	0.0227654523310264	0.0180770691250601	0.0299671071714106	0.0174391847558709	0.0267515839887552	0.0265311177605167	0.0226751904077126	0.241093264533295	1.66224964104899	1.5576607620858	0.0541947032854626	0.0354255667804154	0.0457849713082116	0.000125334408684269	2.13377377881864	7.32388154912256	3.49336671222055	3.58698452723789
variance	111.611306740663	64.9353177431745	47.5976543899682	0.000360885833800906	0.000403509247283796	0.000237817245865533	0.000107825854510536	0.000810801226256828	0.000518265819836236	0.000326780428152202	0.00089802751222281	0.0003041251649494	0.000715647245907425	0.000703900209622406	0.000514164260026021	0.0581259622033212	2.7630738691675	2.42630704974171	0.00293706586419933	0.00125497078171367	0.00209626359769376	1.57087140002353e-08	4.55299053917399	53.6392409455779	12.2036109860506	12.866457998644
median	-5217.1188243264	-4707.43732067573	-509.111662400606	0.370104391209568	0.318572721828667	0.209587207853203	0.100988771715558	0.289462756289182	0.187842123753964	0.103301294761376	0.417770990240055	0.116067153779007	0.353612655998767	0.292551197788368	0.235520064924543	2.83407813701101	2.76046518760021	2.64548481612978	2.23175156069562	0.268508839435696	0.503815555330842	0.00233431474663735	51.4975272370615	-2972.94277988092	-702.677128729055	-1031.65038695109
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.370075378164652	0.317986507771416	0.209094813624006	0.100618050662817	0.288155137048383	0.187187733788037	0.102783563597501	0.416453090614828	0.115568551734917	0.353564154331319	0.29197961666935	0.234262303690278	2.82784231262889	2.73807692813441	2.6818258829379	2.22965885660435	0.268502795007127	0.502640771646713	0.00233658826422171	51.6229705419823	NaN	NaN	NaN
HPD95.lower	-5236.60144358332	-4723.32364503295	-524.208696164242	0.33175491233989	0.27797341269499	0.179179308447771	0.0802998601361766	0.235380277044852	0.148017966703287	0.0700417521132838	0.356678851624066	0.0840536072299992	0.301768495176447	0.24049671596881	0.194316661767325	2.37252396995477	0.68283498085613	0.723231971021039	2.12702634958102	0.203629510995327	0.422669156986347	0.00211225896947339	47.7052298238048	-2987.69705542115	-709.736714379509	-1038.47063771949
HPD95.upper	-5196.04539642977	-4692.24133501265	-496.378448655129	0.407295154645072	0.357066558044521	0.238851450574068	0.120211578339246	0.344475526548746	0.23599099659737	0.14056074888052	0.473267029949233	0.153106472415314	0.40637106649038	0.34459175143141	0.282738947684693	3.29550040335973	6.26798994398007	6.07455855426358	2.33219196673466	0.340356583124208	0.599892585884478	0.00260833258150356	55.775543707037	-2959.59871453536	-696.138215618257	-1024.66023891114
ACT	17851.752104775	10957.4092619495	27563.2204119676	11726.9887916872	11646.0375837118	11359.9750481669	10102.9253454093	10513.9666064076	10000	10560.0377504659	10000	10155.704389462	10000	10000	10000	10827.6070835363	10764.0594018924	11154.6607773547	10000	11326.741737828	10000	19485.829417361	17732.6208873737	11900.7079422359	15013.5583020049	13580.509881382
ESS	1008.86455818433	1643.63670001277	653.406957924999	1535.773617586	1546.44872734988	1585.39080619779	1782.65199278976	1712.95959690646	1801	1705.48632737656	1801	1773.38757700431	1801	1801	1801	1663.34074196179	1673.16059188913	1614.57173458492	1801	1590.04243381411	1801	924.261401157189	1015.64230772135	1513.35534721276	1199.58237998749	1326.16522923713
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07
log.every	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
