trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	psi.height	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-14182.1668153628	-13687.7828722433	-494.38394311951	0.0780099220671784	0.290843813919002	0.360950015561997	0.270196248451821	0.347032933371008	0.234008153242828	0.374043878951791	0.0449150344343751	0.207708759356186	0.0239411428561606	0.151550201019387	0.616799896768262	2.9887330744323	3.0756405499492	3.08290375197942	0.771114050786411	1.81974962334525	0.40804639277684	0.0106377291326665	58.7508255794722	-4056.85976798048	-7095.45237995299	-2535.47072430987
stderr.of.mean	0.269391672424625	0.219970298679294	0.147296406411815	0.000185285960649612	0.000356050268455557	0.000419782162010184	0.000376140048479771	0.000277132895306134	0.00032540906801903	0.000275670461152922	0.000106092641395218	0.00036078466283094	0.000107681271756198	0.000308289737377093	0.000481255768714761	0.00449052825091794	0.0388120658129974	0.0389418076768094	0.000626149427619391	0.000727582598006628	0.000515191854757787	9.70661557307517e-06	0.0398722011578037	0.175160814724374	0.18938957074319	0.13040232242917
stdev	9.45961720365657	8.60795062910805	3.79465773058437	0.00786101634092018	0.0148328571644092	0.0172595038876532	0.014246242629921	0.0113056432198645	0.0121815690419092	0.01169570534235	0.0044497325681948	0.0153067945359914	0.00424042641597695	0.0130796238137128	0.0195988562373734	0.136018424811738	1.64665624158007	1.65216072183292	0.0265652662787657	0.0308206910601608	0.0213422196113935	0.00030766137791059	1.54154112942045	5.3518271070489	7.38856920960785	4.58903207326996
variance	89.4843576397154	74.0968140331617	14.3994272922837	6.1795577912214e-05	0.000220013651659765	0.000297890474447916	0.00020295542907058	0.000127817568614868	0.000148390624322801	0.000136789523455074	1.98001199284535e-05	0.000234297958967055	1.79812161893152e-05	0.000171076559108243	0.00038411516581323	0.0185010118882664	2.71147677793459	2.72963505076749	0.000705713372461726	0.000949914997425878	0.000455490337940949	9.46555234578427e-08	2.37634905369489	28.6420533837434	54.5909549651652	21.0592153695004
median	-14181.7037047658	-13687.918715203	-494.277632069178	0.0778544036109479	0.290691755670122	0.360584735243445	0.270233847097187	0.347139574964707	0.233594524995175	0.374275804209723	0.0447282922035684	0.207626866801584	0.0237395676723377	0.151344604013087	0.616681414980261	2.98165429092387	2.70175379194911	2.67107489320251	0.770012794730125	1.82100542104748	0.407628692708774	0.010641124089573	58.7115243665833	-4056.86505769841	-7095.30437917507	-2535.22862210774
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.0776131917209792	0.290465621086153	0.360538661931525	0.269820305938459	0.346848228648473	0.233691196324301	0.373861206972934	0.0446944167279968	0.20714455826097	0.0235644726212188	0.150983963883965	0.61648862367629	2.98564844621119	2.71734348267797	2.72166290213876	0.770657332193584	1.8194883085469	0.407488550333017	0.0106332805313394	58.7306844327444	NaN	NaN	NaN
HPD95.lower	-14201.2984066894	-13703.8995305432	-501.932832629703	0.0637200988716833	0.261377355807495	0.324436539775484	0.242900037953665	0.325174873486295	0.210926742243119	0.352321782989703	0.0365359299834015	0.177794570219244	0.0161831310488359	0.126607810024527	0.577102999535409	2.73481252412241	0.703361816060481	0.901243248455327	0.716720313329369	1.75706977519567	0.367578366924401	0.0100768246412927	55.9801344402168	-4066.92873263199	-7109.87105748848	-2544.2567640989
HPD95.upper	-14165.0580352415	-13671.0661480685	-486.935169455343	0.0944903077142105	0.31961037270557	0.391612914983083	0.298368472999912	0.368805290413424	0.258318380879453	0.396624482172227	0.0535514936140614	0.235781883124986	0.0329107157688026	0.177041068713241	0.652575155158476	3.25744682398273	6.20823123469592	6.60521604675304	0.82137170601625	1.87727034279981	0.449841594422146	0.0112526018748738	61.8748430460936	-4046.20481426584	-7081.59752530348	-2526.30187642786
ACT	14598.0073877674	11754.4124395544	27121.3594604334	10000	10371.5908740607	10647.8938967412	12547.8942589582	10815.7832932799	12844.7368443728	10000	10232.3426448207	10000	11607.3655169394	10000	10853.3251298469	19618.7690525482	10000	10000	10000	10031.1848422634	10488.9297911012	17916.8669773637	12042.1092079702	19281.5584978289	11826.7059489297	14534.5247991034
ESS	1233.73002366691	1532.1905788668	664.052258378651	1801	1736.47420330115	1691.41429982806	1435.30058735889	1665.15910236385	1402.13071067237	1801	1760.10524912554	1801	1551.60100487201	1801	1659.39928865413	917.998471349596	1801	1801	1801	1795.401070083	1717.04838898623	1005.19806407861	1495.58517440449	934.053126567954	1522.82470518597	1239.11859857372
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07
log.every	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
