trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	psi.height	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-33363.2099094391	-32871.0701219153	-492.139787523848	0.0921336494389069	0.163071294415977	0.169524097985213	0.575270958159903	0.391913805183217	0.255636588767326	0.113281617706594	0.239167988342859	0.134290351801509	0.24406198712696	0.511389016426646	0.110258644644881	2.45179519265879	3.05380214192103	3.10411801575027	0.787158196361755	1.16485201293935	1.04697625830062	0.0360443623926431	65.7949252626174	-8981.42483543708	-12675.5987987074	-11214.0464877708
stderr.of.mean	0.273041066159407	0.238535302736363	0.133519472782029	0.000130463635722201	0.000155776487139651	0.000200570723010074	0.000259453748213382	0.000213845631887526	0.000175966474484616	0.000116157549921289	0.000165809305357287	0.000123796752279633	0.000198676018517744	0.000229926788783141	0.000125779445195097	0.00221961791323735	0.0385159688917303	0.0380063794570003	0.000399309400004299	0.000435610216605549	0.000492643980660905	3.11579543982842e-05	0.0625015447383242	0.225052107763803	0.327383770800618	0.20220172986976
stdev	9.13307958805529	8.43900902778057	2.90661553109601	0.00553510243686251	0.00644851377629343	0.00749409014446943	0.0104343402223293	0.00876100565132441	0.00746562409007097	0.00492814671360486	0.00703469196651724	0.00525225057101529	0.00801687906194842	0.00935072938572342	0.00517587884998759	0.0660373495884699	1.58783691591421	1.61247386970502	0.0169412604576816	0.018481373434891	0.018198814827726	0.000713039544428556	2.65171555793075	6.9246215613826	10.598997568455	7.19654405409736
variance	83.4131427617522	71.216873370962	8.44841384560856	3.06373589865613e-05	4.15833299230461e-05	5.61613870934339e-05	0.000108875455875319	7.67552200225382e-05	5.5735543054248e-05	2.42866300308144e-05	4.94868910637822e-05	2.75861360607305e-05	6.4270349893907e-05	8.74361400450315e-05	2.67897218697489e-05	0.00436093154066978	2.52122607153995	2.6000719804815	0.000287006305895008	0.000341561164039895	0.000331196861133859	5.08425391918882e-07	7.03159540017197	47.9503837683648	112.338749456115	51.790246322564
median	-33362.9367160423	-32871.0356487391	-492.106982914139	0.092102716358517	0.163029352088769	0.169629122824418	0.575312970806817	0.392029320463545	0.255554624579385	0.113362449183208	0.239148457044359	0.13415558331188	0.244002995970187	0.511518652042531	0.110214063644092	2.45130501472197	2.75297353176223	2.77136692141855	0.787445449741235	1.16454105577397	1.04656562215119	0.0360389450735035	65.4873701787854	-8981.17059054205	-12675.4297090614	-11213.943584752
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.0919676263719394	0.162943878654463	0.16935810224543	0.57517643976186	0.39181588169745	0.255527702147853	0.113174290288908	0.23906448078834	0.134187825503432	0.24393027582229	0.511303581909255	0.110137051774725	2.4509057153075	2.70458734651933	2.75054815685476	0.786975738509732	1.1647055995742	1.04681826842551	0.036037312645873	65.7423914551668	NaN	NaN	NaN
HPD95.lower	-33380.1170050074	-32886.6613160936	-497.910338603459	0.0815000867489912	0.150299395425021	0.155341177567973	0.554807829078169	0.376219624916091	0.240919550033686	0.103747217968819	0.225668174318396	0.125036436511246	0.227775732307094	0.493326948768428	0.0999933840107642	2.30835765282881	0.684619937110779	0.712911584218577	0.752048458459349	1.12715544646329	1.0125929939156	0.0347145129843157	60.8854637461836	-8995.5913244633	-12695.4364424258	-11228.2686451574
HPD95.upper	-33345.2230282874	-32853.7684228919	-486.504678253346	0.102939535406279	0.175994044306305	0.183968996757157	0.594972709397754	0.409744326015319	0.269810323694036	0.123168123246864	0.253170631422294	0.144982739763983	0.258840353830569	0.529029291189402	0.119904227004941	2.5691672034411	6.10771494752509	6.31761154464167	0.818051473164334	1.19892845253498	1.08275478983692	0.0374660976981997	70.8854233672712	-8968.57575364739	-12654.1654835982	-11199.8869969096
ACT	16087.695175671	14381.188995571	37982.750352748	10000	10504.0533554125	12893.46440146	11129.1573531866	10724.2077176738	10000	10000	10000	10000	11054.8436082298	10883.2985240471	10629.7613875054	20335.251323289	10591.1284727325	10000	10000	10000	13190.2346145039	34370.2755319784	10000	19012.8163475083	17173.4313832097	14210.0016361439
ESS	1119.4891377129	1252.33038836682	474.162608887984	1801	1714.57621078436	1396.83171560629	1618.27166500105	1679.37813907866	1801	1801	1801	1801	1629.15013891217	1654.82918255032	1694.29955607185	885.654163485748	1700.47979744253	1801	1801	1801	1365.40406796073	523.999290702321	1801	947.25577057185	1048.71295655033	1267.41716582147
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07
log.every	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
