trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	psi.height	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-13998.2846917596	-13495.9625156054	-502.322176154214	0.184051512266847	0.207683944221162	0.462481278255493	0.145783265256496	0.275892405178387	0.0855028178955278	0.350211096954073	0.288393679972012	0.307203666287008	0.194929629756849	0.38257723355914	0.115289470397003	2.17133421664689	3.07823829335373	3.08305916857929	1.98595358559414	0.191797007815352	0.826944423664778	0.00977589065222824	72.3675997368933	-7875.82448439408	-1448.664807778	-4171.47322343329
stderr.of.mean	0.277004520434059	0.215869060582765	0.173302504809817	0.000196566844636206	0.000231243170852165	0.000286461778592731	0.000189067131606605	0.000510919362099303	0.000323432601268826	0.000561797837817514	0.000542839561552285	0.000346190058535277	0.000315731956747404	0.000380319756856885	0.000239513679352736	0.00273448431041294	0.038046247020181	0.0393370761601374	0.000706243470580401	0.000343598055222423	0.000647359306538391	1.02232421297981e-05	0.0921996992430589	0.213276840535802	0.0925805083507093	0.165252122610222
stdev	9.17589206077671	8.18122992580123	4.59859389847599	0.00833962364094299	0.00965733992506976	0.0119197871999708	0.00800368214215016	0.0216764693896604	0.013492939509664	0.0238350599683514	0.0230307285500716	0.0146875980115746	0.013395370392016	0.0161355982555013	0.0101617032432712	0.0956827613607939	1.551338263436	1.64463905026218	0.0299633682089897	0.0142813061786444	0.0274651250926048	0.000291081780253926	3.42236779895064	7.9582348405284	3.58274900458537	6.01757223559975
variance	84.1969951110251	66.9325230988256	21.1470658431006	6.95493224725752e-05	9.32642144283463e-05	0.000142081326892587	6.40589278325734e-05	0.000469869325200885	0.000182059416611453	0.000568110083694908	0.000530414457547082	0.00021572553534961	0.000179435947939298	0.000260357531062937	0.000103260212804308	0.00915519082162663	2.40665040760062	2.7048376056473	0.000897803434427497	0.000203955706168187	0.000754333096352431	8.47286027957951e-08	11.7126013512942	63.3335017770001	12.8360904298575	36.2111756106609
median	-13997.8303235036	-13495.5823116565	-502.220508071348	0.184054306351049	0.207953165031028	0.461826786433033	0.145613754702892	0.275839476543583	0.0846784551417953	0.348920945126215	0.288390819847147	0.306882380884303	0.194222708409106	0.382703857494236	0.115090503084191	2.16909427808478	2.73828557077962	2.69566932660937	1.9861204838067	0.191467363150003	0.827439754812579	0.00977443223056515	72.0846908680873	-7875.7761254045	-1448.48773513313	-4171.34866529101
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.18386224992503	0.207458839111597	0.462327923723607	0.145563486238861	0.275034072301478	0.0844335704732423	0.349399609740706	0.287469831389255	0.30685304894263	0.194471562648967	0.382235614511093	0.114840698514084	2.16923157825531	2.73833263965761	2.71507537275848	1.98572763797602	0.191264674819741	0.8264876069839	0.00977155861946878	72.2873565536093	NaN	NaN	NaN
HPD95.lower	-14016.3613198194	-13511.8633764969	-511.254615022063	0.169136706211047	0.18878770001494	0.440114321686477	0.130409637100257	0.231913428863146	0.0596582292461142	0.303687984929108	0.244749190768133	0.277433289098106	0.167626401012124	0.348513624669065	0.0940027705273627	1.96783334745138	0.858649675987823	0.691360060968693	1.92991305493112	0.16479183442169	0.773163188566038	0.00922296776056532	65.9000144819233	-7891.96883554253	-1455.89322821096	-4183.0349484698
HPD95.upper	-13981.0674295205	-13480.0150103294	-493.456794487727	0.200913542571061	0.226182603226401	0.484966506789635	0.161350612945837	0.315813017560471	0.112961629852581	0.397216019800203	0.332976695483665	0.334796575093745	0.220183611219671	0.412345968630685	0.13352351119251	2.34231052151628	6.19762336764896	6.49749028507864	2.04543318173637	0.219333573708564	0.880138885376316	0.010364879910818	78.8999436090772	-7860.67766324543	-1442.08105537006	-4159.7724431669
ACT	16403.9898339467	12531.8727874583	25564.1839050964	10000	10320.3675923178	10396.0589833669	10044.4179718679	10000	10342.5305322315	10000	10000	10000	10000	10000	10000	14701.3034541046	10826.3735762052	10297.5836479281	10000	10419.2846965908	10000	22203.4070064574	13064.0555341449	12927.8488806462	12019.2875472578	13574.4999295747
ESS	1097.90363090385	1437.13555870309	704.501268918252	1801	1745.09287957981	1732.38724682257	1793.03569907604	1801	1741.35333165067	1801	1801	1801	1801	1801	1801	1225.0614414038	1663.5302553741	1748.95398918403	1801	1728.52556816044	1801	811.136777106421	1378.59181269768	1393.11653209082	1498.42492154279	1326.75237345294
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07
log.every	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
