trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	psi.height	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-9941.31589900958	-9435.92985611142	-505.386042898164	0.0877294013094178	0.521940319578659	0.155929682446196	0.234400596665731	0.0305959902503897	0.46435557644691	0.381033384726049	0.124015048576653	0.43942537260731	0.119279472821831	0.30386652253927	0.137428632031589	2.52252924792652	3.11678742693642	3.12997244345867	0.832581893082416	1.161160765708	1.00546011212901	0.00556700570768166	87.2027361052903	-2772.28384301471	-3518.79548870689	-3144.85052438981
stderr.of.mean	0.31964423006589	0.252730901148575	0.214366265284391	0.000257242532425969	0.000472493247056937	0.00039966931412437	0.000374262978144712	0.000114663798616281	0.000416191593227648	0.000441652259678083	0.000247949383728827	0.000433454811568604	0.000299789653960382	0.000385838912784061	0.000304502397650206	0.00456951865203424	0.0382419781966888	0.0445005972487371	0.000883535287725316	0.000964405144137916	0.000883082586100362	6.41932863243836e-06	0.0982776436078201	0.168327720159559	0.19387876257102	0.157478816765898
stdev	9.99156529373926	8.87246356508444	5.37964875481179	0.0108467952072046	0.019397149706956	0.0143991124881172	0.0153044220876645	0.00471165937397449	0.0175573268387029	0.0180957333258288	0.00943565867415988	0.0183805542115454	0.0124187867676393	0.0163697561743177	0.0129189406222972	0.148742641860702	1.62246947615085	1.70337472056001	0.0354383900621615	0.039592454674597	0.0369234329839259	0.000203824228796387	3.87061679729407	5.85773640692451	6.69024180898225	6.13470612571169
variance	99.831377019055	78.7206097137508	28.940620725148	0.000117652966267038	0.000376249416754062	0.000207334440445452	0.000234225335437393	2.21997340563617e-05	0.000308259725721038	0.000327455564599511	8.90316546152485e-05	0.000337844773123559	0.000154226264780094	0.000267968917206613	0.000166899026802442	0.0221243735077012	2.63240720104122	2.9014854386429	0.00125587949019791	0.00156756246716002	0.00136333990331847	4.15443162444421e-08	14.981674391495	34.3130758130089	44.7593354626541	37.6346192488445
median	-9940.91431532764	-9435.61610837101	-505.194072750828	0.0878975707349965	0.522002638506768	0.155913840001258	0.233791062864368	0.0304288553381591	0.464258395507348	0.381296988050818	0.123870833781845	0.439591911324912	0.118752524030888	0.303508419644279	0.137086604390102	2.51876778133943	2.79770457992507	2.67546387044956	0.831526523976224	1.16058768269761	1.00658516305133	0.00556762020785291	87.0883984437614	-2772.09244747054	-3518.54054024737	-3144.51674947095
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.0870568442634864	0.521578754008972	0.155260347156581	0.233902224618368	0.0302334058879835	0.46402350494672	0.380602571523664	0.123655465356284	0.439040623215516	0.118632877380747	0.303426638388533	0.136822594975756	2.51815697244841	2.76168328206099	2.7475171855458	0.831830271798679	1.1604862759222	1.00478090176337	0.00556327554207517	87.1172837428229	NaN	NaN	NaN
HPD95.lower	-9959.54597142461	-9452.93567747137	-515.853070049573	0.067332237450718	0.479917823871537	0.127085715342796	0.205725895284496	0.0223064861377703	0.43169563677349	0.347862336832141	0.105791365521258	0.402292875008826	0.0957382047575142	0.273631089055577	0.112412692610305	2.23988665430599	0.845185378022959	0.787880010968054	0.766053953922468	1.08761271974329	0.929619956957245	0.00517583219710237	79.6823855164318	-2783.4377666856	-3531.67115378328	-3156.59132115851
HPD95.upper	-9919.76257722009	-9419.09694830818	-495.484437178023	0.109693247312371	0.556454704573062	0.1834458331763	0.264148991589183	0.0399825886398203	0.49970811659831	0.418279579110853	0.142729077580914	0.474236266849958	0.143265896241348	0.337907231296067	0.162658882103304	2.80544559576653	6.22219360091478	6.44586700914244	0.904321689285505	1.24051414016229	1.07301921063204	0.00595511008669487	94.5646383310964	-2760.90043312118	-3506.09628974224	-3132.65770421543
ACT	18422.0962982793	14604.9681328415	28580.9995237241	10124.06774739	10680.4056406259	13867.6391541629	10764.4597869188	10660.4920217498	10114.4481048237	10722.1260791927	12429.509563536	10010.20158173	10489.3194566951	10000	10000	16988.0017922129	10000	12285.2402850195	11188.5086559796	10679.8843812258	10296.0553000346	17854.1827080736	11604.3678426419	14863.599815449	15116.4293783173	11861.2136982904
ESS	977.630325473992	1233.14202647946	630.138913968021	1778.92922581864	1686.26554140359	1298.70699690031	1673.09835853408	1689.41545692783	1780.62112864179	1679.70418058692	1448.97108835535	1799.16456756182	1716.98460270506	1801	1801	1060.16000117539	1801	1465.98679245706	1609.68727412788	1686.34784395792	1749.21360415958	1008.7272150439	1552.0018189892	1211.68493659797	1191.4189223702	1518.39436149741
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07
log.every	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
