trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	psi.height	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-37480.919281871	-36976.4638346334	-504.455447237541	0.272825735845155	0.0832893243952254	0.175483314120544	0.468401625639076	0.426262837651648	0.281146278964716	0.160119720989129	0.13247116239451	0.220675579333489	0.144832849799988	0.340944389704878	0.293547181161642	2.90190001770008	3.02493669106596	3.09159714752084	0.644336589513241	1.64068064403923	0.713289131159507	0.0435457413376697	78.6534589996496	-9479.5677402975	-16784.957507448	-10711.9385868879
stderr.of.mean	0.264943539385778	0.229859509888977	0.164109059246913	0.00022774431004209	0.000109400461456086	0.00017325850827363	0.000260380968702162	0.000177600875856113	0.000158699840814913	0.00010856938426688	0.000106708671357174	0.000188087756182908	0.000150568108222688	0.000219234229580619	0.000216808904824425	0.00276862675645329	0.0384369915105439	0.0390793956770749	0.000330318289540028	0.00041938640762957	0.000344033847150571	3.04999008722349e-05	0.133360272881957	0.157472858551689	0.244947659143367	0.241933259434694
stdev	9.12856223517531	8.68176284468522	3.32477953904437	0.00927580964689569	0.00464146777335609	0.00679384670844695	0.0110247438634017	0.00723116711094408	0.00673306297775385	0.00452654580233604	0.00452726480903171	0.00748478048341905	0.00638806283546915	0.00930131918889074	0.009198421389869	0.0723483145287554	1.63074318907296	1.65799808541195	0.0140142159863336	0.0176174407398625	0.0143167679294128	0.000820025899797441	5.65799632459543	5.85744962715382	7.96557281613608	7.13847134060598
variance	83.3306484814689	75.3730060913568	11.0541589832481	8.60406446054432e-05	2.15432230911031e-05	4.61563530978754e-05	0.000121544977253612	5.22897777863994e-05	4.53341370623995e-05	2.0489616900646e-05	2.04961266510969e-05	5.60219388849707e-05	4.08073467899021e-05	8.65145386536271e-05	8.46109560655995e-05	0.00523427861515172	2.65932334870785	2.7489576512297	0.000196398249711608	0.000310374218222567	0.000204969843944663	6.72442476338602e-07	32.0129224091354	34.3097161346444	63.4503502891661	50.9577730806529
median	-37480.3911871902	-36975.8101403038	-504.325684998037	0.272658982635373	0.0831516974786837	0.175361844685235	0.468561482006644	0.426456997271804	0.28093734037549	0.159942101608481	0.132421437587218	0.220784041221802	0.144775758820574	0.341120970146987	0.293245403797849	2.89958693466392	2.64900219053479	2.71681737783624	0.644555299131538	1.64062352909438	0.713307806972737	0.0435246346238913	77.9224378323479	-9479.35385296555	-16785.0477776574	-10711.6979155439
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.27266825610429	0.0831600640662979	0.175352000211997	0.468271743082399	0.426201508984767	0.281065676980827	0.160055935869583	0.132393763179623	0.22054858089871	0.144692161478136	0.340817219257099	0.293403483140453	2.90100049171137	2.66657905122239	2.72499491457278	0.644184091481859	1.64058616236238	0.713145275250526	0.0435380362933671	78.4578301783858	NaN	NaN	NaN
HPD95.lower	-37499.9595240775	-36992.981059269	-510.594147136406	0.254220431805301	0.0737512963841449	0.162285498231917	0.446198763201167	0.413080415283032	0.268867149486349	0.151499709564778	0.123801868214265	0.206404988356494	0.131877833389551	0.321893022818225	0.276567859909517	2.76595899671327	0.742553009498577	0.839201844067102	0.615859841112481	1.60661251976637	0.686373301503317	0.0419657986239426	69.235806310746	-9490.5165024315	-16801.2018618689	-10725.6042903126
HPD95.upper	-37463.5834628271	-36959.2356998585	-497.446440301717	0.290441916040175	0.0919978071136241	0.188100541165668	0.48965410215161	0.440389339570326	0.294345272409889	0.169144222314762	0.141497257521863	0.235364397838612	0.156444397043812	0.357985079485692	0.31209396562284	3.04061960345077	6.26161094249833	6.36534162493084	0.670141362290863	1.67496293793792	0.741615900375164	0.0451629425816553	89.9424556109101	-9467.89932855538	-16770.0803550691	-10698.167356767
ACT	15162.6209104691	12617.7374758349	43854.2589262508	10850.8506618763	10000	11706.579687749	10040.4651055028	10857.8985929712	10000	10355.0757998729	10000	11366.7232623843	10000	10000	10000	26359.9364224744	10000	10000	10000	10200.3584617035	10394.0486326251	24900.8451712342	10000	13009.6816228743	17020.9945997937	20675.360156121
ESS	1187.78937403657	1427.35573905323	410.678470939098	1659.77770418285	1801	1538.4510660144	1793.74160566818	1658.70033190941	1801	1739.24366639799	1801	1584.44958888022	1801	1801	1801	683.233817842016	1801	1801	1801	1765.62422464046	1732.72231413944	723.268623058844	1801	1384.35363155497	1058.10502990338	871.085188553202
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07
log.every	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
