trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	psi.height	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-6234.02359325813	-5723.96320705243	-510.060386205699	0.347953234070896	0.0448391729690427	0.0928207374235683	0.514386855536493	0.0844205096525034	0.301066815992737	0.217930602714773	0.396582071639989	0.238327382884772	0.317449118327361	0.399479896093508	0.0447436026943616	2.6651347773246	3.01001763808357	3.08773748401201	0.678323066671904	1.01760578376292	1.30253935464458	0.00273294026580988	64.8238047014496	-1442.39188493697	-1930.99594194464	-2350.57538017082
stderr.of.mean	0.30913889498433	0.225519927015375	0.255039826157364	0.000584967057642145	0.00019511553656312	0.000304699547234689	0.00063506069167899	0.000375604055678655	0.000569056160217643	0.000506148731657786	0.000601516446370986	0.000408266468486706	0.000497430135897424	0.000540379025275699	0.000181475531296071	0.00503982814201008	0.0368843105500461	0.0443730963156565	0.0010681107425356	0.00121934113100053	0.001321083730647	3.88623396863096e-06	0.0759581105229577	0.134140810270793	0.138410107302717	0.15839752847465
stdev	10.5041914875072	8.46014458716647	7.06089122224405	0.0237282984864948	0.0082780498636409	0.0129273049694922	0.0257644721779598	0.0123192120794374	0.0204141496055486	0.0198726095324246	0.0225057926668124	0.0173212766308449	0.0211041700787597	0.0216566597949653	0.00769935353976086	0.202177845876262	1.56486852506758	1.66579879117475	0.0453160939530814	0.0517322549552345	0.0543415364719209	0.000135949713773463	2.88440922567377	5.2832243925638	5.68548834740444	6.07130223398155
variance	110.338038806219	71.5740464357622	49.856184852363	0.000563032149064194	6.85261095449252e-05	0.000167115213774258	0.000663808026608864	0.000151762986258155	0.000416737504117722	0.000394920609628213	0.000506510703561546	0.000300026624122254	0.000445385994713218	0.000469010913474867	5.92800449302281e-05	0.0408758813631656	2.44881350074717	2.77488561267925	0.00205354837116451	0.00267622620275338	0.00295300258612911	1.84823246750866e-08	8.31981658115194	27.9124599821811	32.3247777484717	36.8607108163494
median	-6233.22320897845	-5723.57020893357	-509.717509644309	0.347403810869899	0.044067194285716	0.0921019615002119	0.514264561806784	0.0837921247451929	0.300787499491475	0.217541333346365	0.396248554988233	0.237930458921596	0.317174156378024	0.399840164036248	0.0443855481537383	2.65767208748826	2.67674966539339	2.73120917122609	0.678080886032376	1.01893341102438	1.30167366172837	0.00273151749751655	64.6450145263857	-1442.0488651701	-1930.76916840205	-2350.50568045845
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.34714366349018	0.0440806218830122	0.0919252793305892	0.513739389400571	0.0835289717667775	0.300369562181118	0.217023303988832	0.395942973419709	0.23769772667191	0.316746578534556	0.398889744388454	0.0440832589819969	2.65749868869657	2.66687021185859	2.7330382461395	0.676803374555915	1.01628448685164	1.30140375683379	0.00272955852625831	64.7603596532231	NaN	NaN	NaN
HPD95.lower	-6254.60788147719	-5741.08652314366	-523.566193730461	0.300788039869364	0.0291809416354205	0.0668123868696883	0.462898827771146	0.0617413439369005	0.262641103898359	0.179852339895271	0.352247513362979	0.207255064381706	0.27495634770245	0.355121394575344	0.0304373488003983	2.21512526672238	0.663850241715061	0.738082736243324	0.593072724416869	0.905039588290626	1.18882584657689	0.00245725441257079	59.5169858706099	-1453.2810785505	-1941.72744137777	-2362.2084512921
HPD95.upper	-6214.97414912595	-5708.2501209328	-495.549507346541	0.392189812190586	0.0609298101970158	0.117795584144625	0.562802219938871	0.109285527248755	0.343459713524173	0.256107477093123	0.438211910467784	0.274025484963158	0.357560837819447	0.440928929638182	0.0604955997749567	3.01825023023934	6.06266639438823	6.19050292781299	0.767059271070649	1.11074519326895	1.39906708263632	0.00299615996615937	70.670190485924	-1432.51732405332	-1919.72208179987	-2338.12406663649
ACT	15590.2978043004	12790.4741689947	23483.8520993744	10939.6139504265	10000	10000	10936.0461858271	16732.73963832	13986.8540413291	11676.6665460707	12858.1579395434	10000	10000	11206.9230458305	10000	11185.0182127096	10000	12772.2307106353	10000	10000	10638.2264859856	14708.6787585145	12482.653783218	11603.689745846	10667.7402925201	12251.9570864008
ESS	1155.20564302704	1408.07915031469	766.909956841354	1646.31038002011	1801	1801	1646.84747064626	1076.33300877729	1287.63765938953	1542.39225115669	1400.66719390753	1801	1801	1607.04235465421	1801	1610.18959982873	1801	1410.09040691719	1801	1801	1692.9513602409	1224.44716454049	1442.80217274095	1552.09251492159	1688.26757177695	1469.96923617945
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07
log.every	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
