trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	psi.height	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-4381.55380918336	-3881.79612552007	-499.757683663282	0.268792334752904	0.293726805054879	0.0781874762492783	0.35929338394294	0.0906588858823675	0.10963835934224	0.217843253925725	0.581859500849663	0.117067725563841	0.324148446648334	0.44097088370972	0.117812944078109	3.39473239392223	3.01207901272332	3.11270878162162	1.96814823288416	0.439242854601212	0.597219142195015	0.00175311903254352	55.2664953724139	-2202.00446318013	-719.4092524467	-960.382409893241
stderr.of.mean	0.338096184003962	0.206779094269516	0.271013877613695	0.000534394329503573	0.000487545655523635	0.000267745850130693	0.000496712223160702	0.000383212130180228	0.000394078109756562	0.000608753566734375	0.000706278807272371	0.000380805440686663	0.000637332789350367	0.000682231243946838	0.000414782850653121	0.00804369754749577	0.0376805267788514	0.040881547188156	0.00157302127183682	0.00124552602325251	0.00130326069208047	3.43860297487752e-06	0.0570422315073301	0.208765946764933	0.0860152247751925	0.103132887108853
stdev	10.5675157981142	7.87852619966613	7.2140707505145	0.0212920646149775	0.0195375560830762	0.0109143578478063	0.0209947126674764	0.0160069022967968	0.0167193156434206	0.0243797268692784	0.0292364589870363	0.0161562040720943	0.0270397360605312	0.0289446158691658	0.0175977432693008	0.341265132234487	1.56688768923769	1.66410212117725	0.0667376301969706	0.0497383196192498	0.0552926598486185	0.000104271456858318	2.42009654929898	7.2755252703994	3.64931636026319	3.8827236405164
variance	111.672390143394	62.0711750788257	52.0428167934288	0.000453352015568375	0.000381716097699348	0.000119123207229972	0.000440777959989895	0.000256220921139198	0.000279535515584328	0.000594371082220613	0.000854770534100657	0.000261022930019157	0.00073114732622319	0.000837790787813565	0.000309680568172221	0.116461890479022	2.45513703068463	2.76923586970664	0.0044539112843076	0.00247390043854664	0.00305727823313503	1.0872536715356e-08	5.85686730792884	52.9332679602203	13.3175098972846	15.0755428686249
median	-4381.12910710721	-3881.66824062782	-499.525201953571	0.268062020598942	0.292324802092701	0.0773246434743453	0.359117537140071	0.0897776245779792	0.108789465442357	0.216950126901691	0.582797944288937	0.116992210791487	0.322985308657249	0.44039145126799	0.116856288394795	3.38186959716352	2.66679592548788	2.74538279972327	1.97166838906818	0.436013855158882	0.596001331563219	0.00175073047155056	55.125601572435	-2201.67244062127	-719.306236754772	-960.2173581151
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.267946776298456	0.293077796639611	0.0774323479872224	0.358680930997356	0.0892550914181833	0.108369166233546	0.216474772884169	0.581121975894127	0.11593950880456	0.323019157582819	0.440015630434548	0.116498817207443	3.377800484962	2.67481943095732	2.73868582718167	1.96701455943518	0.436425934052585	0.594652052235044	0.00175002159940284	55.2141043035433	NaN	NaN	NaN
HPD95.lower	-4401.07645484582	-3896.53522379607	-513.604406922506	0.227963204833658	0.258569787967307	0.0572692847650845	0.317578849553188	0.0604311155896225	0.0790407278905479	0.170399613522431	0.525860394860363	0.0843916237453507	0.273162556918022	0.387163529511217	0.0858174791991359	2.71876037559902	0.780433969504859	0.692789573390685	1.82988928420928	0.346883545930787	0.488259032972421	0.0015603323425117	50.9669408023212	-2216.48407741597	-726.957078427364	-968.173288185912
HPD95.upper	-4361.09060552363	-3866.6767161559	-486.323178611485	0.309703979515965	0.332091804720407	0.0993351640952294	0.400547069469821	0.120923740275717	0.143353229547666	0.266216076606288	0.640063730202528	0.147097337726265	0.376695101441654	0.499643285916964	0.153900738578786	4.02423907385578	6.07877441054665	6.40151925858846	2.08824316504172	0.542460456633454	0.705934650067509	0.00195944168544995	60.1205916125241	-2188.70156079229	-712.637317971221	-953.396798620497
ACT	18424.9830758752	12399.2569878856	25403.5631980894	11338.6278790779	11208.8866494953	10832.3202208855	10075.3976375968	10316.5925456684	10000	11222.7099045746	10504.4949905862	10000	10000	10000	10000	10000	10409.5166838586	10863.4324916265	10000	11287.4480674988	10000	19575.1706728776	10000	14820.5043372046	10000	12699.708782542
ESS	977.477152941401	1452.50638950352	708.955663406878	1588.37561229363	1606.7608285441	1662.6170232002	1787.52250261517	1745.73144381492	1801	1604.78174639966	1714.50412572331	1801	1801	1801	1801	1801	1730.14757043687	1657.85537986102	1801	1595.57766222271	1801	920.043063785582	1801	1215.20830804581	1801	1418.14275495497
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07
log.every	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
