trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	psi.height	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-6959.99996212232	-6467.0377982074	-492.962163914916	0.0852687104674744	0.32149407462782	0.472534416276079	0.120702798628625	0.0841025728495141	0.50596915430951	0.190986525310037	0.21894174753094	0.101959191662085	0.144352246354794	0.421322464810823	0.332366097172296	3.33042721688591	3.04905410245781	3.18598630324025	0.40740874857451	1.33994157475007	1.24982781357339	0.0035554350301719	78.8243932566621	-1189.52262026698	-2708.32801736532	-2569.1871605751
stderr.of.mean	0.314242371961028	0.243910008652168	0.242286106735854	0.000297668918317077	0.000643046012663932	0.000650950580045171	0.000380509127524186	0.000260003576420711	0.000467191582739976	0.000401973093854007	0.000345797304586622	0.000256124764854557	0.000305947456719058	0.000567475306652523	0.000459111313517987	0.00619486553132666	0.0426310374468667	0.0425861087351122	0.000815528897485602	0.00115919869820607	0.00119444860056517	5.92597076442105e-06	0.106035299774017	0.185866100839582	0.190019556841983	0.158075333691943
stdev	10.2603075127089	8.7774447039492	6.25866205067261	0.0126290206925048	0.0253288063878499	0.0276174899000761	0.0161436325712419	0.0104800484813843	0.0198212571172861	0.016761898583483	0.0146709348753201	0.010127941492937	0.0127588376776305	0.0212500839528673	0.019478440380549	0.232134356314097	1.63144124599165	1.80677529743332	0.0341149659915392	0.0491806280250428	0.0506761544939086	0.000175939553199965	3.83128662448341	4.8257136585658	7.05675236108285	6.46807689007564
variance	105.273910255351	77.0435355308858	39.1708506645295	0.000159492163651714	0.000641548433033184	0.000762725748380807	0.000260616872595261	0.000109831416172165	0.000392882233709564	0.00028096124412297	0.000215236330115885	0.000102575198884355	0.000162787938884125	0.000451566068003906	0.000379409639658603	0.0538863593813601	2.66160053912278	3.26443697541525	0.00116383090460388	0.00241873417293763	0.00256807263429049	3.09547263802032e-08	14.6787571989455	23.2875123144685	49.7977538856483	41.8360186559306
median	-6959.65430479384	-6466.68766540294	-492.89158306658	0.0847212505920401	0.321591109935512	0.47265085656845	0.120051833566938	0.0837276471581883	0.505747706381801	0.190477572390235	0.218317821915089	0.101854797125009	0.144371694735386	0.421557767815126	0.331975016093355	3.33394286902233	2.70720443102765	2.77620032773913	0.40671924235129	1.34005393650163	1.25045596120836	0.00354953452870951	78.6841370473811	-1189.32200293083	-2707.91521691953	-2568.89621510033
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.0843375296085171	0.320491450925864	0.471725645071276	0.119616173562752	0.083451677248871	0.505581435495643	0.190250273281073	0.218450765694186	0.101454758461303	0.143785024597421	0.420784783077138	0.331797307328805	3.32232653845136	2.6972955077651	2.7705464662536	0.405981005056301	1.33903971070032	1.24879937579377	0.00355108992736887	78.7320041561866	NaN	NaN	NaN
HPD95.lower	-6978.91699629621	-6484.47078814579	-506.070737501652	0.0613405027895223	0.270040331699221	0.420422342986685	0.0885066215058098	0.063125587951986	0.467793776125903	0.160775668930381	0.19095362338334	0.0832192767507251	0.120035786949063	0.380967402407753	0.292625136112828	2.87712681772632	0.757953873040948	0.762794788842623	0.339870670552734	1.24095614654359	1.14514952126069	0.00321500138755197	71.7941587346316	-1199.21295779512	-2722.76544058335	-2582.40696077198
HPD95.upper	-6939.22433240771	-6450.41977357546	-481.71238256875	0.110162391859929	0.368225519144421	0.525268089092466	0.15134930959029	0.105323919341944	0.545952509092317	0.225420449900788	0.247804597461939	0.122235422588423	0.169147351744545	0.462967843972432	0.369719055498758	3.7667489041963	6.11979695305237	6.89524297414343	0.474867002104892	1.43376539271805	1.34564899020155	0.00389463570853489	86.1083181792736	-1180.98450169005	-2695.25640284895	-2557.06049076563
ACT	16884.2239936713	13899.3794077855	26975.3066695951	10000	11601.8440054409	10000	10000	11079.0986984523	10000	10351.8965353575	10000	11511.5326267106	10350.0832091095	12836.4521773388	10000	12819.0929179546	12290.8324486649	10000	10286.3475657215	10000	10000	20420.4077966914	13787.4522454611	26702.3602016028	13051.4636579641	10751.0340568177
ESS	1066.6762065435	1295.74130409822	667.647646071056	1801	1552.33943772679	1801	1801	1625.58349647304	1801	1739.77782124134	1801	1564.51799981966	1740.08262891537	1403.03564810489	1801	1404.9355999889	1465.319788161	1801	1750.86442344384	1801	1801	881.960839338285	1306.26019074184	674.47221384269	1379.92185949276	1675.18769867342
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07
log.every	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
