trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	psi.height	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-7065.28497583974	-6547.74113034418	-517.543845495552	0.108487466592612	0.558983636546187	0.119547782012254	0.212981114848942	0.193703694987674	0.163337023481111	0.323330517338454	0.319628764192758	0.187984459656638	0.52100798848148	0.118552740577051	0.172454811284831	2.7232631440336	3.07720834022243	3.02918402638487	1.54048519583479	1.30925135450628	0.152837188686728	0.00334801553373847	62.3026241554823	-3076.74848626344	-2805.07399548632	-665.918648594423
stderr.of.mean	0.279664375492047	0.228148361342145	0.215861569653014	0.000287724815248047	0.00044605781397931	0.00029496928044118	0.000343681055844913	0.000358459573544144	0.000332406018817603	0.000444951063897817	0.000453345480615318	0.000572111204794988	0.00071095290781092	0.000448787574185365	0.000516063400663928	0.00496581654255012	0.0390697512943595	0.040572618540182	0.00119016484971652	0.0011752597943398	0.000515428454154972	4.08774140877379e-06	0.0648446644179479	0.195188652115383	0.204908100475174	0.0605431911257212
stdev	10.1955219026556	8.57063161539096	6.40675556781844	0.011795047665803	0.0184272979117352	0.0123699363960532	0.0138298139861002	0.0152081493671209	0.0141027908244319	0.0188776719614773	0.0191086029036993	0.0242726190044251	0.0301631726782321	0.0190404412827836	0.0218947124290848	0.202082609551859	1.65758890896999	1.72135015637495	0.0504944103655163	0.0498620425192536	0.0213663461905052	0.000146287281838838	2.50670532561018	7.62966546511161	7.83598573891595	2.52414909853703
variance	103.948666867531	73.455726286739	41.0465169057725	0.000139123149438566	0.000339565308327841	0.000153015326442401	0.000191263754890133	0.000231287807172661	0.000198888709037681	0.000356366498685145	0.000365138704931265	0.000589160033333979	0.000909816986016847	0.000362538404243129	0.00047937843235232	0.0408373810832891	2.74760099114033	2.96304636085205	0.00254968547816116	0.00248622328419185	0.000456520749532515	2.13999688277957e-08	6.28357158944242	58.2117951095168	61.4026725004942	6.37132867164528
median	-7064.81905444572	-6547.46947090335	-517.323875452778	0.107923924122735	0.55848417159139	0.119262103471398	0.212707093149872	0.193578471129586	0.163051447403056	0.323122557177585	0.319609672507902	0.187617969963741	0.521159798900342	0.117659860597972	0.171438121922957	2.71650669638483	2.71281431330165	2.66185414767528	1.5399754568259	1.30829738362655	0.151691048454647	0.00335004935893874	62.1450384242194	-3076.31218423226	-2804.94952583769	-665.717218449373
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.107846339214081	0.558679872304632	0.118904635338849	0.212532791853801	0.193103900101933	0.162727819733797	0.322779799799964	0.319055210586789	0.186400580229975	0.520131951165742	0.117018279061953	0.171054627368685	2.71580784658217	2.70167971821928	2.65929993083145	1.53965870703439	1.3083005334714	0.15135346131463	0.00334482607274626	62.2526066492331	NaN	NaN	NaN
HPD95.lower	-7085.00743942637	-6563.01799313253	-529.393538774655	0.0850752165851851	0.52415984962192	0.0945350184384521	0.184693887718581	0.165790560845714	0.137272126404416	0.287522084521143	0.28112130728718	0.142505269860976	0.458692038707784	0.0800844437767168	0.130474485346338	2.36056150896095	0.703975818930387	0.651237299273997	1.44718233746513	1.2162086886742	0.112056773718832	0.00305905318596934	57.4765739970929	-3092.0562648299	-2819.33453991349	-670.568174279133
HPD95.upper	-7046.47089809581	-6530.19979213836	-504.802394349756	0.130000283370613	0.596458636820379	0.142532388763143	0.238024616696821	0.223865343348761	0.191461422407468	0.359929596565474	0.354048452767285	0.236993458657711	0.577544305879267	0.153990747612144	0.216935028387778	3.14039480105429	6.48765994157012	6.33034725243569	1.64070528306641	1.40527989224409	0.195217959593685	0.00361876068526788	66.904625837923	-3062.45417878758	-2789.24355409087	-660.766124170972
ACT	13543.4011850339	12755.0281548176	20433.6863372032	10710.9405851224	10547.0586311569	10235.0746707048	11116.0599751778	10000	10000	10000	10131.4844319361	10000	10000	10000	10000	10869.1562006677	10000	10000	10000	10000	10474.8697037723	14054.84495978	12045.2078288679	11780.6840609198	12308.4496079086	10355.5454265298
ESS	1329.79890013906	1411.99217919386	881.387709627781	1681.45830488651	1707.58508412923	1759.63542811747	1620.17837617073	1801	1801	1801	1777.62697272963	1801	1801	1801	1801	1656.98235148131	1801	1801	1801	1801	1719.35312889994	1281.40865669726	1495.20043621304	1528.77370336624	1463.22246698138	1739.16479124898
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07
log.every	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
