trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	psi.height	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-10329.0604249131	-9812.88637365943	-516.174051253701	0.103446580444949	0.318519664146911	0.362571390930832	0.215462364477312	0.339651916910041	0.278979219303723	0.105339869025967	0.276028994760268	0.284516785860524	0.110867637020487	0.322311796053425	0.282303781065569	2.42399360094176	3.08249750472462	3.07287930326955	1.00408997864151	1.4467438909871	0.549185606460154	0.00542978415112704	61.9339089389719	-3339.92484495714	-4302.53807077831	-2170.42345792398
stderr.of.mean	0.277008921911365	0.21454312710942	0.247606580923925	0.000246764518331686	0.000413093601646078	0.000437457503392415	0.00037826899718658	0.000384521898516254	0.000345248267057977	0.000205334681284099	0.000406325512285638	0.000462481477776797	0.000320146354301731	0.000490420239057491	0.000479737643649334	0.00337256164177914	0.0392120962369535	0.0384144450486802	0.000852098855069492	0.000907769230514408	0.000704118781027089	6.92263951292058e-06	0.0489495081232496	0.170393232914822	0.217208298449052	0.119974380973654
stdev	9.74853680729776	8.62303799074926	5.35017797698979	0.0102581963470174	0.0171352658510229	0.0185597471636237	0.0143243191134969	0.0162664252129032	0.014647641189337	0.00871161138854112	0.0143745106679331	0.0196214243185507	0.0131658014392531	0.0208067653891994	0.0203535413199146	0.129227494709047	1.63176065818217	1.62978662385605	0.0361514871407214	0.0385133807755296	0.0298732252794369	0.000185898908638384	1.9275231254243	6.24888795617911	7.71189770512261	4.24266139534637
variance	95.0339698832391	74.3567841899049	28.6244043854666	0.000105230592293962	0.000293617335785232	0.000344464214777637	0.000205186118065294	0.000264596589206973	0.000214553392411562	7.58921729849594e-05	0.000206626556942523	0.000385000292288611	0.000173338327537839	0.000432921485961187	0.000414266644261472	0.0166997453887767	2.66264284559112	2.65620443930009	0.00130693002248574	0.00148328049876093	0.00089240958859599	3.45584042329422e-08	3.71534539904545	39.0486006888803	59.4733662142754	18.0001757155624
median	-10328.9104052989	-9812.73137545535	-515.989501081888	0.103119209682374	0.318728363687811	0.362792531795511	0.21528462219547	0.339710601871318	0.27873787487899	0.105202807367604	0.275695072944764	0.284602236379219	0.110156776704106	0.322275911448168	0.281834022875341	2.41519802117807	2.67848844497019	2.69643178435859	1.00455754088496	1.44752099075966	0.549197517030671	0.00543589975422585	61.8049883452157	-3339.84474370267	-4302.31916214368	-2170.21690620201
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.102938852282595	0.318056803973239	0.362095202260062	0.214985527218085	0.33926247059934	0.278594092119939	0.104977375142787	0.275654996523215	0.283835052959042	0.110087799527418	0.321637084860484	0.281567754842607	2.4205724528356	2.72186619653408	2.70835350243473	1.00343960772745	1.44623040567804	0.548372028951144	0.00542659739505937	61.9040399338454	NaN	NaN	NaN
HPD95.lower	-10347.7308727842	-9829.24988819861	-525.962321564028	0.0830667067524549	0.286278275316803	0.326134067673557	0.188200339586334	0.30749431504374	0.250233734401477	0.0896340572311657	0.248495276738858	0.246846240169365	0.0851767359077942	0.27972497343451	0.243362605312975	2.19291533927314	0.75280495336766	0.716881615063622	0.93182610684865	1.3744524550033	0.489562493032141	0.00508021448656495	58.3038083464574	-3353.20820459981	-4317.68996748063	-2178.91964156764
HPD95.upper	-10309.8477133386	-9795.79377156127	-505.652728236214	0.122747492580517	0.352241282041286	0.39778917662584	0.244115383861882	0.369903243214301	0.30703769642227	0.1231307182545	0.3041461685472	0.322294447519175	0.136644004971957	0.361822475304692	0.322742548300444	2.68930104209486	6.2953926621033	6.31735644706702	1.07115913134142	1.52290974496962	0.607547313742871	0.00579304062554066	65.6731793190634	-3328.57610471514	-4287.81545538336	-2162.36135262408
ACT	14533.8613774659	11142.4574681268	38553.1864711115	10415.8755828309	10461.3471501163	10000	12552.374622322	10058.4320245477	10000	10000	14382.5010761683	10000	10643.26536378	10000	10000	12259.7697474209	10394.4035704973	10000	10000	10000	10000	24961.008292289	11608.3325439441	13383.5578816682	14279.1605792866	14393.7071364454
ESS	1239.17516014868	1616.34002656217	467.146859922854	1729.09131419416	1721.57560030878	1801	1434.78828045593	1790.53752672846	1801	1801	1252.21614131095	1801	1692.14986044505	1801	1801	1469.03248356591	1732.66314684165	1801	1801	1801	1801	721.525340206858	1551.47174943705	1345.68103334232	1261.27862348753	1251.24124238974
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07
log.every	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
