trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	psi.height	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-10975.507218552	-10485.2366006358	-490.270617916251	0.129683563952545	0.0963089771081546	0.691760151550904	0.0822473073884013	0.122618859585866	0.385384956045469	0.138798175764401	0.353198008604265	0.278424494400535	0.297403403286961	0.100155768467353	0.324016333845152	3.96529198355709	3.10671237863154	3.15197312544474	2.27357322654354	0.0635026269941497	0.668988780874416	0.00878027198821756	86.1324150793387	-6589.58993481742	-677.803939657689	-3217.84272616065
stderr.of.mean	0.320343464806432	0.232753416126648	0.232769720622328	0.000146880177264358	0.000186468899863358	0.000246911235260279	0.000145729492941017	0.000478579589243599	0.000691462874457899	0.00053704748713806	0.000691214260599343	0.000475085518583172	0.000408739980113152	0.000255546900696445	0.000421450886419964	0.00635471392283183	0.0385417507983429	0.0413823057799221	0.000874444030630584	0.000208822316585315	0.000818359095620169	1.33863959566853e-05	0.150769799633603	0.228626658054925	0.0588299934332984	0.176571927540677
stdev	10.1659873391182	9.1729260559733	4.89809036906103	0.00612009643433069	0.00715258823048326	0.0104755549116231	0.00618277780651562	0.0203044092401001	0.0293362807208705	0.0211701815398446	0.028706292524738	0.017941052547847	0.0164137589167988	0.0106550586447789	0.0169406784714486	0.221245160195927	1.63518774855477	1.65835610544591	0.031297889752322	0.00877564225566988	0.0297295181459626	0.000338250215442412	4.83178250740536	8.47624394686731	2.29684021402456	5.93366339656988
variance	103.347298579112	84.1425724283539	23.9912892634884	3.74555803655072e-05	5.11595183948477e-05	0.00010973725070643	3.82267414047421e-05	0.000412269034589461	0.000860617366533718	0.000448176586429977	0.000824051230515826	0.000321881366524607	0.000269411481778793	0.000113530274723678	0.000286986587073003	0.0489494209101215	2.67383897302362	2.75014497246972	0.000979557902948505	7.70118969994987e-05	0.000883844249191119	1.14413208246838e-07	23.3461221988684	71.8467114468048	5.27547496876038	35.2083613037932
median	-10975.2001124746	-10484.6369752345	-490.156591249554	0.12950450826014	0.0961047022900205	0.691726990721485	0.0820783872560643	0.121392842376836	0.38528159086052	0.137767664221885	0.352787086070368	0.277913423247394	0.297244369800629	0.100033900237713	0.324024272070809	3.95187780221319	2.73941449589485	2.83288327709065	2.2739619113595	0.0632172622088111	0.669143166665063	0.0087784873067898	85.8749909516661	-6589.43956661045	-677.542617520208	-3217.72325707534
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.129539271367319	0.0960437985744746	0.691680859996866	0.082015400422983	0.120943200955854	0.384261907690921	0.137165432933868	0.352032034297154	0.277846299814867	0.296950872059825	0.0995896246523885	0.32357061223124	3.95916276935435	2.74432011669719	2.78445956018001	2.27335778273603	0.0628957953312133	0.668328524599932	0.00877375289070679	85.9978671441041	NaN	NaN	NaN
HPD95.lower	-10996.9759494476	-10504.3021778971	-499.745312031991	0.117022938017942	0.0824280257997206	0.672667823613648	0.0698902318606386	0.0868418133781212	0.330648316330798	0.0990946769936736	0.293647365530479	0.244628171832162	0.267735926595523	0.0807532432073115	0.290896429213724	3.48767355356308	0.744079490620236	0.737059674895976	2.21680385457479	0.0458798048099015	0.609692712865509	0.00813394480685496	76.8315694047467	-6606.57511783617	-682.425560943956	-3228.9067933608
HPD95.upper	-10957.4641871765	-10468.3333983494	-481.113815844973	0.141256615754038	0.110346094248964	0.714299155938343	0.0937838487785721	0.165147934227226	0.441670464447965	0.180505021163139	0.405467676263101	0.315442461597071	0.332352524878565	0.122022427811674	0.356617662373747	4.36578777011529	6.2478817724758	6.49561337672233	2.3372584060955	0.0803282118525706	0.725362184665478	0.00944860361452185	95.2702288827302	-6574.06628603433	-673.510755082757	-3206.25352803308
ACT	17873.3096392516	11589.0734003651	40651.0487774947	10367.6950903959	12233.7257573807	10000	10000	10000	10000	11583.7342172743	10436.2275065172	12621.7658678287	11162.2182401407	10353.8511842752	11140.5008149713	14849.670637098	10000	11208.4653589696	14050.9695641271	10192.2101207086	13639.0605690189	28191.8477303336	17526.1422387983	13095.4133958859	11808.8717004287	15939.3231245937
ESS	1007.64773640178	1554.05004160494	443.039000016421	1737.12670395597	1472.15986014191	1801	1801	1801	1801	1554.76633546568	1725.71937405094	1426.90018089348	1613.47857679702	1739.44937776897	1616.62391117974	1212.82151235103	1801	1606.82122156782	1281.76208181253	1767.03578386863	1320.4721768675	638.837162156697	1027.60777326858	1375.29068044985	1525.12453830337	1129.90996287736
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07
log.every	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
