trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	psi.height	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-7032.32742248581	-6537.96142316622	-494.365999319595	0.475185078188306	0.263553952193093	0.201389085186102	0.059871884432498	0.18935691674259	0.174667457058169	0.381690900382569	0.254284725816672	0.146285932963438	0.314133779649641	0.355280789453016	0.184299497933908	4.35091984108095	3.08824604841546	3.07280643485131	1.06352189356167	1.89021558050009	0.0465650111456565	0.00379923411601801	70.0874725066619	-2389.75883919561	-3709.46945954036	-438.733124430248
stderr.of.mean	0.313598689985149	0.215854318348097	0.253371937775723	0.000517552530164491	0.000467889615199681	0.000358663271772469	0.000206952882335707	0.000292446048158864	0.000305547507654897	0.000415828321776482	0.000414845216441783	0.000541587938121024	0.000696542595860465	0.000810363549252091	0.000582338525362596	0.00832833145837561	0.0426859908835046	0.0382928519147734	0.00109013245461254	0.00112004516996027	0.000284281966043241	6.64784971396588e-06	0.0908022732961539	0.165222124090847	0.20964950647751	0.04463339255919
stdev	10.4155499152415	8.64753015701408	6.0089799256186	0.0211268566753024	0.0198508721218606	0.0152167915497011	0.00878026583416121	0.0120186125094015	0.0129632808777388	0.0176420988457076	0.0151732066236303	0.022434545510421	0.0295517950146297	0.0321620480005357	0.0247065274010674	0.302718967501398	1.66980600085657	1.62462786488028	0.0460612189822698	0.0462855790367177	0.0114659202632711	0.000178491895378319	2.87857886698677	5.98226369109666	7.83391326653918	1.83775686083385
variance	108.483680036887	74.779777816468	36.1078397464873	0.00044634407297877	0.000394057123998464	0.000231550745067056	7.70930681185387e-05	0.000144447046651143	0.000168046651115148	0.000311243651681716	0.00023022619924338	0.00050330883225915	0.000873308588586694	0.00103439733158876	0.000610412496219693	0.0916387732851127	2.78825208049662	2.63941569934545	0.00212163589413261	0.00214235482676424	0.000131467327483691	3.18593567157447e-08	8.28621629346286	35.7874788698135	61.3701970676586	3.37735027954189
median	-7031.49649483076	-6537.27816613235	-494.146084812223	0.474851871691433	0.263753281782858	0.201160184240585	0.0593953697654742	0.189115548512116	0.174272861120743	0.380783193368805	0.253944446249964	0.145805550856985	0.313736014367348	0.354563498725024	0.183493428041795	4.32844017724186	2.72402136016551	2.69878790071285	1.06193681663592	1.89146010001604	0.0453593571141707	0.0037938906011098	70.0082869440924	-2389.53538634127	-3709.21758432833	-438.555553927441
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.474714906672834	0.262806912436886	0.200812994208026	0.0592290526873076	0.1889758843216	0.174186513398605	0.381283808967127	0.253831634410147	0.144556349620336	0.31273627535428	0.353819846767667	0.182638037463145	4.34048367513063	2.71018934315704	2.71717280910983	1.06252434728009	1.88964843453132	0.0451861720072894	0.0037950460471791	70.028612395625	NaN	NaN	NaN
HPD95.lower	-7053.95844662874	-6554.82888720477	-507.064011198379	0.433882498413956	0.224630006987376	0.169895914719569	0.0445735249619828	0.166531831156753	0.15109200441604	0.348011018939245	0.226456117257559	0.10517377260147	0.256454999500578	0.291830316469418	0.135598459595152	3.74468683076848	0.776488015658568	0.561192148331007	0.964542099580026	1.79579673216738	0.0265847274679288	0.00345212488527433	64.5249564576628	-2401.29773256536	-3724.33166121332	-442.376482106154
HPD95.upper	-7013.47116699722	-6521.44409065481	-483.825294418529	0.515454483831979	0.300838584628531	0.230360422282351	0.0782311618960492	0.212836391099214	0.201280540235214	0.415942073776866	0.284155287105104	0.193050305967559	0.369892044148357	0.415763756739117	0.231459623691786	4.91888121683997	6.41407257220664	6.19182439159691	1.14545641142191	1.97633858282567	0.0691645904393867	0.00416224322473894	75.5673217342926	-2378.13455966922	-3694.28711146394	-435.356650495843
ACT	16317.6059618276	11215.2687147489	32002.7935983233	10802.1815240924	10000	10000	10000	10657.4969863387	10000	10000	13455.1889358024	10490.0072023118	10000	11427.3301621805	10000	13624.1402820436	11762.809691918	10000	10082.3102077925	10540.2774731666	11065.0443024694	24968.804810668	17910.5758263545	13730.2254605203	12891.4729593855	10617.3482549138
ESS	1103.71582952374	1605.84649891763	562.763370787217	1667.2558186355	1801	1801	1801	1689.89022685965	1801	1801	1338.51706474948	1716.87203379907	1801	1576.04617565048	1801	1321.91827353223	1531.09677634029	1801	1786.2969526647	1708.68367041093	1627.64825044404	721.300043657083	1005.55114333618	1311.70460760355	1397.04749463	1696.2804240376
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07
log.every	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
