trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	psi.height	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-25511.4316158306	-24996.6075648846	-514.82405094597	0.196620033782641	0.465383671774855	0.247926057172918	0.0900702372695854	0.286635438603514	0.345761891959489	0.089017782814269	0.278584886622727	0.160060062405728	0.273712323652134	0.187817125874204	0.378410488067928	1.91673956785052	3.0870224492075	3.14180602186451	1.05621807953074	0.655456383698445	1.28859324191143	0.0202393257416122	69.3838728891761	-8816.16914537419	-6320.89263240806	-9859.54578710235
stderr.of.mean	0.288560103731008	0.237131364142016	0.234261313461748	0.000213736461236213	0.000289768670319636	0.000222612700874828	0.000141578929938737	0.000316020725777157	0.000362360179296308	0.000161341309753912	0.000300506419557715	0.000162636262335277	0.000207943490999133	0.000192650378566608	0.000233226021107023	0.00188442642568209	0.0397516092332598	0.0419004804476672	0.000565506058069503	0.00043631283766076	0.000576217521126965	1.9536660344208e-05	0.0553941121138895	0.367041493050434	0.149410181469958	0.382869701263577
stdev	9.03278049156534	8.5980526002204	4.04910840161051	0.00831353531042438	0.0114142756460515	0.00944465556450168	0.00523825303098704	0.012582009547588	0.0127743607181362	0.006845130996403	0.0118733481058677	0.00690007117302049	0.00851660868186171	0.00813035851251784	0.00989494053743861	0.0601869396530466	1.64704010935539	1.68424170491929	0.0213812183268677	0.0178354319886808	0.0224378152928852	0.000450608797418878	2.09242952258016	12.3731671599436	5.67823046915726	12.7892016425141
variance	81.5911234088034	73.9265085161567	16.3952788479928	6.9114869357673e-05	0.000130285688524044	8.92015187320726e-05	2.74392948166449e-05	0.000158306964255595	0.000163184291757062	4.68558183579172e-05	0.000140976395243111	4.76109821927483e-05	7.25326234399623e-05	6.61027295420712e-05	9.7909848239446e-05	0.00362246770479948	2.71274112182543	2.83667012058945	0.000457156497141181	0.00031810263422286	0.000503455555117634	2.03048288311288e-07	4.37826130696505	153.095265567906	32.2423012608659	163.563678652885
median	-25511.1581748876	-24996.2587327675	-514.670577189434	0.196704248484301	0.465425643660154	0.248003897511309	0.0900566746179571	0.286315119364171	0.345827697198837	0.0890791071589669	0.278422913261432	0.160072250627056	0.273630273872012	0.187313443503927	0.378675839611925	1.91639623596281	2.74042289302165	2.81111343559049	1.05691280830465	0.654735441132861	1.28912610019189	0.0202269387871111	69.2383044939406	-8815.96514954542	-6320.83914985906	-9859.67442435715
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.196444120987078	0.465243665479516	0.247746055763136	0.089917995917125	0.286359306792889	0.345526085781394	0.088754337190827	0.278332209740889	0.159911532706895	0.27357974797691	0.187641839446737	0.378281092322229	1.91579579183919	2.73264910252758	2.77712353401513	1.05600167043498	0.655214268851998	1.28839784378879	0.0202343148584228	69.3525576135549	NaN	NaN	NaN
HPD95.lower	-25530.1165146828	-25012.6750681084	-522.518323835657	0.180080929642523	0.440953988441581	0.228398290829318	0.0792816299336201	0.262881746420149	0.3209279335718	0.0758505365184925	0.255414321147115	0.146708337448513	0.256799711762545	0.172466137529191	0.359650966083277	1.80537395373018	0.655235109496988	0.761621684277542	1.01383111014317	0.620942722668095	1.24522070565209	0.0193781560387852	65.4563253123641	-8841.13904097602	-6332.01344726143	-9883.08812563445
HPD95.upper	-25495.0292017653	-24979.9145464021	-506.876833769996	0.212963133538512	0.485747348244294	0.265597508673251	0.100170177541543	0.311440617287047	0.370833765388897	0.102590990560796	0.300963043817769	0.172969999875507	0.290147880588385	0.203941654773758	0.397629089538652	2.03778250787006	6.1686203455919	6.33990047963271	1.09554829750324	0.690437131844962	1.33216941228083	0.0211388959615749	73.4235582337904	-8793.34454321996	-6309.83003755986	-9833.39605035084
ACT	18369.6985304496	13691.4730236466	60249.67540994	11897.5656231167	11600.5482415095	10000	13149.1196220189	11355.4273357315	14483.5476306794	10000	11530.1107183551	10000	10730.7393686041	10106.3122347833	10000	17645.185174666	10485.1210650844	11140.4194405365	12591.6312907859	10772.1176603992	11870.9138560957	33835.5850717931	12615.3093441042	15839.4805988003	12462.5446122467	16131.9735161806
ESS	980.418920329405	1315.41726510324	298.92277223835	1513.75504624299	1552.512831726	1801	1369.67344717446	1586.02573619832	1243.47987518271	1801	1561.99714295278	1801	1678.35592509995	1782.0545795146	1801	1020.67503524178	1717.67210776169	1616.63571969896	1430.31507070724	1671.90895678841	1517.15362594026	532.27984566503	1427.63046935643	1137.03223332741	1445.13023305865	1116.41641253228
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07
log.every	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
