trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	psi.height	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-29127.0960057935	-28606.9829017564	-520.113104037156	0.169255506319923	0.413377619806712	0.0998314894431429	0.317535384430221	0.246991193538432	0.436259108713166	0.0921486366319429	0.22460106111646	0.296254490453148	0.533002146707594	0.0651755529680996	0.105567809871154	3.14458827968424	3.07612753201173	3.09159515890959	1.81300427432268	0.397904322923049	0.792962851679616	0.0296213963370806	82.3189351900011	-14215.6888119599	-5469.70065832327	-8921.59343147319
stderr.of.mean	0.264143009172122	0.227084536376385	0.202643232059685	0.000153110628191136	0.00017690360519203	0.000106917720618682	0.000167910758595621	0.000314399339039055	0.000348618471398391	0.000182066310830296	0.000249492190958103	0.000248908384231309	0.000258202623141105	0.000102176516998486	0.000124681969497385	0.00335484271212084	0.0377861066038943	0.0396773949574853	0.000517504211093113	0.000307699933713982	0.000451017919462669	2.90637929153845e-05	0.107384479738517	0.210399650007891	0.161394228652573	0.230405876659351
stdev	9.33244293950608	8.76373290502848	3.73956556945783	0.00644821963811965	0.00750538317261952	0.00453613401668787	0.00683183584626751	0.0133388322196428	0.014443275566428	0.00754302135475427	0.0105850555712772	0.00983323825598616	0.010799074014414	0.00433498181388028	0.00512320803821102	0.09315694504602	1.60312848545866	1.66231885366911	0.020585546145994	0.0124686560782282	0.0183354328046491	0.000630288207054343	4.295575870003	7.92083998156367	5.29109203142846	7.60629486586457
variance	87.0944912191369	76.8030144306789	13.9843506482744	4.15795365014319e-05	5.63307765678403e-05	2.05765118173528e-05	4.66739810303457e-05	0.000177924444983781	0.000208608209087776	5.68971711582789e-05	0.000112043401447027	9.66925745989898e-05	0.000116619999568792	1.87920673266728e-05	2.624726060279e-05	0.0086782164103072	2.57002094088897	2.76330397126379	0.000423764710128848	0.000155467384397137	0.000336188096133803	3.97263223951779e-07	18.451972054952	62.7397060135376	27.9956548850458	57.8557215864777
median	-29126.7325405406	-28606.4769757367	-519.992695911447	0.169191068954794	0.41344315980501	0.0998206668538742	0.317519258182345	0.24687450346252	0.436345561041642	0.0918398959818334	0.224456963166561	0.296194179904303	0.532908662813391	0.0652574283317036	0.105498179393378	3.14781474280392	2.7501921267254	2.72691547759843	1.81311729435915	0.397517781152936	0.79295814350842	0.0296333993803119	81.9572838267664	-14215.6287308354	-5469.706910935	-8921.46285588623
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.169132547868524	0.413309549608256	0.0997284431430946	0.317462029981821	0.246630107135564	0.436019824457914	0.0918396908365585	0.224351701803513	0.296090747642805	0.532892849332739	0.0650306767399246	0.105443738243525	3.14320815114674	2.73100184266013	2.71985496448094	1.81288750666377	0.397708951411475	0.792750916308254	0.0296146798753224	82.2086905403459	NaN	NaN	NaN
HPD95.lower	-29147.0071459369	-28623.8945332373	-527.271927406937	0.156137117082227	0.398210071835516	0.0910124000466685	0.303893738880361	0.219132777579535	0.407236566157667	0.0784693786050757	0.204197145439526	0.278474592853416	0.510473613530656	0.0566952837048456	0.0958040871056497	2.95727664816637	0.671118458799693	0.666963463589802	1.77022024134994	0.374961502091066	0.757069502266901	0.0283210485936184	74.8312432612765	-14231.1794901548	-5479.58962047694	-8937.0117153137
HPD95.upper	-29110.0736661621	-28589.8404356708	-512.694296521757	0.180894677313518	0.426699435297835	0.108591606494242	0.330318424702754	0.272314259325483	0.463783806272629	0.106848604789798	0.246010807758429	0.316120988681828	0.552369042825602	0.0734926964845155	0.115716214875609	3.30175800965748	5.93557485665624	6.17023350618634	1.84981554839558	0.422935883914727	0.828398799801131	0.0307660136459763	91.603181559275	-14200.851171358	-5458.74099279446	-8907.53975697302
ACT	14419.8229084494	12085.6281527244	52855.9974966755	10148.5361704032	10000	10000	10873.1298145622	10000	10486.7705311093	10486.7491899061	10000	11533.4250614381	10290.1246510132	10000	10660.9448197154	23344.58846256	10000	10254.8665002548	11375.6274411842	10961.9517067797	10891.2476622111	38273.5361488072	11248.9663497853	12700.4736508748	16747.7990415314	16516.3151172459
ESS	1248.97511670874	1490.19974571533	340.737113156038	1774.64017446414	1801	1801	1656.37680292196	1801	1717.40193480661	1717.40542982904	1801	1561.54827417367	1750.22175248642	1801	1689.34370307347	771.485007280569	1801	1756.23934251631	1583.20937399873	1642.95560514659	1653.62138100014	470.560126192083	1601.0359921064	1418.05734928315	1075.3651841259	1090.43693294483
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07
log.every	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
