trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	psi.height	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-7303.5588734733	-6802.89223417617	-500.66663929713	0.523958235126746	0.185519828695193	0.221024310744081	0.0694976254339769	0.103409655341128	0.321734353923284	0.137224593241553	0.437631397494039	0.127358158156743	0.179040476177524	0.428240239173884	0.265361126491851	2.81168096579144	3.09672721762833	3.05503370247636	1.17218009934204	1.68990367202534	0.13873613386758	0.00392169671451164	68.8045487935716	-2616.02074880792	-3508.91199261456	-677.959492753699
stderr.of.mean	0.264537013247076	0.204048334252873	0.22708935797487	0.00047871936654001	0.00038708365599176	0.000354314488504796	0.000233406157712196	0.000269547847952294	0.000398462950107788	0.000305423611259927	0.000423146809149028	0.000469698798145238	0.000708407150973045	0.000728962601552926	0.000654321665437851	0.00515943990607487	0.0443740419406528	0.0384527432724747	0.00108781674310884	0.00110374995980064	0.00047452703923326	6.48069535694659e-06	0.0790423300296114	0.175109043209767	0.213234859464565	0.074460834401861
stdev	10.0805654856202	8.65703631443885	6.16644067721053	0.0203103394876338	0.0160846753124649	0.0149303785960133	0.00989739220480073	0.0110923655713196	0.0162720093302679	0.0129580243996871	0.0179525959207406	0.0195908736995587	0.0229177741334234	0.0309272591546414	0.0263192494983706	0.190582804410777	1.62439896544689	1.59906194464468	0.0461521486221847	0.0468281376519983	0.0196824719202113	0.000176605712997842	2.97776782615973	6.50101504687133	8.05661535372808	2.85390724045888
variance	101.617800509878	74.9442777495129	38.0249906255567	0.000412509890102937	0.000258716779907419	0.000222916205020292	9.79583724556502e-05	0.000123040573967797	0.000264778287644326	0.000167910396342887	0.000322295700293394	0.000383802332312062	0.000525224371230611	0.000956495358818351	0.000692702894157479	0.0363218053370765	2.63867199894493	2.55699910281082	0.00213002082244422	0.0021928744759545	0.000387399700889906	3.11895778634762e-08	8.86710122651201	42.2631966396474	64.909050957927	8.1447865371436
median	-7302.8221630438	-6802.52248659089	-500.455613023846	0.524535606015086	0.185296575700647	0.22089854014799	0.069063865635616	0.103312296723895	0.321808974863666	0.13685916389492	0.437124835463754	0.127175557540568	0.178327802213334	0.428319491011658	0.264511051145737	2.80106600276381	2.73766976486344	2.74232766360067	1.1734630249325	1.68943284451845	0.137091160217768	0.00392216848644659	68.7009794130521	-2616.01590954478	-3508.65575611989	-677.874835347856
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.52356306035257	0.18482338234056	0.220518716431418	0.068790581599344	0.102813403072529	0.321322318815228	0.136611182734354	0.437262998900449	0.125833494975619	0.177572414867247	0.427117192363582	0.26405385100421	2.80526505096185	2.74354049926622	2.70832027510803	1.17126865596775	1.68925516626889	0.137351679070171	0.00391772673992638	68.7404866342728	NaN	NaN	NaN
HPD95.lower	-7323.696077736	-6819.85427291843	-513.955201084345	0.484237727812283	0.155123787333091	0.191823065768161	0.0526568011508367	0.0808473950202782	0.290915507044797	0.112081000442248	0.401272339578142	0.0887523756883935	0.136926910503339	0.365226051566626	0.214823504668247	2.45197975469638	0.819338255936352	0.901229974916833	1.07764270433672	1.6007804741342	0.10180490989173	0.00359576097493368	62.7811512229256	-2629.86848731125	-3525.08425650105	-683.64407614024
HPD95.upper	-7285.01961536841	-6786.06329084047	-489.987133353457	0.564050779563593	0.216844142578918	0.249663417494538	0.0901207274340406	0.124649822601051	0.353012684306142	0.161993958334357	0.472097146726237	0.164635768549282	0.225477173907905	0.485054717906135	0.316012236200392	3.18343919470466	6.15332782236487	6.3348045432829	1.26148960844891	1.78438068535315	0.178319708119149	0.00427633201793063	74.2728788820147	-2604.59848982491	-3493.3365766655	-672.101976016792
ACT	12395.8260236012	10000	24411.6323325631	10000	10424.5530181784	10136.9791582278	10010.492140725	10629.082068005	10793.5894227217	10000	10000	10346.7429393964	17198.6110216606	10000	11125.2036622999	13191.9823440648	13432.1317093176	10408.6990603333	10000	10000	10462.4890960287	24238.5194038518	12682.6548242789	13059.5189143918	12609.0834876029	12253.1700762626
ESS	1452.90841979466	1801	737.763036680516	1801	1727.65201237828	1776.66341410813	1799.11234600856	1694.40784112605	1668.58301670128	1801	1801	1740.6443849518	1047.1775876155	1801	1618.84676871406	1365.22317346057	1340.81472619173	1730.28347688854	1801	1801	1721.38769605372	743.032183605158	1420.04968593191	1379.0707083515	1428.33537566051	1469.82371809968
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07
log.every	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
