trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	psi.height	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-13177.7150109024	-12668.2682553558	-509.446755546607	0.585878938458666	0.108321898187892	0.16381145198895	0.141987711364496	0.0772644439933926	0.0955497849692015	0.427007163662088	0.400178607375317	0.330774297446258	0.247398303479254	0.09002378928746	0.331803609787026	2.61267472134753	3.1497186182681	3.10359645994819	0.648623615267704	0.463669266667168	1.88603389718545	0.00877129809117671	65.3588901099103	-3102.97083254724	-2434.52049066567	-7130.7769321429
stderr.of.mean	0.251103788254874	0.205189757210218	0.171667266851275	0.000425769312064726	0.000267350222970508	0.000276924244297649	0.000309506436642181	0.000207833332546213	0.000266233066534235	0.000477015778670297	0.000541851444606736	0.000319578774412874	0.000249378165274008	0.000150073903947409	0.000283736230044213	0.00342740426491131	0.0381882712228468	0.0391510999424051	0.000638024008100542	0.000558894268244611	0.0007621237638337	8.3027396550711e-06	0.0606295484334385	0.161159527735099	0.109321585275737	0.220834256654927
stdev	9.52822314041679	8.41878029448207	4.32188817238326	0.0180638592792927	0.0105701494809777	0.0117488988479675	0.0129673578108175	0.00881762016725737	0.00993980117048776	0.0202380623866864	0.02055727774791	0.0126801082653664	0.0105049975430252	0.00631140454020771	0.0118182144528899	0.11755978112108	1.62019088257845	1.66104023927778	0.0270690619839375	0.0237118719632831	0.0321302638335244	0.000262834450743093	2.16741462735407	6.05943156478448	4.60603983095022	8.45166380655662
variance	90.787036213574	70.8758616467596	18.6787173745863	0.000326303012062089	0.000111728060050214	0.000138036624139773	0.000168152368593768	7.77504254140239e-05	9.87996473088299e-05	0.000409579169167411	0.000422601668404716	0.000160785145621415	0.000110354973378966	3.98338272701544e-05	0.000139670192854497	0.0138203021372362	2.62501849599032	2.75905467649999	0.000732734116690249	0.000562252872003132	0.00103235385401189	6.90819484974234e-08	4.69768616686839	36.7167108883064	21.2156029243	71.4306210990592
median	-13177.4207585051	-12667.8722373066	-509.442393365784	0.585527526892934	0.108059997139069	0.163562232817952	0.141525844643926	0.0768903599390998	0.0950543166398636	0.427049098368368	0.399980301142807	0.330546546646385	0.247153928300572	0.0900048590603147	0.331647735271449	2.61098514042753	2.81660828953848	2.75934789036809	0.648427890408104	0.462948146002961	1.88542457622225	0.00875999607408278	65.2278231751076	-3102.95706532733	-2434.30554388751	-7130.40089732679
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.585600655567857	0.107807667707389	0.163390921434255	0.141397524882354	0.0767602224091429	0.095035440033057	0.426524895350849	0.399650778441633	0.330531217398907	0.247175260049454	0.0898027974149685	0.331592962230539	2.61003406412473	2.78748926565584	2.73038465029734	0.648057608843369	0.463064334955829	1.88576020467402	0.00876736254769501	65.3232005852305	NaN	NaN	NaN
HPD95.lower	-13198.3322526905	-12684.5397434795	-518.23160291179	0.549978892542666	0.0880786809535749	0.142366607342533	0.116609709574782	0.0601776756811994	0.0762709211563075	0.389631686941029	0.361771449163463	0.306739855537464	0.227697588621702	0.0783824506944232	0.310861473006955	2.37839711698622	0.609604379335863	0.70915753296541	0.59982488692361	0.420614715111448	1.82366434406739	0.00831605727684768	61.047194672525	-3114.74387660656	-2443.51470496616	-7148.12505993988
HPD95.upper	-13160.4769981267	-12651.5481195582	-501.332158064553	0.620220072645617	0.128848788688849	0.186644532904843	0.16806372152346	0.0933702577487661	0.114591791945822	0.466489059061311	0.441959104961989	0.356536004535152	0.268057001316629	0.102822158733795	0.356559644502561	2.83370325184888	6.37551000628115	6.42632262054798	0.705493787987416	0.51151429180827	1.94865408444159	0.00935199703560087	69.4464888866595	-3091.52996047469	-2425.22433013637	-7115.29523739545
ACT	12501.2966785484	10692.6505701507	28398.8206893049	10000	11515.192811322	10000	10254.3645387975	10000	12913.4107647765	10000	12505.5165381279	11433.581755933	10143.7213739028	10177.2559226021	10375.2417852486	15299.7910285194	10000	10000	10000	10000	10127.3261079263	17961.8321146425	14085.0060659918	12732.7019559974	10139.7870473716	12289.1213317692
ESS	1440.65055514635	1684.33447645584	634.181263969973	1801	1564.02070682587	1801	1756.32531219843	1801	1394.6741359088	1801	1440.16442224434	1575.18443340421	1775.48252127026	1769.63222080351	1735.86316085727	1177.14026070217	1801	1801	1801	1801	1778.35687407205	1002.68167996728	1278.6646960334	1414.46804160187	1776.17142409992	1465.52381686081
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07
log.every	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
