trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	psi.height	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-4540.12610362599	-4026.69446119559	-513.431642430394	0.461802347262932	0.00900466905359358	0.230882832232668	0.298310151450808	0.27050537683831	0.0998065717385222	0.288573855972486	0.34111419545068	0.513419444531125	0.167724240729323	0.0439767869780784	0.274879527761471	1.84249084661051	3.0306085125265	3.06724875912697	0.473888615845411	0.321045649256606	2.20256044259246	0.00187781316318829	58.2331825655261	-796.254167248319	-717.063361321313	-2513.37693262596
stderr.of.mean	0.320322741254969	0.222861601264508	0.235859683087915	0.000719920724141218	0.00012775730906763	0.000580706642717981	0.00064473112140371	0.00065655211845797	0.000418990493804129	0.000650504880342378	0.000681607748387551	0.000545099339447608	0.000383533523078523	0.000214506650111292	0.00042786186913455	0.004713075859112	0.0385322815071861	0.0383236439335589	0.00153820063020171	0.000972661272606993	0.00163468016063159	3.00907524581553e-06	0.0669654095312834	0.0958380488738046	0.0871053204244615	0.211761954331265
stdev	10.9976562062025	8.51668643639208	7.43630035995996	0.0300193780846065	0.0049781985297999	0.0241122520824823	0.0273536206579555	0.0270882380451513	0.0177762584220456	0.0275985804660612	0.0289181631969673	0.0220151484954429	0.0148542770546162	0.00726880553845511	0.0181526389432377	0.180848962208245	1.56515862074058	1.62593425939605	0.0500759163639695	0.0412665165311855	0.0605266078989172	0.000106741101798708	2.68266320423526	3.99399657294496	3.24348720160725	7.64619568501832
variance	120.948442029825	72.5339478558249	55.2985630435407	0.000901163060586554	2.47824606021019e-05	0.00058140070048917	0.000748220563099331	0.000733772640390781	0.000315995363487348	0.000761681643741655	0.000836260162686436	0.000484666763276402	0.000220649546815299	5.28355339558756e-05	0.000329518300603549	0.0327063471317992	2.44972150807856	2.64366221587779	0.00250759739969127	0.0017029253866186	0.00366347026374927	1.13936628132022e-08	7.19668186735782	15.9520086246961	10.52020922699	58.4643084535928
median	-4539.60024088519	-4026.03218201158	-513.186692046763	0.462066857930424	0.00820490255543325	0.230253060526194	0.297734525352133	0.269304806278903	0.0993125650424268	0.288449528135216	0.340902506862152	0.513436003416631	0.167623007827223	0.0433181485349635	0.274404174419218	1.83458975388691	2.70146239601708	2.73742516057548	0.472403769776706	0.319489640875464	2.20594287470717	0.00187653460732747	58.1258818422813	-796.01747368701	-716.898891398203	-2513.18128099913
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.460819318661841	0.0076336944610183	0.229624842073693	0.297051768346144	0.269155155922315	0.0982041322758352	0.287243370401751	0.339883986651259	0.512946034561802	0.167067392199022	0.0433875819915172	0.274279757642568	1.83366381184371	2.68339046668382	2.7106654425226	0.471236606145866	0.318388079060731	2.2017263066064	0.00187478390578952	58.1719858234454	NaN	NaN	NaN
HPD95.lower	-4562.40512221217	-4044.63621090827	-527.94636636196	0.40178320980962	0.00110760851519657	0.182826314399015	0.247294311786455	0.219808471068085	0.0661918477474542	0.233732413567307	0.287587808209012	0.466320801105897	0.137658358583354	0.0314934848608899	0.23860966453314	1.51915711649712	0.764071480181197	0.809131273648473	0.374289112275726	0.244622830071777	2.08607891317954	0.00168042180925382	52.8869294942238	-804.814561480509	-723.322242060121	-2528.4068878972
HPD95.upper	-4520.36389387925	-4012.18994110516	-499.687186526778	0.516529558704052	0.0192469907848156	0.275291702356181	0.354357290113283	0.323411483563736	0.134280208018433	0.341225207030029	0.400591113842313	0.552135307701944	0.194753565794936	0.0588349583279279	0.31070511752395	2.23283978199251	6.16352727457368	6.42796404228065	0.563394645190422	0.40357236298631	2.31556023739257	0.00208480686207034	63.3559673666911	-789.134435753144	-710.777514548172	-2499.22776308031
ACT	15270.3023961179	12325.4149295012	18107.8107232399	10352.3355666912	11854.9426710811	10440.2382205415	10000	10574.2426122837	10000	10000	10000	11035.205985027	11999.854796239	15675.7306175567	10000	12225.0090464132	10909.5064847217	10000	16984.0214693204	10000	13129.412220603	14304.5797825278	11216.0806745449	10364.1316825474	12981.8730914794	13806.3038400904
ESS	1179.41344793398	1461.20841391657	994.598423589973	1739.70403914915	1519.19756170002	1725.05642300047	1801	1703.19526989843	1801	1801	1801	1632.04928158447	1500.85149410681	1148.90976627456	1801	1473.20954378223	1650.85377832831	1801	1060.40845700371	1801	1371.72934304997	1259.0373344625	1605.73024772138	1737.7239648863	1387.31906197888	1304.47657885835
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07
log.every	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
