trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	psi.height	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-4725.2134771041	-4212.95540683565	-512.258070268442	0.515779312372202	0.220880793953269	0.240287483994916	0.0230524096796084	0.126511683122462	0.0731376629092523	0.648272474376434	0.152078179591854	0.279788373767059	0.278452716245477	0.109391830062645	0.332367079924819	2.23800462661874	3.09480393974927	3.07713230924438	0.343373377653667	1.83689458999818	0.816605238908406	0.00181989999943723	84.0723460919631	-713.706400038084	-2193.81039776978	-1305.43860902779
stderr.of.mean	0.296276995175488	0.189574877741947	0.224795310814338	0.000705272730713664	0.000588490414971376	0.000567550057593777	0.000205371368117424	0.000283076263794274	0.00025486058069445	0.000457733662114087	0.000352545079790177	0.00057009259592983	0.000553093480138219	0.000361926364271916	0.000593092226374648	0.00523414086488852	0.0446558828713977	0.0385893772321662	0.00100435489231732	0.00154582155644217	0.00148992228136122	2.99039100425448e-06	0.158260388859643	0.091865718532321	0.169072627000669	0.112420595458952
stdev	10.1671007427199	7.79126908925037	7.13522673062277	0.0299221832107932	0.0249675299323579	0.0240791059473302	0.00871316787881839	0.0120099068899319	0.0100046667483536	0.019408815983073	0.0149572186874019	0.02385349259147	0.0228609536683309	0.0153552328183766	0.0251627682251682	0.20873719962765	1.74202301815859	1.62471963427473	0.0426111627287294	0.0637239868245682	0.0586348906293771	0.000106459975412759	5.93666494299203	3.61676234198487	6.6502883249093	4.29657600922793
variance	103.369937512615	60.7038740211083	50.9114604973937	0.000895337048100274	0.00062337755092319	0.000579803343222753	7.59192944844725e-05	0.000144237863504833	0.000100093356745611	0.000376702137864792	0.000223718390862765	0.000568989108811314	0.000522623202625573	0.00023578317490655	0.000633164904753537	0.0435712185083935	3.03464419579436	2.63971388999782	0.00181571118909426	0.00406074649681774	0.00343805039911902	1.13337263648852e-08	35.2439906453506	13.0809698383999	44.2263348044249	18.460565403073
median	-4724.90562412546	-4212.48775020602	-511.924492998924	0.515185682802844	0.220295856823363	0.239626080329118	0.0218220324153492	0.125965754921331	0.0725646299535535	0.648873764065463	0.15150961361344	0.27935262997036	0.27799794185521	0.108688082666705	0.332129531372521	2.23517340954646	2.69760487798131	2.67931526685356	0.340898516817238	1.83834924468215	0.817184391082029	0.00181941704685094	83.8308869126931	-713.542839922414	-2193.41663042878	-1305.21964839122
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.514908191218449	0.219468126846136	0.239074408195483	0.021423071053935	0.125945183094046	0.0724551568599026	0.647981527620162	0.15134257001167	0.278772885961578	0.2775119948021	0.108318110560205	0.331414932549382	2.22832335893451	2.70032584780119	2.71634425439337	0.340730002524414	1.83578701779822	0.814493050853422	0.00181678071057313	83.8647339956347	NaN	NaN	NaN
HPD95.lower	-4744.57178778433	-4227.97332828229	-527.582176918954	0.458493978635042	0.175283733479083	0.194832270286975	0.00799112933830086	0.103355678733933	0.0544514628040317	0.609764281890946	0.124826584219693	0.23469832026627	0.231953176619207	0.0791723997814259	0.284552413137206	1.84978310289967	0.677084441270263	0.658291167213593	0.254066347009994	1.70623179928877	0.705678575570903	0.00160727855401685	73.488182435944	-721.020400843701	-2206.48222190446	-1313.59323061448
HPD95.upper	-4705.81227844921	-4197.14777139611	-500.13608690728	0.572841222179162	0.270711217626923	0.287480238307759	0.0408332975192675	0.151467388698408	0.0921826534901655	0.684891003032616	0.183170950284969	0.326087056255415	0.322441081246642	0.139729722573077	0.37983781674584	2.6542565986853	6.47338642833053	6.21573422121563	0.422542810558427	1.95372942315164	0.93658626807763	0.00202765897520703	96.5132783245813	-707.031686297094	-2181.30126774722	-1297.07142619515
ACT	15285.3004656608	10656.572214678	17866.163769985	10000	10000	10000	10000	10000	11680.7963866252	10011.5193270705	10000	10281.5648430377	10536.121306342	10000	10000	11317.8381363526	11828.2896958985	10154.3248537506	10000	10592.1765559247	11622.1737059398	14202.1993109314	12791.8026555594	11612.8650503638	11634.2401214813	12323.076239532
ESS	1178.25619721774	1690.03687463345	1008.05076186845	1801	1801	1801	1801	1801	1541.84692583306	1798.92775627992	1801	1751.67888107964	1709.35769211001	1801	1801	1591.29330027723	1522.62080681411	1773.62850405046	1801	1700.31153700192	1549.62405963659	1268.11345240999	1407.93291492601	1550.8662093198	1548.01687191813	1461.48572401302
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07
log.every	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
