trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	psi.height	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-7307.94503345916	-6795.76168134946	-512.183352109698	0.279974437743068	0.218828672144955	0.285502603289756	0.215694286822218	0.164999365056063	0.485443072595836	0.290356995457798	0.0592005668903019	0.355843733690026	0.247677731808298	0.220397088346669	0.176081446155006	3.01448541446944	3.01760162872585	3.07967514195362	1.00029550975992	1.35239149562311	0.647314401806283	0.00329439497184924	74.7774078091006	-2313.49489614111	-2819.87890550851	-1662.38787969984
stderr.of.mean	0.307174841490303	0.224495498239745	0.242950122235	0.000527788115092311	0.000415350497097201	0.000449979106556912	0.000434655898543003	0.00031219852070892	0.000482045973791409	0.000443211269778557	0.000179772458238086	0.000560480380685524	0.000480432158741548	0.000468084637836878	0.000418428344294055	0.00521113170206061	0.0385869758097411	0.0379998359587382	0.001117569496159	0.00122992940473559	0.000969506674247138	4.71910686990192e-06	0.104224865814498	0.151630931907087	0.167658919119334	0.11660964582667
stdev	9.95615420006134	8.40445509208521	6.40826340442199	0.0184566705950153	0.0176218264645797	0.0190909937121777	0.0180576427005109	0.0132454594201283	0.0204114356985988	0.0176250872986859	0.00762709828042197	0.02377916500466	0.0203830070952479	0.0195199603350552	0.0177524084418893	0.202782293497567	1.60349031307659	1.61219625262824	0.0474144508338292	0.0510944715085118	0.0411326782783091	0.000151983261140022	4.02847901157297	5.97037381642807	6.34036170935524	4.56483123522894
variance	99.125006455399	70.634865394877	41.0658398604541	0.000340648689452901	0.000310528767947763	0.000364466040918408	0.000326078459899315	0.000175442195250266	0.000416626707278033	0.0003106437022863	5.81726281792157e-05	0.000565448688318847	0.000415466978244926	0.000381028851482128	0.000315148005487664	0.0411206585561334	2.57118118413045	2.59917675698853	0.00224813014787361	0.00261064501873412	0.00169189722234688	2.30989116667562e-08	16.2286431466839	35.6453635078899	40.2001866054582	20.8376842061218
median	-7307.50360995142	-6795.54271422812	-512.128740709205	0.279541788524906	0.218413169287038	0.285380603500321	0.215893680965675	0.164238915191598	0.485608258963817	0.290371844161045	0.0590517838357712	0.355771012686014	0.247435461422295	0.220117483221865	0.175869787649951	3.01839474101887	2.67913598504387	2.75346804530058	0.999202581256985	1.35137188403668	0.647272398657865	0.0032896729880603	74.7325415414908	-2313.2127972494	-2819.68841398416	-1662.10250441246
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.279362762033248	0.21811680910611	0.284863941023239	0.2149361753135	0.164469593881499	0.48501346408019	0.289820472064699	0.0587082247644904	0.355043786417026	0.246840129363901	0.219531403980435	0.175185503363118	3.00767778292046	2.66534551655213	2.72134604146106	0.999172771222304	1.3514241639045	0.646006450318774	0.00329088615750253	74.6692980499163	NaN	NaN	NaN
HPD95.lower	-7328.02723704733	-6811.57592439255	-523.931029252979	0.24300068621194	0.185557386291184	0.249829091351354	0.180464364770811	0.13950789926527	0.445097655448055	0.253433578897268	0.0442107773164584	0.309115460576037	0.210631999855092	0.182830975419887	0.142994737955651	2.63561933298536	0.849313513282112	0.775231919869158	0.910688796337424	1.24956568718073	0.567553756835974	0.00298501025476092	67.2221840165639	-2324.89565294645	-2832.9412380573	-1671.07860733291
HPD95.upper	-7288.74441751607	-6779.48605229481	-499.372392392727	0.316292244637439	0.253460062604124	0.323502145907829	0.250249493909568	0.190623507469638	0.525799134411776	0.322009490601029	0.0734775815395919	0.400678896567655	0.290363348746857	0.258058390096868	0.210506470005005	3.42636976488771	6.25767756417665	6.38503832349666	1.09628879711631	1.44994869863133	0.725154183515551	0.00357398500496087	82.4290229449157	-2301.67913430313	-2808.3405760558	-1653.46420021768
ACT	17134.0657109035	12843.060322644	25871.7559360038	14719.2222001036	10000	10000	10428.9699293556	10000	10039.2711539416	11382.3361507771	10000	10000	10000	10350.5466177663	10000	11887.113470195	10423.6825207015	10000	10000	10430.0146254915	10000	17354.0353655215	12048.4963318601	11610.3398236802	12586.286866939	11746.0507142867
ESS	1051.12238413671	1402.31374357449	696.125923750572	1223.57008781845	1801	1801	1726.9203115933	1801	1793.95493197023	1582.27623586486	1801	1801	1801	1740.00472294735	1801	1515.08606737515	1727.79629120822	1801	1801	1726.74733897138	1801	1037.79896840488	1494.79233789329	1551.20351975118	1430.92241503788	1533.28130774154
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07
log.every	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
