trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	psi.height	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-37527.3314950931	-37036.5031079243	-490.828387168788	0.551761882381151	0.339785038135325	0.0989191812912645	0.00953389819225797	0.283634701471408	0.339222683371484	0.251912324214557	0.125230290942552	0.388537008736441	0.338484308422239	0.228133666089967	0.0448450167513568	4.91346428023341	3.0955239031919	3.16040095011183	0.425531997583466	1.45333328554284	1.11839915495742	0.0533936580363507	52.5058519955242	-7527.14450028405	-16546.7792341946	-12962.5793734456
stderr.of.mean	0.293047810702265	0.272398045792072	0.1067764480177	0.000285191204154961	0.000287469904431136	0.000129815626020851	4.96437963186345e-05	0.000159687333375565	0.000183771817066725	0.00014402559740476	9.76803843416668e-05	0.000197967150998107	0.000235944927722002	0.000145832095888536	6.36096192675837e-05	0.00470229746198839	0.0420046402070409	0.0431569924420594	0.000305914019208715	0.000446021608840529	0.000410781462205483	3.97992504238785e-05	0.020790461502691	0.24502047624571	0.176962347712682	0.238044679836676
stdev	9.40249032890148	8.87460914410194	2.61243271772525	0.0120996361963355	0.0121963132464708	0.00481353430307333	0.00168266814009637	0.00666132131923905	0.00766607953288767	0.00603688974436282	0.00414422708987268	0.00839903359922911	0.00947323024367285	0.00618713088024149	0.00261574501341919	0.125767882844322	1.67024379870651	1.74535310312492	0.0120885864289078	0.0180695494652595	0.0174279787611698	0.000939000263483821	0.836817402222207	7.63285846464274	6.41057922729884	7.50508791324257
variance	88.4068243850858	78.7586874605778	6.82480470464131	0.000146401196083673	0.000148750056806038	2.31701124868637e-05	2.83137206969537e-06	4.43732017181486e-05	5.87687754045593e-05	3.6444037785593e-05	1.71746181724346e-05	7.05437654009794e-05	8.9742091249638e-05	3.82805885292379e-05	6.84212197522734e-06	0.0158175603551432	2.78971434711756	3.0462574545878	0.000146133921849175	0.000326508617877459	0.000303734443699787	8.81721494822685e-07	0.700263364661922	58.2605283412683	41.0955260294754	56.3263445854997
median	-37526.918726887	-37035.9526915264	-490.633621871307	0.551863857121434	0.339570598496845	0.0987311617648754	0.00938975632232832	0.283669026657826	0.339206737373824	0.25182181206808	0.12504170599615	0.388620461241532	0.338571582696506	0.228094253854107	0.0447907896209017	4.9089981882455	2.69909761517429	2.77734480081457	0.425350676774499	1.4530742041422	1.11873627196369	0.0533909811833754	52.4525406444076	-7526.99415016424	-16546.4639636616	-12962.3762543595
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.551629193123847	0.339566305508743	0.098802153227661	0.00938646792048284	0.283556414322891	0.339136116398903	0.251840023677556	0.125161790684633	0.388446319856522	0.338351573376975	0.228049980150064	0.0447687524152828	4.9118609862526	2.72046538620656	2.76790679450523	0.425360529851554	1.45322107182058	1.11826332778377	0.0533854028897017	52.4992049229965	NaN	NaN	NaN
HPD95.lower	-37544.359494235	-37052.4120545881	-495.895322446203	0.529503214168926	0.316468975779111	0.0895822478942372	0.00643326018184952	0.269818780185193	0.324751343857317	0.241028352293666	0.116845979848806	0.37275058403693	0.318996039541841	0.216745084524046	0.0399423065748867	4.68782414372704	0.775313995693285	0.784484227853445	0.402384064944118	1.41928548071305	1.08293495151869	0.0515501327720134	50.9088076207875	-7541.44717877782	-16559.3230860732	-12977.7191300217
HPD95.upper	-37508.5578271658	-37018.8780577397	-485.844909715909	0.575511849721596	0.36360517421392	0.108049312246575	0.0128504878126467	0.296194212109699	0.354552126202346	0.264544357325806	0.1330563661111	0.405380106593628	0.35603566972807	0.240414106747247	0.049928349177567	5.17050646120869	6.33842798319188	6.57999227487891	0.45001374526784	1.4891161720756	1.1504683438654	0.0551802137287337	54.1045867893002	-7512.08980311107	-16534.9469262747	-12948.5011675088
ACT	17484.9156961604	16958.2829166188	30069.9760453746	10000	10000	13091.7641515361	15667.7054265564	10344.0959969344	10343.8817919332	10245.3135323827	10000	10000	11165.9962152437	10000	10644.5461986063	25162.4582931817	11384.3220583721	11005.4577106521	11527.1008089594	10967.0423954826	10000	32336.3299919208	11110.6437980123	18548.2402112156	13716.381942975	18108.3034141956
ESS	1030.03070263329	1062.01789936825	598.936293558182	1801	1801	1375.6740338075	1149.49825195676	1741.08979705308	1741.12585219654	1757.87690079714	1801	1801	1612.93266205957	1801	1691.94624777504	715.748826690761	1582.00021992133	1636.46078822948	1562.40500525525	1642.19297697057	1801	556.958690256433	1620.96817496948	970.981602292915	1313.0284702537	994.571362543078
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07
log.every	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
