trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	psi.height	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-11282.0297879481	-10768.2559813756	-513.773806572456	0.260115465013599	0.145460439118094	0.406833166664491	0.187590929203816	0.24617938510979	0.296075070174338	0.0929181654379242	0.364827379277949	0.145838496333176	0.352884356590485	0.3093118578603	0.191965289216038	1.95082158657814	3.0873202040951	3.07576487617825	0.455907033707266	1.55375331685393	0.9877487305517	0.00641735352947906	56.7708312224516	-2003.58290474744	-5070.22275025897	-3694.4503263692
stderr.of.mean	0.271568743633201	0.209160092510578	0.177757781040015	0.000445597807136783	0.000366532597402245	0.000525897736989755	0.000411712900734623	0.000341452923482394	0.000312761387614677	0.000189873365400353	0.00035658701107595	0.000303582696584051	0.000403850667507325	0.000388706343960777	0.000315760357566327	0.00285534007198819	0.0434934909369596	0.040800430161701	0.000634024576102742	0.000842993428829085	0.00078262779120087	6.39862438218228e-06	0.0452242205930467	0.119024896880047	0.164456958520584	0.149427871892133
stdev	9.67373391412879	8.36883463485716	4.88618962992416	0.0189051109490404	0.0155506587091492	0.0223119479189643	0.0174674963450842	0.014108880355734	0.013269339836801	0.00805564341132291	0.0151200708575421	0.0120262063097844	0.017133930090743	0.0164914109573224	0.0133965753365291	0.103364147893011	1.58905152869307	1.6781057428133	0.025304672143961	0.0357651766819261	0.0332040799741035	0.000205773013707016	1.54580589913745	4.31859456753727	6.57730548691285	5.63118943839182
variance	93.5811278413656	70.0373931455848	23.8748490995784	0.000357403219995528	0.000241822986288438	0.000497823019938574	0.000305113428565531	0.000199060504892418	0.000176075379704515	6.48933907703903e-05	0.000228616542737093	0.000144629638205498	0.000293571560354468	0.000271966635363292	0.0001794682307473	0.0106841470696483	2.52508476084178	2.81603888406297	0.000640326432313354	0.00127914786308939	0.00110251092692666	4.23425331700679e-08	2.38951587780814	18.6502590387624	43.2609474681739	31.7102944910556
median	-11281.7573660393	-10768.1570033753	-513.602795389181	0.258805077625087	0.144856507402573	0.406669042585593	0.187133914586422	0.245991226547587	0.296140640437523	0.0928048149086971	0.364549068641683	0.145489100687547	0.35269573356848	0.309300042659093	0.191258540215712	1.947496508882	2.76461167781189	2.7275250437026	0.455750423946522	1.55340573746867	0.987187566046329	0.0064230135616884	56.6184155216852	-2003.32187432361	-5070.17198014319	-3694.18100792798
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.259428714336669	0.144628526197166	0.406219140261413	0.186772831857732	0.245774993417117	0.295776757758598	0.092567778659471	0.364514743342551	0.145343257409377	0.352467052496816	0.30887110042694	0.191498228951969	1.94809034185712	2.74110529026272	2.70560240706274	0.455203141151444	1.55334185819504	0.987190557868996	0.00641405198058174	56.7499608543689	NaN	NaN	NaN
HPD95.lower	-11301.2805624105	-10784.8954319829	-524.282155453291	0.22660948206203	0.117525078283371	0.363897779344562	0.15402573527851	0.217992554160165	0.269784356331647	0.0770731406468421	0.335230873392061	0.123113620164073	0.317767496436042	0.273484150821302	0.165909150058164	1.74282227942493	0.760817530135763	0.702747521785326	0.403546631318973	1.48616790832885	0.920107559574726	0.00602709275918176	53.6796968424312	-2011.94563523422	-5082.90705218024	-3705.66071993197
HPD95.upper	-11264.0662628706	-10752.4171819664	-505.256028525936	0.299611294327587	0.177638844423331	0.450951524162969	0.222606512520915	0.274312533214702	0.321344225005758	0.108748708350879	0.394607230273888	0.169888868366435	0.385129961275251	0.338844035413138	0.21761554525654	2.13462762663662	6.32808781241874	6.22241050533787	0.501708219413712	1.62490077103144	1.0482750403958	0.00682213843216881	59.7110158306889	-1995.19630624812	-5057.47756849878	-3683.38258447209
ACT	14185.4677992734	11243.4617990648	23822.590000429	10000	10000	10000	10000	10542.6294110705	10000	10000	10011.4217571943	11470.1500642881	10000	10000	10000	13735.6176800735	13484.8134956054	10640.5287037124	11300.121840102	10000	10000	17404.7892056646	15406.5228392009	13672.978490881	11253.3247638005	12674.6308279447
ESS	1269.60917009184	1601.81982398855	756.005119496901	1801	1801	1801	1801	1708.30248297339	1801	1801	1798.94528837104	1570.1625435637	1801	1801	1801	1311.18966904033	1335.57649913878	1692.58506804427	1593.78812501702	1801	1801	1034.77265867365	1168.98538287788	1317.19654294867	1600.41591067684	1420.94868438235
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07
log.every	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
