trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	psi.height	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-5228.97612716452	-4730.04839718083	-498.927729983687	0.290687588750723	0.450891246368875	0.139533076723886	0.118888088156517	0.137588150840518	0.204727201631671	0.348504663640502	0.30917998388731	0.536269291357232	0.066816663811752	0.176158010421307	0.220756034409711	4.24993661418343	3.02115135990695	3.05502466418332	1.1116958085739	1.27386083925194	0.614975236976889	0.00223447198826507	51.446558080281	-1748.49054930089	-1887.58291797804	-1093.9749299019
stderr.of.mean	0.36360097538547	0.212095834505853	0.311068383428098	0.000531043210738143	0.000582531114680866	0.000383305819000685	0.000361883128849674	0.000340894257360583	0.000455598781381465	0.000562730329207622	0.000538791675753991	0.000646197045506491	0.000315485525491929	0.00044762275332568	0.000535437398515562	0.0102074774193581	0.0354552030550364	0.0409768421777205	0.00144501956928748	0.00150400998583827	0.00122988404652971	4.81098285354529e-06	0.104306753036289	0.160223268979672	0.151273179131179	0.116536597752422
stdev	10.7602541821538	8.49202700461231	7.22055895944863	0.0225302518480696	0.0247146982725824	0.0153192255365378	0.0134531264651417	0.0143545825244293	0.0180996042863636	0.0231020448097234	0.0222358536218362	0.0274158145407845	0.0133638034208399	0.0189910221266849	0.0227166814178127	0.367003094527686	1.50423663837839	1.66779587155133	0.0613069787224708	0.062640611386579	0.0517857893049828	0.0001292722735611	2.3369281977062	6.10506669872552	6.08650609484172	4.76465069380497
variance	115.783070064558	72.1145226470648	52.1364716868738	0.000507612248337442	0.000610816310704786	0.000234678671039313	0.000180986611687097	0.000206054039450651	0.000327595675322952	0.000533704474390468	0.000494433186291726	0.000751626886934693	0.000178591241870852	0.000360658921416237	0.000516047614638398	0.134691271392897	2.26272786423993	2.78154306916367	0.00375854564007748	0.00392384619488441	0.00268176797394007	1.6711320711656e-08	5.46123340123436	37.2718393958873	37.0455564425454	22.7018962339762
median	-5228.53297135463	-4729.70511202873	-498.636960701296	0.291052663287398	0.450465986764398	0.139161383792464	0.118740427536071	0.137681277636951	0.203940905039062	0.34886417556002	0.308352007969545	0.537379546776904	0.0658429645883051	0.17514102880113	0.219768343035128	4.23978172175706	2.69191502068486	2.68189050197252	1.11207403970115	1.27222772138373	0.614304686135346	0.00223076743324194	51.3324923814446	-1748.10366780965	-1887.29869071016	-1093.73513460102
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.28980827182031	0.450213534886294	0.138688491749558	0.1181220644014	0.136840903416536	0.203929696523987	0.347733734021879	0.308377539514985	0.535564659426367	0.065482293016694	0.175136222688336	0.219582437123058	4.2341745879493	2.69370566422455	2.69292661782052	1.11000591748203	1.2723201843006	0.612777635966468	0.00223073746797918	51.393940395003	NaN	NaN	NaN
HPD95.lower	-5248.75838231664	-4746.89761884813	-513.244809052496	0.246566602186344	0.404179114789955	0.11098763758945	0.0915809026825182	0.109990339812184	0.170923942165186	0.301730116966012	0.267549271415216	0.481179035803714	0.039600503405161	0.137499355065623	0.178181825306099	3.59506282448481	0.81905548261608	0.750940308686555	0.996807637191063	1.15447418767108	0.512742833618674	0.00196098184522044	46.5387630502629	-1761.19639673143	-1899.18233263429	-1103.71802893765
HPD95.upper	-5206.28344649689	-4713.6825577115	-485.261317527409	0.33326079899825	0.500524480291335	0.170524176271441	0.143932266059368	0.165507603562951	0.240935423012982	0.39237498514884	0.353821229802751	0.588603917070069	0.0919477577709007	0.211936994537905	0.265112933996297	4.99221290984081	6.15194128763756	6.45078410815535	1.23319102353106	1.39562861697338	0.716342798078379	0.00246536987219101	55.6403186552497	-1737.21091425565	-1876.03094123906	-1085.2621566365
ACT	20553.1025530759	11228.2976386517	33407.38471755	10000	10000	11269.108896361	13024.5460230602	10151.5091118688	11405.1058088042	10680.022626079	10568.3335779793	10000	10031.6204232089	10000	10000	13924.1846673359	10000	10865.8462686274	10000	10376.7614951838	10152.6521621227	24930.3981959315	35859.6863179981	12397.7456298319	11118.8562803215	10767.9965195221
ESS	876.266731676706	1603.9831308001	539.102361716413	1801	1801	1598.17428029431	1382.77372340755	1774.12045849847	1579.11730955597	1686.32601545453	1704.1475713377	1801	1795.3231123391	1801	1801	1293.43300381881	1801	1657.4870980827	1801	1735.60893814116	1773.92071671591	722.41124503736	502.235291192738	1452.68345856876	1619.770914017	1672.5488318415
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07
log.every	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
