trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	psi.height	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-8261.48782814866	-7731.48669225743	-530.001135891229	0.349476483082512	0.134525933271868	0.13682074999733	0.379176833648288	0.640327205809518	0.132750085922983	0.157757956204493	0.0691647520630074	0.0199401936306138	0.516531505770931	0.361899167203949	0.1016291333945	1.4459568433003	3.08360857777103	3.05182390957265	1.40309662694033	1.29014070198526	0.308682178821729	0.00392740007916296	76.9775137781414	-3474.94055252234	-3169.82185748206	-1086.72428225302
stderr.of.mean	0.275378632346869	0.206226989046641	0.188427787144228	0.000397941936907404	0.000279591352517906	0.000264792607323537	0.000416235043292023	0.000419735389627324	0.000291206578434876	0.000291043663696933	0.000192263773627404	0.000160628144794882	0.000649274874433147	0.000634688015579799	0.000343150661116044	0.00245055313435899	0.0429609895244787	0.0374437694909849	0.001060599681188	0.00107644369533101	0.000613412158182737	4.42536839429314e-06	0.0886562089051714	0.181719603470734	0.157697818841608	0.0894187371122672
stdev	9.7356159447313	8.25644069760128	5.64830621764707	0.0168832439209046	0.0109564571161399	0.0112341971611196	0.0176593545755463	0.0169043825828169	0.0115692906754225	0.0118240995534108	0.00793360451883823	0.00649744247303305	0.0258852361748565	0.0249328355761254	0.0145586473199227	0.0932949124135411	1.70137105512199	1.58860435406063	0.0449974266574905	0.0450808631971021	0.0260028534860906	0.000153362063168135	3.43970108538743	6.3706447365003	6.51922517315	3.55817733614519
variance	94.7822178233064	68.1688129930068	31.9033631283106	0.000285043925292762	0.000120043952537813	0.000126207185854907	0.000311852804024866	0.000285758150506243	0.000133848486732417	0.000139809330248969	6.29420806613303e-05	4.22167586903738e-05	0.0006700454518281	0.000621646289866106	0.000211954211785893	0.00870394068225031	2.8946634672069	2.52366379374039	0.00202476840579624	0.00203228422659584	0.000676148389419092	2.35199224191869e-08	11.8315435568155	40.585114358699	42.5002968582327	12.6606259554573
median	-8261.1797547965	-7731.47428077184	-529.847960518422	0.349318176344189	0.134104167991741	0.136338881822352	0.379381983664541	0.640454531340553	0.132778992318603	0.157328273878701	0.0689044254157358	0.0193286756077614	0.516252097048699	0.361880078228985	0.101015655060084	1.44285055336943	2.69932270014861	2.71666775727153	1.4033226750313	1.28889239434446	0.307635321239682	0.00393096490401126	76.8558404416776	-3474.79334005963	-3169.62005994482	-1086.44072473853
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.349067965189223	0.134081278985931	0.136362413091779	0.37876505282097	0.640103797024657	0.132244618695551	0.157314869201467	0.068710470429914	0.0189009944257941	0.515881575040366	0.361036846040617	0.100586803621962	1.44295725732511	2.71228474502121	2.70433776615692	1.40237541681062	1.28935185647467	0.307591868018917	0.00392440210367943	76.901161045338	NaN	NaN	NaN
HPD95.lower	-8280.38821711997	-7747.8724575126	-540.265767080846	0.315937386837099	0.113987815175777	0.115073407671126	0.342745563883416	0.604859465894	0.109816736929422	0.135421520310004	0.05509033589229	0.00886115872972213	0.461160855466635	0.310790011573178	0.073497281006723	1.26977321838507	0.789821755799275	0.821958062315795	1.31059367666616	1.20240177842853	0.262109944785038	0.00362970224714025	69.8638462931577	-3486.83706728043	-3183.00943252879	-1093.95439814153
HPD95.upper	-8242.78589094936	-7715.59180237962	-518.941369269754	0.381954140966146	0.155878771714449	0.158820607341111	0.411088564723146	0.670417809862015	0.154945599901553	0.181593495287861	0.0848957555712042	0.0329714754182283	0.563825286998009	0.409562544801929	0.129651056880563	1.63501868410965	6.52616923492174	6.15432216383237	1.48338483470075	1.38121660077096	0.360773960672631	0.00422552100992652	83.312195519427	-3462.45286534445	-3157.55615938382	-1079.94617637574
ACT	14401.4420722483	11229.945312463	20032.068644449	10000	11721.4018300664	10000	10000	11097.4940421376	11404.10661318	10905.6740483632	10571.2465068823	11000.9647180517	11324.6633695856	11664.0566644333	10000	12418.9447678396	11476.8536306109	10000	10000	10262.9109725779	10016.9409261189	14987.7122284564	11957.744688869	14645.6670894426	10532.5075857111	11367.7432638233
ESS	1250.56920755911	1603.74779207628	899.058420758292	1801	1536.50563824225	1801	1801	1622.88890911907	1579.25566735631	1651.43391597176	1703.67798993948	1637.12914835978	1590.33424767125	1544.05971422593	1801	1450.20372798816	1569.2454203619	1801	1801	1754.86273320718	1797.95409924395	1201.65104089771	1506.1368567908	1229.71523864438	1709.94417553833	1584.30741986539
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07
log.every	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
