trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	psi.height	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-31062.4351288674	-30532.9554005469	-529.479728320508	0.361549109843935	0.017848973461128	0.323906788376055	0.296695128318882	0.606498011425725	0.246578434697085	0.0556687022357031	0.0912548516414909	0.502596257928571	0.166216131014551	0.0470929498258785	0.284094661231	2.2268266340232	3.08616620806047	3.11012680737107	0.198032914293223	1.63180157510287	1.16634661971958	0.034024926260202	78.3884135638745	-3695.24515402841	-14241.4863719933	-12596.2238745252
stderr.of.mean	0.256408728041409	0.263413381015918	0.173972484270884	0.000371959918123112	9.13487678266456e-05	0.00038366219430899	0.000402319942767349	0.000177816660890666	0.000153621012790383	6.1070037499606e-05	9.17821316040616e-05	0.000216938921854293	0.000136782295423076	7.14985372866119e-05	0.000175108423173939	0.00249031889265642	0.0386270355737788	0.039972710446343	0.000198299203789087	0.000470840800147948	0.000466147564640712	3.09532754922012e-05	0.105300049557853	0.259416842660075	0.214268216160467	0.234555679520569
stdev	9.08634952915778	8.71354679204796	3.64464350575948	0.0157809203907389	0.00383992531237675	0.0156965006650417	0.0169878094887933	0.00678614796552507	0.00598099130562842	0.00255250698226061	0.0035944736864719	0.00853507440649176	0.00555920061917128	0.00287947620515774	0.00733681237725018	0.0677783070560714	1.60480413798001	1.64595009875188	0.00841312140386789	0.0199760802759057	0.0197769631874613	0.000684035539190845	4.09253609362252	5.69801470610554	6.63243217119512	7.561802946444
variance	82.5617477660259	75.9258976972092	13.2834262840747	0.00024903744837884	1.47450264046317e-05	0.000246380133127654	0.000288585671227537	4.60518042100001e-05	3.57722569980027e-05	6.51529189448916e-06	1.29202410827389e-05	7.28474951243507e-05	3.09047115241943e-05	8.29138321606963e-06	5.38288158589715e-05	0.0045938989073871	2.57539632127777	2.70915172758133	7.078061175622e-05	0.000399043783189429	0.0003911282729182	4.67904618876109e-07	16.748851677603	32.467371590995	43.989156505504	57.1808638008491
median	-31062.2346792384	-30532.5207202072	-529.333890409514	0.361607963167034	0.0175933975154142	0.323521493687546	0.296560484766699	0.606694608694332	0.246570853968216	0.0555801323643454	0.0912116839077277	0.502682255963713	0.166098152461697	0.0470897587754652	0.283902579953483	2.22336675690395	2.71471987761372	2.75633697519471	0.19791257101988	1.63242998104471	1.16546853778819	0.0340359683948694	77.9861885258574	-3695.24091351797	-14241.1922206651	-12595.8951311044
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.361204169106177	0.0174347570206535	0.323527420295211	0.296208645240368	0.606460048118434	0.246505877419475	0.0556102535868835	0.0911840438099092	0.502523810884665	0.166123222465975	0.0470047411133275	0.28400018770122	2.22579601091778	2.73286174214884	2.7541708253475	0.197853942799427	1.63167922477531	1.16617913302394	0.0340180457636196	78.2829013371788	NaN	NaN	NaN
HPD95.lower	-31079.559266479	-30550.630035806	-536.641144551909	0.330394057906528	0.0106912780005106	0.294702810986229	0.26458308994721	0.591869490336741	0.235583398650858	0.0506781541778533	0.0844351826128	0.485510349967941	0.155025338996661	0.0416990656337169	0.269905089455999	2.09241671687974	0.651209248431088	0.88258635369159	0.181438257248055	1.59456744393415	1.13051452361206	0.0327834744284088	70.7101640643157	-3706.93255595344	-14254.1178717666	-12611.2507946398
HPD95.upper	-31043.8552959437	-30515.9438525062	-522.453320539183	0.391686768020725	0.0250907859228353	0.355034730356051	0.330858877790813	0.61853948083025	0.258805841434877	0.0607279793345473	0.0982282426895008	0.518309750465354	0.176477114652251	0.0529724348013181	0.297657424787119	2.36170153347215	6.02362117555772	6.41767843433098	0.214590348589202	1.67026136413833	1.20636248190606	0.0354773494429485	86.3848505004989	-3684.43133468559	-14228.5551624462	-12582.2300091869
ACT	14333.7261074697	16449.7045114689	41013.1750124764	10000	10186.6692145074	10753.8679225556	10095.7997763617	12358.638323276	11874.8266062504	10303.7394196754	11735.9441283905	11628.741136138	10897.0125780648	11097.8716356621	10253.4878101833	24299.6973082842	10428.2409968823	10616.1302366781	10000	10000	10000	36857.7028907021	11916.3838873973	37309.6846270795	18786.3428809964	17318.6312840419
ESS	1256.47719685494	1094.85249339545	439.12718277776	1801	1767.99693999594	1674.74625220429	1783.91018036714	1457.28028678373	1516.65372448641	1747.90911012454	1534.60171614416	1548.74889630412	1652.74655516626	1622.83369201409	1756.47548750322	741.161495615012	1727.04102306271	1696.47504302241	1801	1801	1801	488.635986171111	1511.36453559936	482.716489834071	958.67514577402	1039.92051707892
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07
log.every	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
