trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-3369.88467953061	-2962.83294338488	-407.051736145731	0.0377485043362463	0.405955327236004	0.371770355452624	0.184525812975124	0.308379124480039	0.189732391478707	0.115434003283267	0.38645448075799	0.355322372170159	0.27724662901849	0.225082539927796	0.142348458883557	1.35082710905777	2.57628047843146	1.85211841083367	2.09348678482677	0.453470971109519	0.458249323991486	0.00165309156834985	9.18958339044585	49.3618487360851	294.394021907777	-1650.64816420661	-642.81219149098	-669.372587687294
stderr.of.mean	0.35772180948002	0.182887289893244	0.30964584550428	0.000208616634961091	0.000583878522147488	0.000646714225650673	0.00042240015540769	0.000709912333733593	0.00057849020720316	0.000492612358761207	0.000725184339232097	0.000697138573634864	0.000657958140591709	0.000624800443951317	0.000495475922988398	0.00487905543734044	0.0161706825677432	0.0113530257787218	0.00203607517542467	0.00153430869246682	0.0014888343573138	3.27135416292206e-06	0.031023186328313	0.0436820852885741	0.405133049204936	0.151846730013619	0.0731125032462028	0.0767072687860074
stdev	12.7056668910009	7.61299209654089	10.1327235487846	0.00840192800279939	0.0239241856503271	0.0243420767743408	0.0179209180902073	0.0288549123960344	0.0240435516158844	0.019414161328071	0.0299210191819945	0.0295770802062705	0.0279147954691176	0.0256770261796649	0.0210212598595633	0.202742753577206	0.686063852129901	0.481668016575691	0.0819775073879936	0.0606332268516496	0.0631658824593827	0.000120674131278748	1.11619669752799	1.70933092043305	13.3615677384836	6.40771190645453	3.01073153841868	3.22811804890267
variance	161.433971145076	57.9576486619941	102.672086516093	7.05923941642245e-05	0.000572366659031316	0.000592536701687903	0.00032115930519592	0.000832605969382822	0.000578092374305697	0.000376909660072366	0.000895267388889281	0.000874803673528156	0.000779235806082667	0.000659309673431199	0.000441893366083286	0.0411046241280677	0.470683609199319	0.23200407819196	0.00672031171754855	0.0036763881984436	0.00398992870687255	1.45622459598804e-08	1.24589506757238	2.9218121955485	178.531492430087	41.0587718761192	9.06450439642888	10.4207461376512
median	-3369.3266724226	-2962.27920798482	-407.011513363397	0.0368844119653423	0.405379175030529	0.371950116073386	0.18381175097241	0.306907583464009	0.188949134595638	0.114314200976441	0.386268682460243	0.354481211193448	0.276811416687488	0.224147867589586	0.141898271784481	1.3395281385943	2.50180304381917	1.79636009198595	2.0950467941343	0.450492921478564	0.454522712029249	0.00165031926904182	9.09614548176982	49.1270727310828	293.812749539193	-1650.4363775333	-642.565311791788	-669.098976963154
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.036820566548034	0.40524969116297	0.370970188097617	0.183654724569347	0.307032879628222	0.188199997985674	0.113798187974155	0.385293775235332	0.354088637945464	0.275837534388892	0.22362210806599	0.14077779448674	1.33578659039293	2.489462411892	1.79307667633136	2.09187540759886	0.449393738883991	0.45391955761844	0.00164870218135016	9.12300531183575	49.332760443336	294.092826186704	NaN	NaN	NaN
HPD95.lower	-3394.45969638186	-2977.62780895594	-426.479021310295	0.0218867621160754	0.359402067995827	0.321593914143855	0.152267513817076	0.258143888834358	0.143078985151858	0.0776950576921238	0.327790127270817	0.302412265452142	0.222444476997799	0.174122999060486	0.10151450946434	0.991393875419222	1.34943950357967	1.07651254109767	1.93118178244056	0.335967589443418	0.341916688300708	0.00142545633596729	7.20013014141488	46.4207379198825	267.415515843065	-1662.39964599985	-649.277758901403	-675.284617910355
HPD95.upper	-3345.61873080797	-2947.51522202411	-386.295439924822	0.0541558435274221	0.451751958918266	0.417005341787555	0.221234612038952	0.37073833327411	0.234738334230952	0.153144124428183	0.445470397131914	0.417168838207056	0.332270766792518	0.274150232718305	0.182217475328546	1.76954879444894	3.8925629457317	2.82739888139027	2.25273241503241	0.570685705489845	0.586991511096767	0.00189030394524647	11.5061664944688	52.7161100648321	320.350264238407	-1638.04607032246	-637.52280151906	-663.039741289508
ACT	28536.3402305434	20775.8431392275	33618.6673394399	22194.344713103	21442.3825163768	25410.4256119978	20000	21790.7555849684	20839.9728676651	23177.9864654503	21146.886531263	20000	20000	21315.5026237962	20000	20848.9021432478	20000	20000	22207.5457998987	23051.8876584438	20000	26456.3016094237	27809.5334403711	23510.225472044	33096.5615531807	20216.5618903709	21229.5901577799	20327.1545885511
ESS	1262.25015923544	1733.7443182746	1071.42854998726	1622.935953533	1679.85064031431	1417.5284015311	1801	1652.99453979683	1728.40916006604	1554.06079185059	1703.32403054932	1801	1801	1689.84990106628	1801	1727.66890805642	1801	1801	1621.97121305337	1562.56184021468	1801	1361.49037502543	1295.23927746698	1532.09930048656	1088.33057905794	1781.70750275576	1696.68843026627	1772.01387646688
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
