trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-8986.14245529101	-8359.40724262968	-626.735212661334	0.328769267896214	0.308570425722664	0.198255773979201	0.164404532401918	0.131951765630704	0.421950020974523	0.228974311683839	0.217123901710938	0.215713826830267	0.398696050186581	0.19359147991894	0.19199864306421	2.77271350695581	3.12373466648478	3.04963340327245	0.833672131285603	0.791963250090037	1.3735725811543	0.00252979762143982	50.4239191647841	171.757565811605	955.89047840026	-2373.51130836554	-2365.8125721672	-3620.08336209693
stderr.of.mean	0.295178379785313	0.200536355721574	0.231255870417376	0.000472064775056555	0.000459859667234142	0.000371825384096356	0.000345131132922788	0.000324991186549279	0.000509364206817976	0.000455390863983389	0.000425514452998678	0.000337567194773442	0.000406227567650617	0.000323897956047159	0.000330534348087406	0.0038561502918116	0.040097164557943	0.0381601826546034	0.000909133821437454	0.000907879412037543	0.00104848453309555	3.78799209352815e-06	0.133691440424344	0.293636904104398	1.23574999930552	0.162575187117268	0.133649626064675	0.207669098415767
stdev	11.0393828584642	8.45950214220654	7.33589400505455	0.0200280091253647	0.0195101903348945	0.0157752125962626	0.0144525697240595	0.0135552212659904	0.0210504594640078	0.0182415821458375	0.0161248002916418	0.0143217609416764	0.0170507730827472	0.0134538940731043	0.0127801934380012	0.163602575989551	1.680142777074	1.61899918573763	0.0380988469006575	0.0378536733377806	0.0426158839244845	0.000122987852317507	5.23037980732981	11.2967619920518	40.4539378442346	6.79061470293562	5.67027253856042	8.5016946908289
variance	121.867973895753	71.5631764939969	53.8153408533952	0.00040112114952569	0.000380647526903811	0.000248857332457283	0.000208876771628802	0.000183744023569958	0.000443121843645837	0.000332755319183337	0.000260009184445332	0.000205112836470529	0.000290728862719337	0.000181007265730312	0.000163333344312728	0.0267658028704168	2.82287975135392	2.6211583634191	0.00145152213515974	0.00143290058516341	0.00181611356266514	1.5126011817673e-08	27.3568729289234	127.616831505067	1636.52108710519	46.1124480437254	32.1519906615525	72.2788126160683
median	-8985.57234020982	-8359.10692860873	-626.499139165229	0.328835045916604	0.308612140469426	0.198251753475564	0.164080741425831	0.132218127004988	0.422194357865691	0.228651344566954	0.217086454285895	0.215455343162096	0.398233428078583	0.193258154104305	0.191699102048937	2.76816676263423	2.72048060779765	2.66281739579305	0.833899065342806	0.79221330217147	1.37352483483717	0.00252260337443174	50.1510514585918	171.091430906129	954.668214989491	-2373.19589656201	-2365.65950836274	-3619.96840935628
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.328157489813944	0.307954719827475	0.197628945926768	0.163765597960583	0.131247909962301	0.421423077955077	0.228248066188185	0.21652200044066	0.215237928256722	0.398331682807986	0.193122419243982	0.191574359983143	2.76790332710317	2.74340283100333	2.6867243814871	0.832803377770454	0.791056678195649	1.37291057904183	0.00252682078175686	50.1555966529098	171.38902887585	955.035558506216	NaN	NaN	NaN
HPD95.lower	-9008.48597721693	-8376.27515958355	-641.848533631792	0.288937263265857	0.270242834379714	0.170175184311509	0.137562453775173	0.103864874827939	0.381503198949533	0.193521380525629	0.184823808673079	0.190017755659285	0.366974260788347	0.168031635532521	0.168273133334289	2.48653995119706	0.63161705260116	0.803789283696387	0.758307334152139	0.714039892629815	1.2934248937242	0.00228674612705348	40.301417748004	150.920745285932	882.153818811682	-2386.87702386987	-2376.22851095076	-3636.46686779839
HPD95.upper	-8966.12459980269	-8343.33475363618	-613.255604124332	0.366367679486831	0.346830095875304	0.230347411216893	0.19528285147951	0.156715849896387	0.464172874359875	0.265003856516805	0.247616661260849	0.244214002677721	0.43400609986783	0.219808147396018	0.217756657464536	3.10327912790303	6.44245706352248	6.31028716333256	0.908562859510791	0.862858331520793	1.45766207325187	0.00276582697255672	60.2260260319781	194.792063836964	1037.96541405189	-2360.58538024985	-2354.19379156472	-3602.72100325105
ACT	32173.0236393519	25287.6811594092	44718.9725305408	25000	25000	25000	25662.0003980589	25866.7773285042	26347.903736521	28045.0359068432	31336.6323563077	25000	25542.477244796	26081.5133071558	30100.2926881552	25000	25629.9245075492	25000	25623.8477920756	25885.2673676563	27239.1426808134	42688.0259662332	29400.3927192669	30403.6479517995	41990.593379642	25793.0515369498	25000	26850.0516325143
ESS	1399.46436196716	1780.51121873019	1006.84334751319	1801	1801	1801	1754.53975923895	1740.64976970997	1708.86460077621	1605.45346240807	1436.81680558559	1801	1762.74993096738	1726.31854101989	1495.83263081418	1801	1756.73556848511	1801	1757.15217969427	1739.40641062332	1652.95216988288	1054.7454228878	1531.44212833912	1480.90781972547	1072.26396142878	1745.62517100776	1801	1676.90552764065
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
