trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-2364.14970141771	-2125.57040894449	-238.579292473223	0.218064393807354	0.138248459251029	0.586822327843614	0.0568648190980042	0.0861682354307749	0.314660712447341	0.223599259859193	0.375571792262695	0.228327929986484	0.263766203810889	0.132621638624489	0.375284227578138	1.24131423472092	2.7534497346225	1.44684893013452	0.706631141090626	0.56621378022744	1.72575808411568	0.00189459325444134	2.47698419793601	51.6582983077053	153.399048528485	-564.605413787153	-548.252106897375	-1012.71288825996
stderr.of.mean	0.459175105861748	0.166935448401627	0.418169553768225	0.000631106161946164	0.000504341123859476	0.000749734876957431	0.000340681842687217	0.0004708402939473	0.000684845379539331	0.000633721035261602	0.000728548439916246	0.000565002304656253	0.000586498554990855	0.00044982792027084	0.000662949498349785	0.00827967643412869	0.0199381316266214	0.00643492712444984	0.0023269350087599	0.00202232501125162	0.00259503476163342	4.33146638024692e-06	0.00892093875775293	0.0436952832080958	0.224855147371803	0.0979012913325777	0.092991966429277	0.120847722337402
stdev	13.9272898026047	6.84314300852767	12.6788896526029	0.0249468835997378	0.0204178110474172	0.0302786545135134	0.0142093983065303	0.0177077598573451	0.0290555242323139	0.0268865023356897	0.0309096877672448	0.0239710139612764	0.0248830224834352	0.0189007975432343	0.0281265608115215	0.346385751587371	0.832861424428233	0.273010794237079	0.0976607933745327	0.0857999705124118	0.110097983651515	0.000169826045881957	0.322482394398922	1.85383357765318	7.78220806563258	3.8340679196891	3.42694535326545	4.96343806821974
variance	193.969401245738	46.8286062351611	160.754242822881	0.000622347001338868	0.000416887007968032	0.000916796919148705	0.000201907000233626	0.000313564759165403	0.000844223488414581	0.000722884007847046	0.000955408797868561	0.00057460951033171	0.000619164807911143	0.000357240147770332	0.000791103423084219	0.119983088902748	0.693658152300625	0.0745348937699605	0.00953763056254317	0.00736163493993074	0.0121215660041292	2.88408858599004e-08	0.103994894697262	3.43669893363438	60.5627623767968	14.7000768127891	11.7439544542676	24.6357174570529
median	-2364.15472631	-2125.38038953424	-238.579404765463	0.217983757215675	0.13705617191345	0.586112266363907	0.0561578092434966	0.0849484503788646	0.314519823580173	0.222306101884758	0.37603132665388	0.227488717818001	0.263253358017684	0.131655132753454	0.375551263537357	1.18751544136179	2.60271640486432	1.41967622824754	0.704399399881092	0.564947810854128	1.72286429707571	0.00189035926947141	2.44881597642645	51.5239825001052	153.30919392632	-564.403604758539	-547.998687216857	-1012.46246323439
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.216625118079556	0.136741617428457	0.586038787673086	0.0550772216345297	0.0843399739560749	0.313308763280443	0.221977805477284	0.374292579990035	0.227067730455255	0.262600949723401	0.131270141509495	0.374224748364203	1.19594482613821	2.63795883659233	1.4218638833419	0.699816639272789	0.559635478516536	1.72222459463158	0.00188698822874201	2.45639446137578	51.6253684033922	153.202746639815	NaN	NaN	NaN
HPD95.lower	-2390.49977574241	-2138.8800226045	-262.792405356024	0.171890504298551	0.0997159608039194	0.523716972173168	0.0281927669059495	0.0511215982645601	0.258118645981912	0.171920159381283	0.3123311614424	0.185071531606354	0.218285269409402	0.0992464934752574	0.32426383120452	0.624103352351728	1.47742195266694	0.961634874907327	0.520269581394187	0.396900346475094	1.51571428275869	0.00154673274973107	1.92367136341261	48.4884198997542	138.971532500436	-572.33148356086	-555.37789361356	-1022.91909795531
HPD95.upper	-2337.30978439803	-2112.56529036027	-214.852908246616	0.266464982007367	0.176911690000389	0.642633707787533	0.0821585128530596	0.121978716835687	0.370177070075429	0.277960515763884	0.434381323782647	0.278631401643136	0.313795223656288	0.171642131035403	0.432736796595624	1.93444893766097	4.56369014799888	1.97425694959986	0.903358655136568	0.726121182029034	1.93552422835665	0.00221478912483168	3.17665772082376	55.3625763440424	168.265358636329	-557.764120809029	-542.055956033368	-1003.63403667057
ACT	39131.4383140815	21423.3937886955	39160.1855830128	23039.5825784075	21965.0790034947	22072.1505689148	20694.2154124783	25452.0263200851	20000	20000	20000	20000	20000	20390.8308737752	20000	20568.8048841538	20631.2617748709	20000	20437.6227218046	20000	20000	23418.7476395233	27549.3567601357	20000	30054.0052926451	23472.5138040543	26508.1165516008	21340.9668477046
