trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-17064.4769234272	-16431.1067501187	-633.370173308523	0.217320462034248	0.356211565283373	0.175392202002704	0.251075770679676	0.136449622810404	0.523298213989915	0.326983521569219	0.0132686416304605	0.244641642458002	0.200001381112107	0.258786092457039	0.296570883972855	1.77587636612304	4.37328537118002	3.63714202292671	1.29533267097007	1.67204461169365	0.0340290633885267	0.00796890299755001	51.7089441182836	127.92731616557	917.328593910809	-7854.17835079061	-7910.10305938628	-666.82533994184
stderr.of.mean	0.256294824267963	0.211998613363877	0.151194344484098	0.000225402677881618	0.000255008010078143	0.000198236132658519	0.000231158275863919	0.00015928341936226	0.000309521116036873	0.000242099442796571	4.2870145145523e-05	0.000616926985376495	0.000598652484091273	0.000625418546146762	0.000651009620572025	0.00227079974320403	0.00606775606481783	0.0220251829174886	0.000684553998576533	0.000688010425611988	0.000112786667351509	7.72732943465767e-06	0.128367959248096	0.272246761246814	0.988663533874826	0.166760710750413	0.172397942079591	0.0443420312418206
stdev	10.0846713521111	8.8793854065687	4.70652820257759	0.00927846764599459	0.0108190719213783	0.00841044552283353	0.00980721354998685	0.00645689886722394	0.012522213810611	0.0102714078782822	0.00156341881378554	0.0261739912522045	0.0242148549445427	0.0259687110438972	0.0276199947771037	0.0963418589606003	0.257433047873778	0.934449227664656	0.0290431619869395	0.0291243827460795	0.00478513230025448	0.000248148122845076	4.88929668920792	10.7808922609109	31.9412868939279	6.55657941732041	7.31422410568651	1.84876592140276
variance	101.700596280089	78.8434851983853	22.1514077216583	8.60899618577685e-05	0.000117052317239956	7.07355938925506e-05	9.61814376150456e-05	4.16915429815577e-05	0.000156805838718657	0.000105501819802038	2.44427838729857e-06	0.000685077818070478	0.000586359199985244	0.000674373953281426	0.000762864111487237	0.00928175378798419	0.0662717741375829	0.873195359083073	0.000843505258199607	0.00084822967034013	2.28974911309387e-05	6.1577490871535e-08	23.9052221150995	116.227637941368	1020.24580844021	42.9887336556296	53.4978742682056	3.41793543214018
median	-17064.0096000008	-16430.6680786668	-633.464173552844	0.217509175056516	0.356343227076673	0.175448339244061	0.25095976608581	0.136289567243281	0.523069351806136	0.327333789847107	0.0131540459120604	0.244203967392778	0.19937701068066	0.25879712928152	0.295608482057519	1.77203393719244	4.35727694425372	3.5153082681944	1.29627670799122	1.67145830154802	0.0337395098762473	0.00796290028179909	51.4036633185332	126.445400778617	915.897109382084	-7854.02075444901	-7909.8958816294	-666.577511491063
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.21712200114626	0.356047129600373	0.175190224508455	0.250884274782651	0.136296413912131	0.52314854342114	0.326822155211224	0.0131771178847181	0.243235131698913	0.198534544729482	0.257480114861832	0.29528406731534	1.77326802766494	4.36575147484785	3.52182780706252	1.29500673701625	1.67179117383802	0.0336919374666244	0.00796504293952461	51.4807467340869	127.487887797119	916.775588380238	NaN	NaN	NaN
HPD95.lower	-17083.6629205972	-16449.0300809232	-641.925373698935	0.199751182255683	0.336659114970768	0.158423211865498	0.232351434281334	0.124470484588107	0.499325025519961	0.307225123813985	0.0104021779735011	0.198233571097203	0.153804348460386	0.210907743524222	0.244855825858902	1.59697817855515	3.89552107319571	2.06056185049778	1.23414937074364	1.62136152551536	0.0252920501138783	0.00748486342177507	42.479882201422	109.302417739368	857.53379087849	-7866.57900678841	-7924.95052348004	-670.693429111918
HPD95.upper	-17044.5431567258	-16415.2938384356	-623.522564885448	0.235619944814889	0.37778343757036	0.190552607896128	0.271151822242064	0.150187123267362	0.548217193859982	0.346359143735329	0.0164191289321235	0.299723424664204	0.249121680876085	0.313119322254701	0.350442429601918	1.96660144982185	4.8746247730635	5.6705094076123	1.34636003276758	1.73310877147739	0.0436909070870551	0.00845471197793352	61.4619552127357	151.217551131452	981.781949525336	-7840.6374001036	-7896.43239477108	-663.499046119464
ACT	23251.9049712067	20521.1924740907	37151.1386222878	21245.5507596804	20000	20000	20000	21907.6371223805	21994.8346918659	20000	27068.3389977155	20000	22003.3192960609	20880.6055876044	20000	20000	20000	20000	20000	20089.9541519905	20000	34909.1467192829	24815.4901329053	22957.1725629238	34490.1099754369	23288.1607173812	20000	20709.5031506367
ESS	1549.12038581804	1755.25862083685	969.553056400559	1695.41380251523	1801	1801	1801	1644.17548998027	1637.65722746354	1801	1330.70595883404	1801	1637.02573758717	1725.04575352848	1801	1801	1801	1801	1801	1792.93589858348	1801	1031.82126706361	1451.51273688677	1569.00854847312	1044.35735419959	1546.70866613851	1801	1739.29812502009
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
