trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-30298.0529297869	-29764.9588681702	-533.094061616695	0.565673902145699	0.282480766121612	0.0950427612040182	0.0568025705286709	0.25247956856606	0.411237537924697	0.281102412893117	0.0551804806161282	0.486243766698085	0.046181187743734	0.265426306372652	0.202148739185534	1.72745929539287	1.51978845326596	2.04479099107777	0.889142828781846	1.80716434970061	0.303164930226043	0.0309857060320378	23.4577298108958	53.2690029663872	434.1759995967	-9539.80454477464	-15579.2951003215	-4645.85922307407
stderr.of.mean	0.217795476774582	0.20498403234894	0.0837881801094041	0.000246168978161737	0.000229310332281685	0.000117086801481843	9.09049083302976e-05	0.000149013902061342	0.000193954638136558	0.000162234811898709	7.88985999665279e-05	0.000378529857859355	0.000141128480156832	0.000323389605145564	0.000332275167914931	0.00218070943527966	0.00153128642160834	0.0038359697143392	0.000435992661414044	0.000468407532369611	0.000254896315356075	1.6266516524419e-05	0.0558981640120055	0.031761537228229	0.182538198139378	0.13740552600123	0.174423030439982	0.112278907602449
stdev	9.11554505697913	8.69673461644489	2.7998927232685	0.00998922085543546	0.00915270066837715	0.00496757151231453	0.00383858606021274	0.00632212346268201	0.00822879712226021	0.00662773760602928	0.00299972320878086	0.0160596592840927	0.00585447604086895	0.013720256848496	0.0140972392916524	0.0925196514912969	0.062088729329076	0.162746386730939	0.0178186083680091	0.0194161639039088	0.0108143331163858	0.000589592552990522	2.12882709413078	1.34752769334753	6.62278148546776	5.82962185284525	6.99673330971524	4.76358988187248
variance	83.0931616858166	75.6331929888709	7.8393992618119	9.97845332986668e-05	8.37719295249116e-05	2.46767667299589e-05	1.47347429416596e-05	3.99692450773944e-05	6.77131020793179e-05	4.39269057743747e-05	8.99833932929852e-06	0.000257912656321146	3.42748897131086e-05	0.000188245447988702	0.000198732155646109	0.00855988591207103	0.00385501030969926	0.0264863863939765	0.000317502804172483	0.000376987420743452	0.000116949800752158	3.47619378541882e-07	4.53190479670529	1.81583088433852	43.8612346042546	33.9844909471708	48.9542770072788	22.6917885626779
median	-30297.9744813746	-29764.5729102276	-533.106439011074	0.565836279911404	0.282209252936616	0.0950112511770349	0.0567537348049776	0.252506241985767	0.410893811896871	0.280953993221298	0.0550674734164127	0.485976147845973	0.0458932568219059	0.26488748484442	0.201804701237413	1.72139642598703	1.51977378697645	2.03996764026636	0.889030954147656	1.80716010200505	0.302868261829418	0.0309598530218485	23.3848062901397	53.0850473041632	434.17768360673	-9539.67814790076	-15579.0676335907	-4645.68718958637
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.565585698768201	0.282332702605723	0.0949131923292477	0.0566729737524155	0.252400517613436	0.411155286367367	0.281024306847263	0.0550992302446797	0.485978252602783	0.0458123385045345	0.265072664615447	0.2016586562029	1.72500263913293	1.51852101633459	2.03836599116768	0.888964403647005	1.80706008791654	0.302972103764494	0.0309801052856567	23.361795821961	53.2521455026529	434.125583907641	NaN	NaN	NaN
HPD95.lower	-30315.3808446728	-29781.3531873516	-538.555014424705	0.54673990777819	0.26441209786966	0.085143313036633	0.0497622568813316	0.240967153871002	0.395347863421232	0.268215762370748	0.0494087900256843	0.456418317034689	0.0348277056199451	0.237373272028315	0.173283064849403	1.55726672590554	1.39058231299236	1.7329882986283	0.856102713918052	1.77014222477817	0.283039020792441	0.0299343646237586	19.6363962182706	51.1090895528057	421.520624702865	-9551.54839637369	-15593.4105077828	-4655.22885727757
HPD95.upper	-30279.5661645222	-29747.8827360417	-527.687218595774	0.586466870417579	0.299547992850899	0.10486164760294	0.0644269458630852	0.265115608517701	0.427015223247086	0.293699333414553	0.0610200310364937	0.517720640331578	0.0579353198286569	0.290722017102947	0.228345663158646	1.92623767994172	1.63514897639031	2.36573661353423	0.925822804884851	1.84698791904049	0.324593672487275	0.0322486569370375	27.7944440327967	56.0961120580995	446.443814527744	-9529.17721706256	-15566.4225783287	-4637.01900894613
ACT	20551.0868478868	20000	32239.2624858015	21862.8000120741	22597.0161145674	20000	20189.9140192948	20000	20000	21570.4821852477	24904.5439822661	20000	20919.7085536528	20000	20000	20000	21897.2555051101	20000	21553.2695365557	20951.8920718476	20000	27402.3308314161	24820.8514884994	20000	27348.2180033806	20000	22372.7505877097	20000
