trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-4477.27750963286	-4329.46268164752	-147.814827985348	0.255658642165009	0.340120220716631	0.276701774827285	0.127519362291073	0.149531272197129	0.176292078773017	0.0373540539957878	0.636822595034067	0.488801691379832	0.17748854306345	0.289821095437338	0.0438886701193768	2.68542333063363	1.99882737605757	3.1345000075719	0.290766173923007	1.79515716724963	0.910699354893666	0.00897945348789389	1.19947214082076	47.1833491262283	106.772909252761	-719.601866469339	-2216.46109313191	-1393.39972204626
stderr.of.mean	0.342814181854923	0.185864107952784	0.274696284698896	0.00062957885602474	0.00069203628575143	0.000623605614681762	0.000461941141009853	0.000378686270189893	0.000334867087694254	0.000171101962129124	0.000462981883459728	0.00061559699446784	0.000494249422317978	0.000557789291851897	0.000241975007172989	0.0153069168136141	0.00568935778552146	0.0124344286875415	0.000868158267548711	0.0014413087328691	0.00136346443759256	1.27588393378871e-05	0.00372787204085529	0.0145224548650725	0.0979947279931177	0.0615680928198619	0.162056335713965	0.123573054225083
stdev	11.8199915518409	7.88554504985072	8.69832330717088	0.0266180497603555	0.0287357623824398	0.0264573414527247	0.0195984997745665	0.015315065098365	0.0142072051178174	0.00696821876898087	0.0196185934999362	0.0255110233574159	0.0209692238511224	0.0228752272737576	0.0102661285227016	0.649417380459141	0.241378970994473	0.527548049296715	0.0368328302035315	0.061149541291048	0.0578468880567133	0.000475288018967916	0.133025642152396	0.587963248459618	3.10455955927786	2.61211255315494	6.73081167320979	5.1544620041282
variance	139.71220028559	62.1818207332253	75.6608283560722	0.000708520573044763	0.000825744039700043	0.000699990916746067	0.000384101193413684	0.000234551218967157	0.000201844677259737	4.85560728123773e-05	0.000384889210915739	0.00065081231274262	0.000439708348918482	0.000523276022826064	0.000105393394844627	0.421742934042412	0.0582638076383505	0.278306944316769	0.00135665738080218	0.00373926640010558	0.00334626245784592	2.25898700974446e-07	0.0176958214700574	0.345700781539187	9.63829005710354	6.82313199034964	45.3038257802171	26.5684785520013
median	-4477.1745251195	-4329.3382469463	-147.618741179513	0.254321149890129	0.339880302074773	0.275532330213537	0.126640626951984	0.148872962673923	0.175860144050535	0.0368488211674486	0.637112207734357	0.489695455726279	0.176192846112173	0.289529302445192	0.0430699462669242	2.61105776432326	1.98477020702511	3.09034806699348	0.289827467525014	1.79690942492803	0.911052198594399	0.00897488978739962	1.19148375250439	47.1264990779225	106.63464411735	-719.459894686384	-2216.17161073769	-1393.27199822493
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.254287883273256	0.33890441764376	0.275429859895151	0.12601145896725	0.14874823096435	0.17572125827968	0.0367045224884192	0.636519681939991	0.488133130602249	0.176251798082825	0.288921805182207	0.0426842902669483	2.61067858634994	1.98447898053969	3.09108753927394	0.288429692159568	1.79411381952958	0.908856596950635	0.00896691144135415	1.19221410010537	47.1797015786202	106.727944198176	NaN	NaN	NaN
HPD95.lower	-4500.67642018294	-4343.74635147852	-163.671605229712	0.201752106448715	0.285524650583907	0.2216295321207	0.0909002432832051	0.121098322653543	0.150661525672963	0.024339976862236	0.601013195129413	0.438713693911411	0.137919480326573	0.248043684553565	0.0260498675244103	1.6077407572318	1.51287791824212	2.15113057796561	0.221659392284685	1.66933013945842	0.803329508588295	0.00810908219591613	0.9703025567139	46.1264713782183	100.836062324673	-724.636253634839	-2230.34200772958	-1404.18562570024
HPD95.upper	-4453.04224433845	-4313.30210128383	-131.158048295428	0.306491985748529	0.395868078083457	0.32433971964693	0.166835041763831	0.179370968450795	0.206628079527762	0.0518905165045859	0.675746801112828	0.540685466001463	0.217342110363679	0.337110553439608	0.0656223225340153	4.08583565861208	2.45505431455995	4.18584046528872	0.364124511475551	1.90341010181466	1.02323565447462	0.00996860301911092	1.4799480239943	48.3293621105927	112.98899807005	-714.379728381185	-2203.99091900744	-1384.07437897467
ACT	30282.0724580069	20000	35903.5048701631	20139.568889153	20879.2383577756	20000	20000	22010.1899860301	20000	21705.4499194068	20049.0880967484	20962.3316396206	20000	21404.834623012	20000	20000	20000	20000	20000	20000	20000	25942.4489426707	28271.8112150232	21962.5152536072	35868.0526288586	20000	20868.89806625	20691.0839682668
ESS	1189.4826567749	1801	1003.24467291587	1788.51892005494	1725.15871425865	1801	1801	1636.51472444636	1801	1659.49105564472	1796.59043973385	1718.32030039631	1801	1682.79739761574	1801	1801	1801	1801	1801	1801	1801	1388.45797016308	1274.06057312874	1640.06715916038	1004.23628716935	1801	1726.01350994439	1740.84644648113
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
