trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	kappa.1	kappa.2	r_0	r_1	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood
mean	-3087.90534890093	-2687.24444450981	-400.660904391121	0.415572812675371	0.1670312033713	0.320264526867176	0.0971314570861546	0.364938209166151	0.423622900359668	0.123055353832329	0.0883835366418577	3.08325564988349	2.02026673431532	0.438918604804596	1.28054069759769	0.00153863330200736	8.69285296717561	53.4562750105726	293.514357747233	-572.968835774628	-2114.27560873518
stderr.of.mean	0.355599969739347	0.183958634837414	0.326957190551196	0.000728211342615454	0.000615132216800942	0.00069599990971528	0.000470250178380899	0.000503917315344229	0.000505628462814613	0.000298313996704758	0.000244497550882793	0.0219881542715195	0.00713968711490267	0.00162767727505591	0.000813838637527997	2.9358185119029e-06	0.0288274637807298	0.0607821932223259	0.399493999837331	0.0773521569196739	0.167592166912675
stdev	13.2559444201343	7.49914084050955	11.984420772184	0.0308953859422133	0.0244012164965616	0.0288908783705347	0.0191210484663828	0.0190268945001677	0.0198354797528181	0.0126563890464208	0.0103731509719683	0.910603540623992	0.275162439672475	0.0632509452737123	0.0316254726368563	0.00012312331963732	1.13787228242151	2.52480566992739	14.9647798795528	3.12822666146447	6.81547647572718
variance	175.72006246969	56.2371133457983	143.626341244755	0.000954524872518311	0.00059541936651207	0.000834682853021031	0.000365614494453759	0.000362022714320513	0.000393446257024459	0.000160184183694361	0.000107602261087246	0.82919880819695	0.0757143682065086	0.00400068207801815	0.00100017051950455	1.51593518385138e-08	1.29475333110314	6.37464367089749	223.944636843469	9.78580204549712	46.4507195911906
median	-3087.4592005354	-2686.65984628427	-400.608882410662	0.416300804803691	0.166824718019853	0.319451376344711	0.0960471541010969	0.36410748420973	0.423156864086954	0.122662564365107	0.0879096439964311	2.95450677590072	2.00476465721411	0.434101332644247	1.28294933367786	0.00153473888198863	8.61292417261954	53.1806865175134	292.763612556754	-572.74157767483	-2113.77571999514
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.414416662137202	0.165210286324514	0.318960711641028	0.0952745166724402	0.364441823366365	0.423158374080229	0.122402835078429	0.0877744971416976	2.95882175679764	2.00163204533574	0.434436254839316	1.28014713804206	0.00153371586605697	8.6195462079214	53.3977572278187	293.135458660375	NaN	NaN
HPD95.lower	-3112.78596909095	-2702.66995370047	-424.052185950502	0.350565864473453	0.120217191001969	0.261390731713702	0.0597076177695671	0.32788907932754	0.387681489917349	0.0991021634125838	0.0685371704478027	1.573782555726	1.47993395553913	0.32363847734713	1.21558782292123	0.00129026487636814	6.55766528263921	48.9225404134604	264.989804398853	-578.905398178098	-2127.87735885317
HPD95.upper	-3062.25162305711	-2673.68888352119	-377.938404035595	0.471527377100061	0.215458806553788	0.375276414791104	0.132520417958819	0.401123543019977	0.464319715998679	0.149156386174208	0.109151666569012	4.93543274728839	2.56218111808762	0.568824354157509	1.33818076132643	0.00176206166065028	10.8961279472635	58.6222994834231	323.533896211977	-566.954873599814	-2101.63001091137
ACT	32382.8047594225	27078.8187603336	33493.4641790883	25000	28597.3881416583	26116.1560198218	27217.4173662662	31564.2244334669	29240.8496767618	25000	25000	26238.0322330537	30296.4984162239	29799.9090921933	29799.9090921962	25585.2789413653	28882.7281776328	26080.0968418158	32069.5034290445	27514.4483560638	27209.9263369103
ESS	1390.39840231563	1662.73870357871	1344.29212097181	1801	1574.44448342509	1724.02860382005	1654.2715788973	1426.4567182668	1539.79793671256	1801	1801	1716.02045458574	1486.14534199401	1510.91064944877	1510.91064944862	1759.8010208599	1558.89013403062	1726.41230103903	1403.98182652314	1636.41296446625	1654.72700816994
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
