trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	kappa.1	kappa.2	r_0	r_1	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood
mean	-7152.00531504511	-6632.95442995028	-519.050885094829	0.090263506096584	0.0628519943905494	0.383508841357919	0.463375658154948	0.590555594261606	0.0879734259371397	0.0612222137558626	0.260248766045391	5.05307330443816	1.70635471221028	2.30483472032255	0.347582639838742	0.00414180862501346	21.0957284407527	109.645249537511	539.13528293229	-4311.60778918825	-2321.34664076203
stderr.of.mean	0.307075563584367	0.189361929874798	0.219035414107141	0.000164807563782125	0.000132490742142759	0.000365156360724171	0.0003779211581597	0.000457540489367848	0.000228978289258481	0.00019093908107683	0.00039076977913065	0.00934225335863899	0.00537371548084568	0.000977887708516357	0.000488943854258175	6.11085619631603e-06	0.0570776824889868	0.19538022642688	0.699958649242444	0.189083587386793	0.118337550247533
stdev	10.8823239160607	8.03394504297587	6.98126180899363	0.00695122615048756	0.00560650483746206	0.0154922699409048	0.0160338343469581	0.0194117959663168	0.00971472456556375	0.00810085789124459	0.0165789550838818	0.379823786741354	0.227987404217137	0.0414453159881966	0.0207226579940982	0.00020383688170647	2.13477953695447	7.96909686305026	23.6813573906226	7.32436214004556	4.87211315631501
variance	118.424973814066	64.5442729535565	48.738016445713	4.83195449952221e-05	3.14328964924855e-05	0.000240010427921863	0.000257083843865694	0.000376817822637912	9.43758733847679e-05	6.56238985741397e-05	0.00027486175167337	0.144266108974542	0.0519782564816683	0.00171771421736146	0.000429428554340364	4.15494743438173e-08	4.55728367139955	63.5065048126774	560.806687862394	53.6462807585328	23.7374866079378
median	-7151.74085210911	-6632.52209028794	-518.629301531628	0.0899679933173215	0.0625291295765715	0.383743983115634	0.463259266284073	0.590771585159296	0.0876356944716696	0.0612242666481045	0.25994501085201	5.02485771626085	1.7007841743822	2.30430421108276	0.347847894458634	0.00412919668674418	20.8674410071534	109.17188787192	537.210116103549	-4311.37623464374	-2321.29410081606
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.0899959572695889	0.0626042026506748	0.383195066099654	0.463098111030204	0.590236471925927	0.0874371665751377	0.0606864400251116	0.259720247200734	5.03885565339309	1.69130992561426	2.30446270736345	0.346959400214534	0.00413679948433469	20.9897021232661	109.358790990264	538.61921072537	NaN	NaN
HPD95.lower	-7174.05834362054	-6649.04015244056	-533.142147938728	0.0765868561477415	0.0520322135061977	0.352847163794866	0.433657298840075	0.550711025783761	0.0703297140321004	0.0457803833006562	0.231095100576734	4.36955691535948	1.26444215849379	2.23239662924735	0.304719061193909	0.00377246149371454	17.2528445507137	95.1163905814606	493.789297986196	-4325.69087750879	-2330.56826736512
HPD95.upper	-7132.47204768448	-6618.26877479781	-505.923060284529	0.103710422475133	0.0741286414438452	0.413248201900274	0.496412415533667	0.62723067762429	0.107747396936657	0.0771509653052925	0.295108883397128	5.79227326534863	2.14267725312851	2.39056187761219	0.383801685376349	0.00455557620539895	25.4463360837538	125.637049065328	585.276781775968	-4297.27044414299	-2311.99927222292
ACT	35831.0551605728	25000	44296.8868984068	25295.5323041288	25130.3792603193	25000	25000	25000	25000	25000	25000	27223.9628384786	25000	25051.8293174998	25051.8293174996	40443.7086926892	32169.1051176123	27049.2598265048	39313.7040831387	29990.2736321162	26547.449055909
ESS	1256.59151811817	1801	1016.4371167496	1779.95858947198	1791.65620755649	1801	1801	1801	1801	1801	1801	1653.87384148061	1801	1797.27394073166	1797.27394073168	1113.27574684413	1399.63483085357	1664.55571386398	1145.27493783805	1501.32007971355	1696.01982869153
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
