trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	kappa.1	kappa.2	r_0	r_1	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood
mean	-15745.6233091354	-15255.7764927737	-489.84681636165	0.431220028558926	0.10124472394166	0.103312784332843	0.364222463166567	0.210558535359849	0.290672061850836	0.046464748035278	0.452304654754037	2.50842914466977	2.83792329803426	0.197862725755829	1.40106863712208	0.0143343056699643	17.0144248621702	61.075147533482	405.357814922267	-1746.51044000569	-13509.266052768
stderr.of.mean	0.265174437886073	0.221969455146771	0.14415651299663	0.000570240555275617	0.000317431503374036	0.000306757287139911	0.000572223262890095	0.000207299233014107	0.00019366620837721	8.29361071725422e-05	0.000214679428188859	0.00841718620368671	0.00331529944398851	0.000319413549599706	0.00015970677479987	1.22804382493049e-05	0.0396549772455969	0.0547699504986701	0.285934414261906	0.0765112724007781	0.207434479781745
stdev	9.46717806791718	8.53649822236479	4.42307171384762	0.0241932540790506	0.0131063387322575	0.0130146074664736	0.0241058268421471	0.00841159461357614	0.00788209912543332	0.00351868048420876	0.0089353324119544	0.343043368585494	0.132996195173932	0.0134311377256047	0.00671556886280252	0.000415855058471464	1.61900871684407	2.03731566639873	9.47615133629293	2.94773879674123	8.14534838446856
variance	89.627460569652	72.8718019004372	19.5635633858389	0.000585313542933496	0.000171776114964673	0.000169380007506391	0.000581090887743581	7.07549239431431e-05	6.21274866231567e-05	1.23811123499516e-05	7.98401653121229e-05	0.117678752730483	0.0176879879307426	0.000180395460604163	4.50988651510427e-05	1.72935429656305e-07	2.62118922521709	4.1506551245537	89.7974441483264	8.68916401381341	66.3467003043645
median	-15745.5731243553	-15255.4025082145	-489.747658738785	0.431549053239195	0.10081897680149	0.102641572899789	0.364336702201737	0.210634085541496	0.290454533725781	0.0463004793296297	0.452367198990978	2.47683218163413	2.83493632567973	0.196774220423872	1.40161288978807	0.0143258064046935	16.9421254778534	61.0030893057471	404.718956259597	-1746.37072618946	-13509.1354223312
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.430537676268258	0.100393596718018	0.102492760900092	0.363423588098867	0.210390687124934	0.290565426090851	0.0463319451288496	0.452216286412475	2.48541158982982	2.83481245664848	0.197411860582174	1.40105253319323	0.0143282721570661	16.9378379902835	61.0413444559725	405.247340771956	NaN	NaN
HPD95.lower	-15763.1955311178	-15273.4209994365	-498.492176220822	0.383079043183093	0.0773317202324455	0.0790987867444334	0.314983625976083	0.193494612738244	0.274739675870964	0.0398578266750351	0.435149964789328	1.86677657456083	2.5733771441292	0.175669689007717	1.38644156615201	0.013514360370742	13.9825023834661	56.8632730095425	386.583531862286	-1752.22528779247	-13526.0929262952
HPD95.upper	-15725.7334444036	-15239.7204690975	-481.365059002814	0.477835808704647	0.128364822782316	0.128815608978569	0.409727438362969	0.226365950839052	0.305479398592708	0.0537904847740551	0.469213786289372	3.20458417147214	3.08658871308889	0.22711686769597	1.41216515549614	0.015088315134613	20.1216760438625	64.8567697050672	423.131249186846	-1740.6682714844	-13494.4084226111
ACT	35304.8687994234	30425.6106433948	47800.5567646817	25000	26396.7011449367	25000	25357.0854055417	27330.7218177179	27166.6629834358	25000	25975.9722656987	27092.4445020817	27962.7234838636	25450.3315807645	25450.3315807687	39242.4518254609	26996.621378725	32522.2382441519	40971.4431855847	30316.9308892533	29184.6805733499
ESS	1275.31985052258	1479.83882814114	941.934635231436	1801	1705.70556346343	1801	1775.6378258741	1647.41349680751	1657.36218789378	1801	1733.33261752268	1661.90245389412	1610.1793527366	1769.13215677041	1769.13215677012	1147.35440589335	1667.80129144169	1384.43730908023	1098.93614916258	1485.14373583773	1542.76144591813
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
