trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-32825.3966467394	-32139.1857783258	-686.210868413582	0.493621506802874	0.151660053079882	0.18835776392069	0.166360676196548	0.385009160039374	0.148769727950799	0.123695309263086	0.34252580274674	0.0619570121178121	0.383281569144204	0.255971110638574	0.298790308099409	2.94968567018981	4.60868455721781	1.66311324359199	1.13978743467937	1.35197244513521	0.508905774636299	0.0153600916674472	77.6656278275846	199.017050230169	1274.57783447515	-11716.8647894606	-13013.0707156077	-7409.25027325747
stderr.of.mean	0.234040196022274	0.21106586237805	0.140207753124066	0.000210145746188072	0.000157972806183698	0.000137468144956494	0.000162591240507097	0.000204029098419625	0.000121427038229065	0.000109766242355959	0.000192340303685242	0.000128848457209153	0.000276433468165076	0.000267171016220474	0.000249576606159966	0.0031497840623893	0.0046169930479633	0.00229857576898791	0.000489311422293005	0.000475489767725095	0.000314522464558599	1.26044906420961e-05	0.178355064355159	1.22210453288319	2.62121023045056	0.154139585269951	0.167426195524964	0.158261792171998
stdev	9.4853183961747	8.84002425451468	3.5179774838386	0.00891572755414137	0.00623038383509472	0.00583227854970916	0.0066002624972909	0.00865622020727692	0.00515171213405269	0.0046152103142207	0.00806654200209746	0.0050176001607205	0.0115109044432221	0.0107696997626698	0.0102860228776597	0.133633999564792	0.195882395345588	0.0975202957499144	0.0196843032432461	0.0201733192354266	0.0133440559922251	0.000350421982746361	7.19125812104747	50.7002998996634	105.396900838694	6.25172229145945	6.40521916131418	5.07611932718527
variance	89.9712650768102	78.1460288204078	12.3761655767953	7.94901978196757e-05	3.88176827326096e-05	3.40154730813976e-05	4.35634650331447e-05	7.49301482768693e-05	2.65401379121457e-05	2.13001662444891e-05	6.50690998716024e-05	2.51763113728624e-05	0.000132500921100991	0.000115986432978051	0.000105802266639739	0.0178580458396827	0.0383699128063252	0.00951020808315076	0.000387471794172067	0.000406962808974433	0.000178063830323638	1.22795565991891e-07	51.7141933635312	2570.52040991581	11108.5067064016	39.084031609531	41.0268325044663	25.7669874238239
median	-32824.9008673793	-32138.5173311551	-686.164878149969	0.493680295588119	0.151580858829858	0.188199146371924	0.166140350272058	0.384928074448332	0.148664606517726	0.123600855715002	0.342506939739885	0.0617670802646774	0.383425504893043	0.256151066633762	0.298568402825203	2.94580370418323	4.59897163269118	1.65971328909937	1.13977242149793	1.35219962079427	0.508386570248649	0.0153533753326127	76.9953503763615	186.219785459564	1249.85124295959	-11716.5954138662	-13012.9440000082	-7408.93985686632
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.493541016259218	0.151532281043391	0.188267498806996	0.166229810000524	0.384911862099986	0.148680708216566	0.123609309333181	0.342430800728604	0.0617539285735697	0.383108489997378	0.255744427718249	0.298613722447584	2.94666873629869	4.60453660748138	1.66026744040779	1.13961758726211	1.35182195390953	0.508730991150689	0.0153560972710902	77.3388367163934	194.157340577115	1270.69916826805	NaN	NaN	NaN
HPD95.lower	-32845.1153373879	-32157.1557787544	-692.889643207519	0.476478952269243	0.139074892429322	0.177038006804892	0.152653114500739	0.367819896376625	0.139165834045657	0.115485246803707	0.325341265076627	0.0531157768182943	0.360658723867866	0.235159806035108	0.279966142654617	2.71533758861792	4.22796165171097	1.4777295130199	1.10385516180162	1.31151826481264	0.482417682017906	0.0146813737341094	65.008563765107	137.746934019172	1142.39520651078	-11730.0406973373	-13025.6594923058	-7419.08010120323
HPD95.upper	-32807.8638517748	-32122.710869379	-679.233185968881	0.510819513869546	0.163514363482751	0.199736233226682	0.178248683465151	0.40166895606763	0.159288399463249	0.133239849575123	0.3575811047649	0.0724481999413941	0.40558468664383	0.27704948844126	0.318974042366736	3.22925823931311	4.98544926661222	1.86548139798587	1.17880500095572	1.38954228652671	0.534347928939975	0.0160332221340656	92.2026893645333	293.099048004195	1479.69623187018	-11705.2445932184	-13000.5217685129	-7399.6190725877
ACT	21916.9161449127	20522.5558692059	57182.1282192488	20000	23143.9470169831	20000	21846.1162162029	20000	20000	20363.7130218492	20467.6585162092	23739.3438613426	20761.7861948775	22155.1073656121	21194.108060699	20000	20000	20000	22245.0292301733	20000	20000	46576.8680247043	22144.378852055	20916.9337120526	22266.4198524311	21884.2356759667	24596.9464631561	34993.7818451501
ESS	1643.47939107121	1755.14201201654	629.91709335986	1801	1556.34645955456	1801	1648.80565696545	1801	1801	1768.83262700434	1759.84956811128	1517.31236593507	1734.91816464651	1625.81022089328	1699.52893968646	1801	1801	1801	1619.23815101768	1801	1801	773.345257583552	1626.59789378817	1722.04972754896	1617.68260181564	1645.93365440481	1464.40941577665	1029.32572876493
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
