trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-28193.088132122	-27686.4897937332	-506.598338388857	0.0267078850760006	0.118208484951784	0.76780721420962	0.0872764157625906	0.319020833770593	0.277858386589124	0.181643225634393	0.221477554005886	0.36687198474635	0.156738110774874	0.37420361974215	0.102186284736628	5.69406934495867	7.13529449281445	1.88118084792991	0.0719860413832179	2.40099158878001	0.522603255748119	0.040320685369648	18.4033841891945	101.661473777804	505.384202766386	-1816.48104274595	-18072.1700322378	-7797.83871874939
stderr.of.mean	0.255161621788897	0.221620945693231	0.126019653191968	0.000100002461900309	0.000278164582019895	0.00040026634356941	0.000247747299881795	0.000156071620295851	0.000151705533938553	0.000109233628663652	0.000133534919555282	0.000268780955913279	0.000205837545340696	0.000262947357053085	0.000165489007335053	0.0172006659104113	0.00610274907402462	0.00262056868688625	0.000131834201278919	0.000351982578240535	0.000323792907158917	2.86474360303086e-05	0.0417241743086783	0.214169414744796	0.552656528225366	0.0909453754687059	0.186254227147902	0.144111657264576
stdev	9.32078753253542	8.70605474798776	3.67098463735142	0.00424274448195881	0.0118015219127084	0.0169818601284624	0.0105110261239521	0.00662155704187264	0.00607414220278928	0.00463438965851715	0.00532474686841141	0.0111128027475259	0.00873294610031479	0.0111559098344476	0.00652777625155801	0.729762337752897	0.253219263933715	0.11055123811224	0.005593250599842	0.014933353771474	0.013737367501166	0.000904641016604948	1.7424860959598	9.08643732709964	20.2428833997319	3.65692462782745	7.29685326179373	5.84426101762553
variance	86.8770802266678	75.7953892749601	13.4761282076702	1.80008807391919e-05	0.000139275919456137	0.000288383573422662	0.000110481670178404	4.38450176587732e-05	3.68952034997058e-05	2.14775675069707e-05	2.83529292126571e-05	0.000123494384905419	7.62643475910032e-05	0.000124454324234325	4.26118627904048e-05	0.532553069602573	0.0641199956271325	0.0122215762481491	3.12844522726328e-05	0.000223005054863996	0.000188715265862091	8.18375368924034e-07	3.03625779461324	82.5633432993097	409.774328335142	13.3730977336109	53.2440675241498	34.1553868421374
median	-28192.667767125	-27685.9996555021	-506.622013444907	0.0264892936620446	0.117859141458447	0.767942783305809	0.0872603421884747	0.318875207346389	0.277823956316677	0.181594590654761	0.221458074067095	0.366937363010139	0.15664338708343	0.374011750595128	0.101919666916455	5.66810762806598	7.13019480349773	1.88162567258879	0.0718391420322837	2.40098181405316	0.522465340792191	0.0403191984325166	18.3127965331555	100.554011871211	503.585175227518	-1816.2590037775	-18071.8191052928	-7797.58738281308
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.026372579876958	0.117618854559471	0.767619003112621	0.0866423550905201	0.318952131368394	0.27779201478871	0.181584038794201	0.221413498995413	0.366703294434648	0.156494074452311	0.374037641828477	0.101978055764251	5.64774773221172	7.13080839568493	1.87793103806273	0.0717689985005127	2.40094516015963	0.522422884053878	0.0403105453334907	18.322054183147	101.266788673183	504.983978322937	NaN	NaN	NaN
HPD95.lower	-28212.000212914	-27703.4279588498	-514.095947946545	0.0186249194616632	0.0958804237625745	0.734187317200207	0.0677159654158445	0.307121731514393	0.266582461154284	0.172613396136716	0.211057946504488	0.345304120578761	0.139581201021709	0.352613355680384	0.0902865834960195	4.29324885885674	6.65152982495475	1.67968801611362	0.0607411330304028	2.37218697334851	0.496012457451998	0.038559211137009	15.2101356867957	85.2344623134501	468.11469463899	-1823.42378134827	-18086.2652411739	-7809.59529597432
HPD95.upper	-28175.9579731982	-27669.9504737352	-499.949915043734	0.0349479411455183	0.14210127530796	0.801454107008447	0.107882379325525	0.332973997167001	0.290778678749759	0.190627934164764	0.232011571294045	0.388528487796159	0.173336097333486	0.395021081564225	0.11580468964853	7.17581389163978	7.62326699573666	2.10829547523259	0.0825601500893698	2.43001068469776	0.548357245333579	0.0420221909076708	21.7294082573041	120.362726903354	547.639589338049	-1809.52736120104	-18058.122522556	-7786.89973646943
ACT	26979.1248381093	23328.197660846	42424.2128300637	20000	20000	20000	20000	20000	22456.1501410911	20000	22640.9231906702	21059.6982260303	20000	20000	23137.1652609612	20000	20910.2829538212	20228.6192396836	20000	20000	20000	36101.1746971424	20641.4036220697	20000	26832.9380853578	22265.4557320804	23455.4309863475	21889.7793206581
ESS	1335.10631705592	1544.054132414	849.043449416098	1801	1801	1801	1801	1801	1604.01492569687	1801	1590.92452620673	1710.37588541883	1801	1801	1556.80264171237	1801	1722.5974454553	1780.64550888068	1801	1801	1801	997.751466598431	1745.03636765707	1801	1342.38002135351	1617.75264936984	1535.67845421241	1645.51681733981
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
