trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-4554.99146185972	-4327.93855756299	-227.052904296734	0.122700079662183	0.18553719283953	0.394034002793214	0.297728724705073	0.183707044643219	0.0201789296135426	0.0996167811100052	0.696497244633239	0.122434110486304	0.463110343841959	0.155770877972924	0.258684667698811	3.26437034073792	1.97089472628903	2.15960394772294	0.493491640872173	1.197904629639	1.30619178492153	0.00657272200678994	2.22531143965437	46.6870839175213	136.47517073044	-963.838675763084	-1531.70763152242	-1832.39225027749
stderr.of.mean	0.307697786431752	0.189265316114223	0.239926821261723	0.000428477090793712	0.000526135646622034	0.000658299053468971	0.000637160494339778	0.000451347174606953	0.00012122414594716	0.000302197423144815	0.000529680120353125	0.000350043713168358	0.000564803066869709	0.000418859567793086	0.000477383495574528	0.0156628340005084	0.00775248136597134	0.00669126508834009	0.0011073160223255	0.00154888575252208	0.00154253963879546	9.36290898942941e-06	0.00633344577443429	0.0118663040364088	0.121349358916681	0.0880748003796086	0.109055255350271	0.140989591404526
stdev	11.2244354595176	7.68073457695016	8.2737403369671	0.0181787405836372	0.0215632095983326	0.0279292591753239	0.02611339703367	0.0171571166977832	0.00504448391797739	0.0125527478816308	0.0224724208297171	0.014836269271508	0.0239625610191849	0.0172639582658468	0.0202536632912712	0.664517665512476	0.328909877936332	0.283886291311302	0.0469794328482585	0.0657136469924984	0.0654444042310314	0.000352688541367378	0.246532179541684	0.503444565413877	4.00151885529748	3.7366967393535	4.62682192091654	5.90752841546778
variance	125.987951384877	58.9936836415578	68.4547791635565	0.000330466609207179	0.000464972008181624	0.000780043518082412	0.000681909504638085	0.000294366653381351	2.54468179987325e-05	0.000157571479379786	0.000505009697947903	0.000220114885896693	0.000574204330598158	0.000298044255004901	0.000410210876716185	0.44158372777815	0.108181707804093	0.0805914263944853	0.00220706711074403	0.00431828340105469	0.00428297004515464	1.24389207211848e-07	0.0607781155495729	0.253456430444767	16.0121531493012	13.9629025218951	21.4074810878738	34.8988919795593
median	-4554.56808634482	-4327.70639764945	-227.200161985465	0.121642232493237	0.184617608189295	0.394356387750879	0.297630296685137	0.183045832302615	0.0197756128798769	0.0992192307965325	0.696612025102233	0.122086500759166	0.463165374090978	0.155183618572558	0.258274397582519	3.20344725610595	1.95499878549384	2.14007678334608	0.49184538703183	1.19821256491913	1.30738853207286	0.0065614261639896	2.21283130247668	46.5899208161864	136.303850097826	-963.749345911645	-1531.45782940854	-1832.25183563456
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.121344649615455	0.184286326369764	0.393038770792235	0.296581302138858	0.182910097873957	0.019559563993972	0.0988325433958501	0.696133012345613	0.121526503174143	0.462487775496214	0.154812937588379	0.257893799476753	3.19883457401005	1.94354523361644	2.14115943998892	0.491254302352529	1.19609994700967	1.30454906012782	0.00656329634888545	2.21186167121453	46.6843907934761	136.416797346964	NaN	NaN	NaN
HPD95.lower	-4577.31664996314	-4342.5660526539	-242.268689927537	0.0886233797819593	0.14791450825278	0.338610477359972	0.249344809481032	0.149848024527188	0.0107198571002425	0.0754945277677341	0.653249431875596	0.0928778954684739	0.414349129204102	0.122531128814073	0.217280875767344	2.02557012182011	1.36226050661312	1.64439661013969	0.394690480088767	1.07105112383729	1.17507433400845	0.00592667693156304	1.74349215077876	46.0007637401034	128.680545408262	-971.375963190963	-1541.04252473312	-1843.80218394631
HPD95.upper	-4532.99627772267	-4313.2086890954	-209.911385405243	0.15768024465217	0.232649968820782	0.446060569183359	0.350684225686032	0.215907285388066	0.0294783924194908	0.123748949025144	0.740923865299971	0.151477220963569	0.507961622927298	0.188808047180633	0.296144248809555	4.56155419106639	2.63431690893133	2.73869920531192	0.580211617577311	1.32620165017963	1.4293387473316	0.00729339736050445	2.7037222010855	47.6609358098135	144.490507405503	-956.94504142793	-1522.82967518541	-1820.90305928286
ACT	27053.4151119799	21859.4344038192	30273.0510550046	20000	21432.4101669658	20000	21432.5232739545	24913.5268726642	20789.6486282712	20864.4176613081	20000	20039.9907585171	20000	21191.3435528925	20000	20000	20000	20000	20000	20000	20000	25371.2152966467	23759.387977808	20000	33107.5927253566	20000	20000	20505.2388308115
ESS	1331.44003634681	1647.80109743859	1189.83712393421	1801	1680.63226297891	1801	1680.62339368938	1445.80091707217	1732.59301511318	1726.38415242219	1801	1797.40601849785	1801	1699.75065101917	1801	1801	1801	1801	1801	1801	1801	1419.71914150919	1516.0323167265	1801	1087.96795643837	1801	1801	1756.62426061947
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
