trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-48168.5396490582	-47532.9920723148	-635.547576743349	0.399629516473825	0.0958062338751775	0.104104048319704	0.400460201331294	0.128743006816784	0.200653313018863	0.219247756674652	0.451355923489703	0.185717159989693	0.403275690268554	0.141217450537577	0.269789699204177	3.10946725259304	2.09339564081644	2.44901116186228	0.657565367293337	2.17940912494503	0.16139486665351	0.051397604003156	52.0806910870851	225.951570897881	1046.9799533281	-14860.5111972746	-26271.0961694382	-6401.384705602
stderr.of.mean	0.254866206766791	0.22833453702848	0.1236692989009	0.000187254158413767	8.80490280630618e-05	9.98782307447249e-05	0.000186242508008702	7.59954166799362e-05	8.3326639719031e-05	9.77421620741643e-05	0.000115369069974222	0.000252112632900235	0.000321120759363908	0.00022386624947322	0.000266035633320442	0.00339669362325761	0.00157063048590147	0.00364742949038981	0.000282351279527923	0.000311646894955949	0.000121914117158721	3.62803301868804e-05	0.120927835911017	1.17221670977229	2.3796053761104	0.157497403956672	0.169449037105632	0.121593182414359
stdev	9.57290857339401	9.05453295467057	3.26085180840203	0.00794451988717886	0.00373560331273441	0.00384275119525447	0.00788067473995561	0.00322421197084512	0.00353524937436561	0.00414684809668273	0.00489469434772321	0.0105276603266563	0.0131459563553844	0.0087732247663113	0.0112869342796773	0.121140607848744	0.0644372293594193	0.154747303712503	0.0119169391480838	0.0132220559251038	0.00517237713971165	0.00101203024157047	4.79743006818228	49.7329353951727	100.958090299782	6.36025646308321	6.96496804064489	4.7577379896931
variance	91.6405785545606	81.9845670272154	10.6331545163588	6.31153962377804e-05	1.39547321101123e-05	1.47667367486296e-05	6.21050343569745e-05	1.0395542832941e-05	1.24979881389524e-05	1.71963491369611e-05	2.39580327576335e-05	0.000110831631953453	0.000172816168497671	7.6969472800218e-05	0.000127394885433754	0.0146750468699632	0.00415215652751841	0.0239467280062897	0.000142013438659131	0.000174822762886572	2.67534852754116e-05	1.02420520985318e-06	23.0153352590994	2473.36486302042	10192.5359969789	40.4528622761917	48.5107798072047	22.636070778569
median	-48168.1885304422	-47532.5894922063	-635.490290871112	0.399750629777371	0.0957070194828173	0.104035299636747	0.400321119535952	0.128701122564658	0.200663098084123	0.219180995349373	0.451301389307255	0.185902814388463	0.403771114754314	0.141005867391753	0.270238391540005	3.10385323758672	2.09257563393876	2.44441827000869	0.657448046097384	2.17951913582354	0.161283013048685	0.0514290423683969	51.7632369453164	216.580517865128	1028.31728135852	-14860.4141783836	-26270.7729958363	-6401.16194406268
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.399550517015717	0.0957335258473086	0.104033251610489	0.400382703309111	0.128702649311685	0.200622200263969	0.219208621040392	0.451329385182651	0.18541722875802	0.403060972140803	0.140945760181815	0.269552709246015	3.10711448882711	2.09240528380559	2.44413642943343	0.65745734791721	2.17936903930135	0.161311988417588	0.0513876328832579	51.8619060711451	221.342254603097	1042.55033393698	NaN	NaN	NaN
HPD95.lower	-48188.8229787837	-47550.49479264	-641.692738181769	0.38427938571917	0.0886407612175237	0.0964547866893985	0.38519103911241	0.122308314043646	0.193572041474887	0.211180181179039	0.442505071142522	0.164126061804036	0.376648776985151	0.125227964790863	0.248557129751915	2.86472061819454	1.96436601541766	2.137255255796	0.633945619871764	2.15300882330619	0.151251534672393	0.0493012823333932	42.9249224714483	153.483172702781	898.965539279599	-14871.9525920676	-26284.7428414419	-6410.29376614463
HPD95.upper	-48151.8584562954	-47516.5011683465	-629.163776000049	0.41543918648593	0.10326056108122	0.111482484955038	0.415761290247293	0.134453592421772	0.207342945944618	0.227474149692194	0.461566186283903	0.205773264652272	0.427948265876052	0.159320636275415	0.291686004433519	3.33005446558729	2.2140570862691	2.73383864270397	0.680444190314197	2.20485854694906	0.171281588308881	0.0532125171085601	61.4108655456661	324.866702343653	1250.73337301551	-14847.7736824015	-26257.9618631979	-6392.24171814453
ACT	25517.5547317899	22893.5673817863	51780.2376408236	20000	20000	24319.772908102	20106.3474474051	20000	20000	20000	20000	20645.616431725	21481.0130435726	23440.1885972743	20000	28303.2052991551	21388.3210901131	20000	20209.3545732951	20000	20000	46265.5626273778	22873.7633200652	20000	20000	22074.9592302874	21307.9820075443	23513.635086116
ESS	1411.57726038405	1573.36772375007	695.632187898685	1801	1801	1481.09935631842	1791.47406530313	1801	1801	1801	1801	1744.68028693248	1676.82966938925	1536.67705575494	1801	1272.64737754191	1684.09665481647	1801	1782.34291794738	1801	1801	778.548837503708	1574.72994259772	1801	1801	1631.7130928414	1690.44633073403	1531.87713716237
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
