trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-2365.12159809347	-2125.43317188638	-239.688426207089	0.217109735644337	0.139499327740649	0.587201763100488	0.0561891735145286	0.085984340831295	0.314435561990289	0.223921510398891	0.375658586779526	0.229513132483261	0.262500968667345	0.132572835634637	0.37541306321475	1.22902744821299	2.67821593783482	1.45070538812397	0.705237585803011	0.569459601332369	1.72389918232082	0.00188951045737156	2.48803172943292	51.6979412815051	154.000603237673	-564.61151912246	-548.322680134446	-1012.49897262948
stderr.of.mean	0.462179023662275	0.158628492094093	0.424012023838819	0.000593340550485628	0.000507862942301659	0.000731182680801835	0.000348570463727641	0.000459346217622226	0.000704386418161282	0.00062520452290996	0.000755952174937899	0.000574218461968355	0.00062618537002187	0.000444528947417492	0.000695171567071155	0.0082634105410388	0.0199362068106619	0.00641105275096166	0.00238860202317957	0.00204426318773037	0.00256278397165057	4.40196507471287e-06	0.0105636336983754	0.0461966328237648	0.259454327450562	0.0974535089464666	0.106976125958213	0.116694633441384
stdev	14.373107760439	6.73003590836177	12.8440734256148	0.0251733037233108	0.0215467964997677	0.0310214491256064	0.0138439015525748	0.0175197742252291	0.0289181629940177	0.0261281826291192	0.0307600875268094	0.0234689352592905	0.0246084261631344	0.0185594847353052	0.0279520835280193	0.350586763654908	0.823990324276877	0.266202725833768	0.097101858143681	0.083631105690366	0.10872969872494	0.000172559138450295	0.339211808254649	1.9599568377976	8.34775939634933	3.83396663203337	3.40629603175117	4.77212842859061
variance	206.586226693193	45.2933833278389	164.970222162585	0.000633695220346054	0.000464264439402399	0.000962330305852587	0.000191653610197383	0.000306942488903003	0.000836260150948577	0.000682681927500608	0.000946182984656977	0.000550790922204769	0.000605574638226435	0.000344454473640028	0.000781318973557365	0.122911078850022	0.678960054501912	0.0708638912413281	0.00942877085495555	0.00699416183899317	0.0118221473848163	2.97766562627081e-08	0.115064650859389	3.84143080602957	69.6850869393386	14.6993001355453	11.6028526559237	22.7732097389627
median	-2364.68236410744	-2125.1854046151	-239.691795731536	0.216263704755904	0.138627114961845	0.587131588507883	0.0550911841763674	0.0852738892963549	0.313754099708969	0.223161346607024	0.375105430190001	0.229473720708242	0.261859439177327	0.131813626817735	0.375248588633261	1.1779388155842	2.54799584023497	1.42612369061159	0.702256508012585	0.566488983787094	1.72265291774591	0.00188554081690552	2.4668566159632	51.5974633661984	153.614619241129	-564.365586624436	-547.959795601374	-1012.22412520496
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.215649686472027	0.137829160177815	0.586378196319845	0.054500319536748	0.0841925849272332	0.313100944236301	0.222390338030855	0.374395123491359	0.228312559061466	0.261339988725716	0.13126944453058	0.37437017888794	1.18281482900939	2.56054122777263	1.42659841430197	0.698521975038085	0.563305481573038	1.72044261843539	0.00188165041587748	2.46540885900082	51.6612904564416	153.776179235501	NaN	NaN	NaN
HPD95.lower	-2393.60249218053	-2137.58106019794	-264.870422404309	0.164616789965936	0.0996146326104062	0.528304765136641	0.0311331952391277	0.0528187949789658	0.261851495360359	0.172895820750397	0.318733621424494	0.186681280636354	0.209309905438772	0.0994589372705911	0.321669378177792	0.59211446414118	1.27699145485726	0.978602421790752	0.52895568544428	0.409457092083493	1.51036855799822	0.00153981982767062	1.86392662586442	47.9569720228886	136.748350513379	-571.928925807113	-555.168806481122	-1021.61349493015
HPD95.upper	-2337.7308233312	-2111.29045979572	-216.137558698284	0.263022242377611	0.182958822488864	0.646184503741428	0.0839391297317263	0.120964805315714	0.374614541519307	0.273264838865413	0.436189140585162	0.279243962245513	0.305126987469151	0.170176153707748	0.431353747903984	1.91118817315758	4.34132523651494	1.98607829478168	0.899840777160726	0.731230346068816	1.93682260867837	0.00221846455713533	3.13775185369338	55.2892077313845	169.297541896368	-557.33326128805	-542.297045555217	-1002.6550616858
ACT	37223.8650491696	20000	39233.1475734631	20000	20000	20000	22822.6741989305	24747.1759217607	21359.0981300385	20612.3820286472	21742.820207681	21551.1225261377	23309.9059749994	20652.4049245705	22266.8097091055	20000	21073.8169365041	20880.2681156566	21783.8619976059	21509.9948121495	20000	23427.1589538432	34912.9952508232	20000	34776.3788158803	23259.5158911128	35506.7826821279	21526.820477961
