trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-19846.0353019243	-19168.7166211232	-677.31868080113	0.082995648100853	0.120823114937775	0.438592589986431	0.357588646974941	0.359403868540058	0.0949868940332346	0.38865799707752	0.156951240349188	0.112726719768674	0.144123196019654	0.727170480265098	0.0159796039465743	4.38516390494291	2.90413438291446	1.06802256326832	0.545637187241474	0.429434916394562	2.02276426392225	0.00886425631983842	71.2072944542954	264.620528143735	1311.78580337399	-4914.6990063764	-4213.23635548341	-10040.7812592634
stderr.of.mean	0.310282375440282	0.234725190034436	0.200796968495472	0.00015012407166606	0.000196301736876003	0.00037411385893467	0.00033457294237012	0.000353580508062717	0.000217504210193403	0.00037061110671567	0.000308771309629329	0.000118129515018778	0.00012732925068702	0.000163821510996201	3.87838501065271e-05	0.00771446671017213	0.00632582148023846	0.00140136921506209	0.000467866621885114	0.000383116640845618	0.000584628247793299	1.04414588536389e-05	0.184091215705848	0.778418345544678	2.0296955123749	0.133315321378488	0.117527598939293	0.173385773876223
stdev	10.191466239649	9.17983322647443	4.88526738493184	0.00636922396275921	0.00799543888802634	0.0155552351350892	0.0141947255905423	0.0146330480693495	0.00922792069380059	0.0150917517221292	0.012653913719676	0.0048726638696094	0.00540212176259064	0.00695035700719219	0.00164545915072194	0.321350072131006	0.260106789003031	0.0594550513198241	0.0194388857270725	0.0162542599752668	0.024803672081543	0.000281777697640537	6.79614573947505	29.4451724066322	68.2142502440597	5.32760946199538	4.77537655865515	6.82775024947365
variance	103.865984113905	84.269338065884	23.8658374222788	4.05670138877862e-05	6.39270430121638e-05	0.000241965340107913	0.000201490234590797	0.000214126095799894	8.51545203310731e-05	0.00022776097004239	0.000160121532425005	2.37428531861968e-05	2.91829195378554e-05	4.83074625274256e-05	2.70753581669456e-06	0.103265868858603	0.0676555416854671	0.00353490312744292	0.000377870278310184	0.00026420096734356	0.000615222148728715	7.93986708876019e-08	46.1875969121848	867.018178056295	4653.1839363592	28.3834225795427	22.8042212769531	46.6181734691875
median	-19845.7752451517	-19168.1430049529	-677.330526430815	0.0826523692523589	0.120799274040129	0.438612620651943	0.357285882362282	0.359028296293372	0.0945673271209726	0.388618461043771	0.156925321710753	0.112521939440249	0.144039784517186	0.727184310427829	0.0159221950553427	4.3627573008573	2.88624989406106	1.06682534436176	0.545535526230819	0.429083683873162	2.02336740113205	0.00885410895005256	71.0221442268229	262.492343419283	1307.82209382913	-4914.56418574282	-4213.08962531845	-10040.808330353
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.0827528699178877	0.120558029483827	0.438316286340583	0.357306476060606	0.359106150957597	0.094538562620108	0.388365054739606	0.156440201712186	0.112621845980439	0.144022143759331	0.727137273918466	0.0158954876360744	4.37344481823394	2.8926352772339	1.06636630653268	0.545291857255786	0.429127453299983	2.02261212169309	0.00885977966529031	70.8852512357792	263.036091110958	1310.03447552081	NaN	NaN	NaN
HPD95.lower	-19866.3664681749	-19185.5797767805	-686.498538101918	0.0716792015185947	0.10419436409999	0.409439989507151	0.329153700269671	0.332241144344044	0.0779150423299463	0.359677115343401	0.133657407314026	0.103020366609465	0.134186502599765	0.712743630895263	0.0129134633631659	3.80089184604571	2.40948188652318	0.9554945958254	0.508149528909128	0.397570700301168	1.97503527060659	0.00832316644143104	58.5420927050096	210.190419489367	1173.07364498602	-4924.2767889226	-4221.94647840727	-10053.6226706398
HPD95.upper	-19827.848569682	-19149.9655759587	-667.474800148309	0.0966650075746863	0.135668461052626	0.469750473608218	0.38412462131143	0.389016847736844	0.114363444212874	0.418235430790502	0.183280806380977	0.121822075574611	0.154793703503218	0.739963464417005	0.0191932187864799	5.04860258574571	3.41102190224833	1.18526808002471	0.583464334248924	0.459486316639001	2.07175308546643	0.00941423223649511	84.6774313118279	320.45229906861	1438.27383442557	-4903.7781360059	-4203.71065792015	-10026.7732359675
ACT	33369.0038193284	23537.058287959	60819.1004729804	20000	21700.3148416489	20823.647315439	20000	21018.8717009629	20000	21710.0050113779	21435.1490901755	21158.5694641671	20000	20000	20000	20747.099122197	21292.8038987455	20000	20854.6910185641	20000	20000	49432.3772988344	26414.5448175366	25159.4005338948	31872.3385279223	22542.2743730926	21805.5400767125	23215.2858511665
