trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-3903.04941219048	-3703.65333312468	-199.396079065805	0.273562675600246	0.16210381962219	0.226196524799989	0.338136979977574	0.449881583061439	0.086843861105965	0.110655547352429	0.352619008480166	0.392038772501523	0.291962830473043	0.141846850375639	0.1741515466498	3.86886846142401	3.1379539288775	3.95591994130384	1.16443320760338	1.32355319275806	0.51279661491286	0.00526484233926225	1.81724533849196	47.1488420112152	132.432694166637	-1407.68487170391	-1471.96899955078	-823.999461869986
stderr.of.mean	0.317946583288801	0.199960937726365	0.252639153968581	0.000541085998982359	0.000507833220181953	0.000514514693448961	0.000597522280556269	0.00057457590641575	0.000293020951051905	0.000326400813479166	0.000568578490909217	0.000695470270160823	0.000619728269151519	0.000460125523769677	0.000530050027428506	0.0153316871427454	0.0112884531431888	0.0217664850506822	0.00175050574542765	0.00175778645442256	0.0012816188080181	7.33861306872376e-06	0.00478780360165647	0.0162690345250472	0.105577511086014	0.13706927568478	0.137983811635608	0.0841090940898345
stdev	12.0968452106383	7.97779455892652	8.94154055885094	0.0226537052354501	0.0181665041693433	0.0215413833355918	0.0245464446299111	0.0243771874220665	0.0124318241726202	0.0138480115787161	0.0241227386708775	0.0292835401476789	0.0262928396390646	0.0195214696706999	0.0217549125237217	0.597294530609803	0.46748957343475	0.904594158719177	0.0742676575248133	0.0745765517992732	0.054374472611625	0.000310672822238023	0.203129272276123	0.690236571643124	4.10561447414943	5.47723958185753	5.39566885362287	3.5684460967365
variance	146.333664050143	63.6452060244376	79.9511475655763	0.00051319036089466	0.000330021873734768	0.000464031196010913	0.000602527943969289	0.000594247266610559	0.000154550252258943	0.000191767424684255	0.000581906520983451	0.00085752572358072	0.000691313416285565	0.000381087778104055	0.000473276218914784	0.356760756296385	0.218546501270205	0.818290591988855	0.00551568495422296	0.00556166207826968	0.00295658327179236	9.65176024773381e-08	0.0412615012554274	0.476426524833653	16.8560702103453	30.0001534370669	29.113242377956	12.733807545314
median	-3902.86667274819	-3703.6951893955	-199.330451105785	0.273572326891688	0.161378097226159	0.225954561517802	0.338434091634378	0.449618940442702	0.0860622377063428	0.110507918356255	0.351771252846725	0.391965035373517	0.291536563615093	0.141054850445222	0.173089007942609	3.80386807779345	3.10187730001661	3.84298438547375	1.16661862715224	1.32279352383333	0.513160220453095	0.00525314407089393	1.80283034938373	47.0629299681638	132.320047881397	-1407.41331206882	-1471.76429027816	-823.698639021658
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.272621489292157	0.161093745881476	0.225167253017663	0.337239452773258	0.449218712791346	0.0859616015967317	0.109786611881367	0.351794617673635	0.390939445414003	0.290774246859512	0.140494793884749	0.172779945260634	3.82352747074468	3.1034668228524	3.85671118718895	1.16205224409779	1.32144904232884	0.509902366023758	0.005255704414421	1.80609842234159	47.1438302132356	132.369304646542	NaN	NaN	NaN
HPD95.lower	-3927.09634492775	-3718.72143769879	-216.165802998839	0.228318705012182	0.130827189411194	0.180695304416364	0.292753843252697	0.399941889053424	0.0622352994117823	0.0837100944719808	0.308933120491439	0.333523738242049	0.242829812226376	0.104890681641996	0.131706411136037	2.78799774539636	2.22526378481016	2.22969744214341	1.01996526978024	1.17448604516877	0.402078805662705	0.00463236339754756	1.44279775472176	46.0025850193062	124.511546323189	-1418.42406601038	-1482.16014471477	-831.694524804202
HPD95.upper	-3880.5584646325	-3687.22540126663	-181.673430039675	0.315932719722101	0.200771332644699	0.264660005548635	0.388194532648524	0.495991962083916	0.110532437363201	0.135068840800294	0.400932370437019	0.446795988146125	0.344265128129287	0.18067073741356	0.216816124127572	5.03758041880198	4.05146464688059	5.64325635031287	1.30545356270592	1.45909290738883	0.615317514309569	0.00584462157894916	2.21649147085705	48.4773605964121	140.556513161587	-1397.21910909085	-1461.08971303546	-817.432437897103
ACT	24869.4650960918	22616.5834606162	28739.4850108704	20537.920523665	28132.0807380773	20537.6501675514	21332.0887255398	20000	20000	20000	20000	20305.4374083081	20000	20000	21370.8308401005	23719.4813107023	20990.7220414541	20843.5368503273	20000	20000	20000	20087.4043247354	20000	20000	23806.1340299066	22545.4613352714	23543.3395359052	20000
ESS	1448.36247425605	1592.63666250582	1253.32795582022	1753.82897009927	1280.38876097943	1753.85205737461	1688.53601086306	1801	1801	1801	1801	1773.90909024507	1801	1801	1685.47494804983	1518.58295416214	1715.9962353303	1728.11362383704	1801	1801	1801	1793.16348781039	1801	1801	1513.05541482501	1597.66080916908	1529.94437960117	1801
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
