trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-43188.4454965755	-42422.7688601082	-765.676636467294	0.109200567443032	0.122864914178985	0.374087617613701	0.393846900764281	0.431257620406743	0.24989594820104	0.14311819366025	0.175728237731965	0.398520425669615	0.25318122043974	0.149814372705804	0.198483981184843	2.39889005310032	2.30876337466317	5.05964005514758	0.511138285430697	2.32281795352377	0.163715848119013	0.0240316813191268	143.233844198585	473.573494079303	2226.82403576716	-11983.0310059458	-24662.7698537977	-5776.96800036466
stderr.of.mean	0.336122998580077	0.244609191619168	0.201511432920244	0.000114376922042923	0.000116811505024664	0.000205206331440103	0.00020882846246719	0.000124272555390521	0.000107281559021085	8.29712869407874e-05	8.73387691330013e-05	0.000330628879039532	0.000283647495311068	0.000195484293306064	0.000237412306824695	0.00258061521262049	0.00189896102489038	0.00858058663972971	0.000264109050485032	0.000303044710449744	0.000134769120999741	2.70445097818125e-05	0.378037669062147	2.50546953920158	5.37377824984048	0.185936169782323	0.199121010294308	0.102629449328261
stdev	9.82571008961044	8.8944729588061	3.75315049081551	0.00482218310256744	0.00495589167461449	0.00870616596667823	0.00885983994765906	0.00527243718427318	0.00455157037040143	0.00326638916695996	0.00370546958303403	0.0140273931807759	0.0114567201505622	0.00829369488483919	0.0100725495711668	0.109486214092602	0.0751785581810656	0.342064214974444	0.0110003212208476	0.0128570962015834	0.00571776867883612	0.000579529422189052	13.3293214105799	100.13058497664	206.551524449961	6.74243000224186	7.75808896311352	4.35419810222297
variance	96.5445787650723	79.1116492149329	14.0861386067087	2.32534498746869e-05	2.45608622905133e-05	7.57973258393462e-05	7.84967638981354e-05	2.77985938621065e-05	2.07167928367162e-05	1.06692981900334e-05	1.37305048307904e-05	0.000196767759448078	0.000131256436608298	6.87853748428077e-05	0.000101456254863613	0.0119872310763311	0.00565181561018387	0.117007927166083	0.00012100706696183	0.000165304922736771	3.26928786646793e-05	3.35854351182776e-07	177.670809266542	10026.1340477641	42663.5322526027	45.4603623351312	60.1879443595838	18.9590411134021
median	-43187.823107499	-42422.6433547584	-765.649990793187	0.109123961025175	0.122708144528413	0.373941155504593	0.393801947820505	0.431269566099314	0.249653837201435	0.143074050825295	0.175686719463984	0.398307033313132	0.252949393314838	0.14966501893969	0.198092677198323	2.39483332410559	2.30935133782881	5.04857348736256	0.510941835627262	2.32300155555541	0.16345948653653	0.0240447548388624	142.315977900723	455.502103912241	2193.10163313823	-11982.8853496808	-24662.5175246428	-5776.83325221882
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.109094300286788	0.122764812572211	0.373986255482609	0.393747418520933	0.431225396186912	0.249854588079057	0.14308091469246	0.175689215326299	0.398273642794078	0.252921979019143	0.149585037286942	0.198228427320167	2.39639963372546	2.30754027401122	5.04815269829488	0.511020137599659	2.32278237571253	0.163616244685084	0.0240246799138669	142.622840863388	464.12763791796	2217.78905855941	NaN	NaN	NaN
HPD95.lower	-43206.4552344985	-42440.6468518538	-772.904551451624	0.0992362001268265	0.113816380958291	0.357778328883656	0.375829335404166	0.421036933636132	0.241185524084123	0.136514533411112	0.168695022768003	0.372970629478156	0.231390262992486	0.133902009962355	0.179323900180272	2.16377407280359	2.17057383197761	4.39621734040258	0.488267008381255	2.29576989716077	0.152391989470603	0.0229085444218905	119.905989557202	313.461985742887	1886.23600622201	-11996.4325625182	-24677.9501083718	-5785.54850079205
HPD95.upper	-43168.3185653924	-42405.8427093484	-758.458062293576	0.118286551398705	0.132941845035608	0.392456103196958	0.409874096632216	0.441704729489415	0.259172195647565	0.149166620164845	0.183017771272457	0.428065308754451	0.27594799273446	0.166479922267043	0.218910381346431	2.60034937027635	2.46528957949763	5.72206465006548	0.531898157826271	2.3465934030406	0.174794067321584	0.0251340424287288	170.442572584818	675.99386822063	2654.16544480942	-11970.0596112333	-24647.7799094319	-5768.81858715063
ACT	42128.008874109	27227.4816040618	103779.074105446	20253.1128859587	20000	20000	20000	20000	20000	23228.553512357	20000	20000	22066.8154519071	20000	20000	20000	22969.2325355991	22652.7557668345	20751.9159644122	20000	20000	78398.8360333332	28957.1915927006	22539.6472061899	24367.1670083075	27377.7172977244	23715.2130265244	20000
