trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-5487.82453639384	-5209.92674419332	-277.897792200519	0.149539135655083	0.563032765271713	0.120906740437612	0.166521358635599	0.133953073868622	0.518313075438346	0.226960984279983	0.120772866413045	0.580285798953172	0.0427227830496236	0.239911053420969	0.137080364576229	2.45259462874014	2.67740520043006	3.92200009914376	0.115115626189784	2.81490978596386	0.0657608527329669	0.00861623908360525	3.29628380359789	48.7308805952619	168.310111569558	-518.425001983857	-4308.10750593831	-383.394236271151
stderr.of.mean	0.275650665329269	0.191547572590306	0.207117551404009	0.000531376761771421	0.000723119019112524	0.000478692834023172	0.000535350754671338	0.000231329494367989	0.000393827063049138	0.000312694799371756	0.000218812107448507	0.000757148437488108	0.000316395554625109	0.000637364910396696	0.000527334836452818	0.0178274541209858	0.005035770647385	0.0439748289796277	0.000445397231928273	0.000566089042845389	0.000376848276581501	1.06779407093303e-05	0.0091406842027856	0.0196171009829533	0.145059638316292	0.0506008994225155	0.186531203730535	0.0537690315041084
stdev	10.818468983689	8.12667399578903	7.23229280036623	0.0225444032177358	0.0306793369866991	0.0203092138084528	0.0227130054313921	0.00977568453151681	0.0162043482901807	0.0130690613015904	0.00847002296479037	0.0321230827134914	0.0132779309122677	0.0270410988409015	0.0221780263980978	0.734175893670291	0.213649621425338	1.55769733511285	0.0188966012649491	0.0238703964046254	0.0145440136096506	0.000409428299426211	0.35303258972732	0.832282979497294	5.16276276033563	2.14681401564942	7.91384752237199	2.19019523201365
variance	117.039271151041	66.0428302338336	52.3060591502293	0.000508250116443858	0.000941221717943445	0.000412464165517451	0.000515880615726447	9.5564008059737e-05	0.000262580903509481	0.000170800363304728	7.17412890240762e-05	0.00103189244301781	0.000176303449310953	0.000731221026523405	0.000491864854914724	0.539014242846571	0.0456461607351902	2.42642098781767	0.000357081539366477	0.000569795824513955	0.000211528331877701	1.67631532371039e-07	0.124632009409578	0.692694957960894	26.6541193195084	4.60881041778877	62.6289826073533	4.79695515433532
median	-5487.40674400852	-5209.50440699843	-278.049275192383	0.148614829102105	0.564029875905935	0.120069725901361	0.165929671105126	0.133744005470834	0.51813748225064	0.226821806508755	0.120436778081358	0.580539455265934	0.0416526178899067	0.239094564080534	0.135792953416152	2.34185957826353	2.66322141824534	3.60331710079147	0.114654744134292	2.81655476518597	0.0650809315429729	0.00861291834440597	3.2669151346005	48.6897763251212	168.124617044928	-518.223719649404	-4307.42526978126	-383.258461377414
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.147839611928065	0.562190924811743	0.119184354082905	0.164961272038571	0.133594677025812	0.518059950640527	0.226583983966537	0.120476233288786	0.579392617294427	0.0406342536762349	0.23838292619768	0.135293658684772	2.35145964817374	2.66894369677793	3.65573102899977	0.113550695442263	2.81480852162752	0.0641414383667786	0.00860653230205888	3.27775582150234	48.7238036480745	168.2311385284	NaN	NaN	NaN
HPD95.lower	-5509.13024142497	-5225.43322128063	-291.32898124673	0.108825785368997	0.503825090800184	0.0846588327967966	0.12171332344481	0.115695056242342	0.487534463579723	0.202551226983062	0.104996926080181	0.519038914306386	0.0183586818971143	0.188153531973456	0.0968076063074623	1.15090369523396	2.31499416337408	1.63121896789797	0.0777311863396836	2.76694764272064	0.0391502850762041	0.00784234178070424	2.63974090460367	47.2450318348332	158.705787406966	-522.678691971481	-4322.95564403685	-387.411848321417
HPD95.upper	-5466.44615017805	-5193.89180250649	-263.310143077896	0.196364808881065	0.624254819275076	0.16153013975288	0.210623936180565	0.152906996083984	0.551232438921595	0.252515664681156	0.137186562606936	0.641901566801762	0.0687086397204037	0.291265975016715	0.182066866316606	3.7976876084846	3.11196877413658	7.10074462362443	0.151301346397899	2.85877931792924	0.0946041427190176	0.00945845180957072	3.96726663610578	50.3868914100122	178.536135810419	-514.415835510551	-4292.02729662479	-379.181494384618
ACT	23371.6217087854	20000	29524.6101892128	20000	20000	20000	20000	20159.048403735	21264.2633309567	20608.9038537136	24025.6910997741	20000	20441.0077812395	20000	20353.0499906468	21226.6168403181	20000	28690.9237429802	20000	20246.6232683883	24169.4567575173	24486.2151862596	24134.0484111142	20000	28420.4669897522	20000	20000	21697.0723069067
