trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-7797.22079178807	-7415.93212113534	-381.288670652731	0.0471833545491953	0.0173270313816714	0.175077668745989	0.760411945323151	0.582848206560177	0.139911015702095	0.133431975423249	0.143808802314474	0.24094495266674	0.105719046661512	0.41480591297301	0.238530087698736	1.68699896514762	3.07208665083465	1.62779046675657	0.251386359003232	2.14026805085756	0.604780763277336	0.00818947045732706	7.23798443639063	48.0446046020913	241.577748899633	-868.317456660595	-4612.32023557221	-1935.29442890253
stderr.of.mean	0.248986016887695	0.190175830577381	0.164552019009886	0.000229007213656006	0.00014631836024154	0.000459171278264043	0.00052954088325665	0.000456659414890509	0.00024893032567307	0.000238851275209493	0.000274314597679472	0.000464664698804731	0.000322280602547046	0.000556636413276435	0.000539286299945396	0.0101724976201827	0.00598157626170637	0.00490354904631798	0.000627353274603152	0.000950691959515875	0.000801127837741538	8.91642728551757e-06	0.0183244246627824	0.0184082536282081	0.168702150186365	0.0817159051719295	0.172040073364176	0.108660275892068
stdev	9.84701920535618	8.06847592000753	6.05971311798539	0.0097159517236323	0.00603253631959492	0.0194809844688705	0.0224665135009221	0.0157820805336032	0.0105612176497663	0.00883421888944289	0.0104103368678075	0.0197140505278774	0.013673205860291	0.0229403445023966	0.0201772850051005	0.431582456327867	0.234607670767315	0.208039934847	0.025745518775898	0.0400831242611146	0.0339889703546488	0.000324762863076235	0.712594097203486	0.739704099521365	6.12342088939102	3.24752049332687	7.2990410243029	4.6100643643031
variance	96.9637872306535	65.1003036717413	36.7201230722842	9.43997178959534e-05	3.63914944472318e-05	0.000379508755876376	0.000504744228887117	0.000249074065969137	0.000111539318245735	7.80434233865895e-05	0.000108375113701233	0.000388643788215702	0.000186956558497897	0.000526259405888638	0.000407122830177054	0.186263416609995	0.055040759182865	0.0432806144911441	0.000662831737040118	0.00160665685053196	0.00115525010576919	1.05470917233473e-07	0.507790347369252	0.547162154848713	37.4962833886303	10.546389354578	53.2759998744567	21.2526934430174
median	-7796.83427822399	-7415.49139400281	-381.11896429266	0.0465965655135206	0.0165011254583343	0.175016484942257	0.760920956252424	0.583061067353203	0.139633758874522	0.133507731325539	0.143632899417013	0.240343427645523	0.105196854577152	0.414367640605513	0.237589864267212	1.65652726436418	3.0603546502152	1.61444682502886	0.250119542484267	2.14088296266418	0.604023418003831	0.00818298957001958	7.20114278071132	47.9905391992354	241.461678220385	-868.224915776828	-4611.95651298174	-1935.17075764072
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.0461927332762433	0.0163054728210796	0.173991304186071	0.760078888498769	0.582634365823186	0.139511351071971	0.133140019323841	0.143430436747287	0.240139607633403	0.104836246940347	0.414169765850242	0.237678237959923	1.63232398956144	3.06316283880301	1.61470385276913	0.250067615518237	2.13989240061261	0.603827345984048	0.00818304156624571	7.20316350300088	48.0389339392775	241.500433927671	NaN	NaN	NaN
HPD95.lower	-7816.36034720813	-7430.93632442251	-393.223911938606	0.0307950701780825	0.00638876086275632	0.140151679603617	0.715365561558301	0.552223442903787	0.119635945076915	0.116930632475598	0.122325326083345	0.20153225099828	0.0820092856725752	0.367339195261842	0.202559890423069	0.895584260249404	2.64511177657166	1.24065399914988	0.201462877816124	2.06393709159432	0.537343271627814	0.00752931044072406	5.92732654689216	46.6556089055808	229.702461217745	-874.444190970485	-4626.50342644318	-1944.07111869858
HPD95.upper	-7778.85621771772	-7400.60477310368	-369.518872163504	0.0679031610854243	0.0290976288561451	0.216529880829737	0.802578308151397	0.613780810927742	0.160209362356223	0.151436687155972	0.163492153012921	0.278022352777621	0.135213418035764	0.458611410524898	0.282049267345683	2.51597985088796	3.55924869098192	2.040384073256	0.301704876463185	2.21640404011002	0.669537773792024	0.00882447558225248	8.71887208001398	49.4728060221838	253.759480074694	-861.986665066955	-4598.82771068291	-1926.43490804049
ACT	23016.6817192286	20000	26546.3410291343	20000	21178.7404008628	20000	20000	30141.0715611654	20000	26316.0791400652	24996.0070849418	20000	20000	21195.6003247519	25716.7264314854	20000	23401.7987081045	20000	21375.8508484175	20251.5784343177	20000	27136.3472611746	23805.5720115176	22295.2062488228	27324.6985666303	22793.5388514522	20000	20000
