trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	Theta	psi.height	psi.treeLength	codon_0.treeLikelihood	codon_1.treeLikelihood	codon_2.treeLikelihood
mean	-6078.15709452192	-5480.66321644309	-597.493878078835	0.479065429981259	0.241373831382155	0.103060613883987	0.176500124752592	0.306553916991226	0.420422358764959	0.0945091929812058	0.17851453126261	0.320604664980483	0.379150283188086	0.0815601684192943	0.218684883412138	7.14963667424087	9.86331272284787	10.7149372034503	0.672092506898515	0.947820079874767	1.37852594897387	0.00231006919205036	36.5970260030985	55.5652148529738	550.124132769954	-1438.63462016121	-1784.79562416879	-2257.23297211308
stderr.of.mean	0.374558063816119	0.262789137501572	0.404441768883191	0.000621941305789872	0.000544271506059843	0.000302238579722959	0.000436556549398175	0.000592119805892601	0.000558636911823868	0.000297994041071555	0.000389482198346478	0.000576045591004246	0.000549789884894789	0.000243178299713177	0.000410938585574237	0.0278634329324781	0.0368726833054373	0.0344189660415196	0.00113428832358379	0.0012674962651701	0.00135931111965801	4.58623226736222e-06	0.145210080538225	0.0582842971456689	1.08011785560506	0.124221529206832	0.164887077844227	0.183951163087754
stdev	12.1291453519848	9.4367961670458	11.1248563878581	0.0263867308174148	0.0225507843555295	0.0128228949766554	0.0185215229287906	0.0237467731530595	0.0232253832883773	0.0122248246831602	0.0165243276660832	0.0229411972888394	0.0227234903136369	0.00982147980442647	0.0166595737283937	1.18214515999166	1.56437522293313	1.42962568526652	0.0452615448788845	0.0523729980930805	0.0576706777273495	0.000143985979330875	4.54581816289914	2.20977253199528	26.78118296041	5.00825005517151	6.40436169474105	7.0430162020794
variance	147.116166969575	89.0531218983702	123.762429650467	0.000696259563230707	0.000508537875049596	0.000164426635582335	0.000343046811601716	0.000563909235182867	0.000539418428892034	0.000149446338534002	0.000273053404816081	0.000526298533045453	0.000516357012033952	9.6461465548757e-05	0.000277541396811785	1.39746717929171	2.4472698381271	2.04382959997378	0.00204860744482327	0.00274293092925782	0.0033259070695318	2.07319622438711e-08	20.6644627701437	4.88309464316085	717.231760758957	25.0825686151255	41.0158487170664	49.6040772227529
median	-6077.97181931135	-5480.26915912512	-597.527246960159	0.479786505713787	0.241721631260949	0.102881702331388	0.175906879399372	0.306744425937294	0.421120095033622	0.0938717064515572	0.178077587142661	0.320010853843545	0.378164468094874	0.081078682992193	0.218470744672572	7.05306513938169	9.80505052285586	10.6246569120976	0.672346398455561	0.947704703100082	1.3776496540424	0.00230449457279252	36.2778420936685	55.4276863406926	549.139830155917	-1438.47115474566	-1784.60954897542	-2256.87427270199
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.478338381758673	0.240309757829094	0.102258990185127	0.175526379933796	0.305628849675862	0.419778066909429	0.0937196622788448	0.177747129023881	0.319784085371956	0.378469532725548	0.0809698340311004	0.218048625828501	7.05500238672287	9.74140075301923	10.6212682607648	0.670561237555637	0.946369218600936	1.37731859022567	0.00230559268087392	36.3200606386261	55.521666692289	549.475675227622	NaN	NaN	NaN
HPD95.lower	-6101.85767952059	-5499.63215947898	-617.830756172362	0.427640364468901	0.19861751384556	0.07807822919057	0.14226414424508	0.264609389263531	0.3748107376582	0.0713951505541451	0.147027340327399	0.273666069326336	0.334009845450318	0.0631532544120784	0.185738355709261	4.90961402334502	7.09537453590556	7.94218950560493	0.586308684515764	0.842601696510175	1.27639671702612	0.00202094499259602	28.1703859491729	51.1311215566249	497.117832568355	-1448.45216689855	-1796.72038430404	-2269.72858458783
HPD95.upper	-6054.70101621237	-5462.96047980347	-574.925460104946	0.528958380503191	0.285614004042721	0.127190893243688	0.212466739520619	0.355294472968334	0.465608055418059	0.118746944636161	0.209710093536574	0.361501450634932	0.421996837441739	0.101696420090031	0.249718157165373	9.45022513722362	12.9780799190505	13.352599138917	0.766207213517468	1.04771841217464	1.49981675247498	0.00257721970205127	45.324866482068	59.8659693471794	602.15622576355	-1429.51300845036	-1771.81338562658	-2243.19628968263
ACT	42913.1388083066	34896.1929701095	59475.1512855776	25000	26213.2139877746	25000	25000	27978.3661092567	26034.2970869798	26738.8213655584	25000	28372.26020004	26342.4273783162	27587.2340197713	27380.3158447329	25000	25000	26083.3479457035	28261.8479799796	26356.690981759	25000	45654.5494918722	45917.8762467798	31305.4798665703	73197.3162074833	27684.3361087727	29828.6720977612	30697.2931126133
