trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-3858.42460242683	-3623.19985851921	-235.22474390762	0.276685099311708	0.0276011506859538	0.45728316616366	0.238430583838676	0.612402650861698	0.102144356930683	0.088922983643702	0.196530008563914	0.400872375295718	0.369571534048703	0.102646684878313	0.126909405777264	2.84790159694059	2.88496388480346	2.36275935413419	0.419533101965959	1.77979317691311	0.797909593035054	0.00487005616129275	2.40982736809425	47.3986988605955	145.888731903226	-693.917054290613	-1826.20413158523	-1103.07867264337
stderr.of.mean	0.295506273507246	0.188047503698657	0.229855283269223	0.000617563428600413	0.000223657621149494	0.000713676666798129	0.000655944040989182	0.000540983611770362	0.000296769328855899	0.000254452356597692	0.000420530404269995	0.000664892369063836	0.000656768101404786	0.000366782864659831	0.000403402448134155	0.0168753600913995	0.00929324776978081	0.0104757940837192	0.00118148807308961	0.00172743220497513	0.00153098484227112	7.75134912988178e-06	0.00724725226928237	0.0187771458718221	0.126182492096676	0.0713733798165265	0.147952332719145	0.108321560006335
stdev	11.7385159646685	7.83468558421974	8.45373386170096	0.0262009932472058	0.00948898777038122	0.0301739634945931	0.0262449044657298	0.0229519872816426	0.0125908543498977	0.0107954975443753	0.0178415912799334	0.0282089898222134	0.0267716665687436	0.0155612766480075	0.0171149137561839	0.715960782847805	0.37285897987148	0.419443162521283	0.0501262859668215	0.0721372286549986	0.0635002783248976	0.000292485059501946	0.272319255809892	0.780493792563098	5.00918615446292	3.02811558456624	6.19750589990442	4.59569386853891
variance	137.792757052778	61.3822982035807	71.4656162044695	0.000686492047140126	9.00408889064444e-05	0.000910468072973035	0.000688795010415284	0.000526793720176685	0.000158529613260338	0.000116542767230613	0.000318322379400196	0.000795747106789741	0.000716722130867984	0.000242153330915824	0.000292920272881614	0.512599842576042	0.139023818870801	0.175932566585855	0.00251264454482756	0.00520377975802355	0.00403228534733947	8.55475100318567e-08	0.0741577770848535	0.609170560229529	25.091945930063	9.16948399349295	38.4090793793501	21.1204021333261
median	-3858.07789322985	-3623.05381379905	-235.08706461638	0.275375814357964	0.0266623421889215	0.45778305580603	0.238593299687269	0.613151788338548	0.101950737236035	0.0884796599072057	0.196387186230165	0.400073773663271	0.368911938460181	0.101666334517953	0.126396792547644	2.75780004716817	2.87121713165864	2.31741829089272	0.41903743484608	1.77968530171736	0.797346784812228	0.00487642810553489	2.39258292780074	47.3332372567071	145.534006337655	-693.75578315138	-1825.73749417128	-1102.75131578234
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.275448547977349	0.0259658422453608	0.456283806625813	0.236982132136822	0.611970579246025	0.101367725293006	0.0882712365075915	0.195719173029324	0.39987757442123	0.368595320539796	0.101465026469553	0.125748782998614	2.76200993561346	2.8611047629592	2.32644688665672	0.416549915645993	1.77832878765301	0.79537853725559	0.00486123418223465	2.39470739771043	47.3923191214702	145.80335476916	NaN	NaN	NaN
HPD95.lower	-3881.08269310582	-3638.35895422014	-253.0786319324	0.228949185416702	0.0105910127675897	0.396621056864243	0.19311493374931	0.568668604099296	0.0792677073398101	0.0688532738948435	0.160574683964628	0.351114488513146	0.317647966210949	0.0728934752120226	0.0937776573011903	1.54760730979504	2.25046782659819	1.66061567490341	0.321181962109156	1.65008454960102	0.679410080752713	0.00428436279107047	1.85079234213754	46.0029601472582	136.905828759393	-699.997737394781	-1838.57790358782	-1111.77741370236
HPD95.upper	-3836.69085109549	-3608.51645057973	-219.219572541885	0.330345876114939	0.0457699718027944	0.515816185420222	0.293865195020173	0.660509457933846	0.127131313814728	0.111104798837969	0.230286120580105	0.462428671927674	0.419558020508608	0.133194564057622	0.159427933790227	4.29807259868258	3.69149508378829	3.23690011338542	0.512689171038138	1.92436135817378	0.921714414064442	0.00542987322210454	2.90607059567401	48.8229332243869	156.842094728619	-688.463504783283	-1814.6905818687	-1094.10182687548
ACT	28518.0220420323	25924.1413169916	33267.8104321479	25000	25000	25173.9088049649	28109.6843796416	25000	25000	25000	25000	25000	27082.3076742831	25000	25000	25000	27954.9164095367	28069.8471433591	25000	25804.5028469051	26157.9017323516	31605.2771670462	31871.4949245574	26045.4960531685	28554.6103074503	25000	25646.1463267965	25000
ESS	1578.82618695077	1736.7981237816	1353.4103812402	1801	1801	1788.55815951474	1601.76113655013	1801	1801	1801	1801	1801	1662.52449907565	1801	1801	1801	1610.62903356205	1604.03438501275	1801	1744.85051183229	1721.27720566799	1424.60386479211	1412.70436503145	1728.70579650651	1576.80316821737	1801	1755.62438996753	1801
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
