trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-14503.1182161329	-13775.5671879922	-727.551028140778	0.401102058771966	0.327093471955555	0.10425991209271	0.167544557179775	0.30314940387665	0.454224340640631	0.0426189269556667	0.200007328527053	0.217118014450922	0.076568217822921	0.603788602574634	0.10252516515153	3.97567069083408	2.73494265176392	2.35253902797663	1.4502042623164	0.940605608911207	0.611333958592958	0.00327596992972858	108.81847402644	165.891330382163	1503.21644254497	-6098.13413867336	-4509.23801027176	-3168.19503904705
stderr.of.mean	0.301289899260258	0.207814703211906	0.215780946503733	0.000350944367696036	0.000309820346051103	0.000172836621035174	0.000234026920923435	0.000383474319174474	0.00038151070504861	0.000125881777867867	0.00028725836767031	0.000317523587871666	0.000227458214061804	0.000441542373682482	0.000272953890140041	0.00685129996843674	0.00497613414967127	0.00593057620353518	0.000742099488325297	0.000667829071371116	0.000582544581603128	4.71920525462802e-06	0.298109052627564	0.315044590250229	2.09359373538811	0.162211367700552	0.142528783265936	0.130998943452304
stdev	10.5274800848783	8.81682979166232	6.23197922417537	0.0141522432712968	0.0127933551834038	0.00690683411644393	0.00889448926339884	0.0158657585476302	0.015843263632921	0.00520820771307446	0.0111928675788737	0.0134713828513267	0.00932362083540303	0.0177184336261765	0.0115804510130492	0.252829553913488	0.211119459499419	0.251613000162622	0.0314846099718558	0.0283335835299343	0.0247152696256174	0.000137460928099939	11.0112438309697	10.9359772434709	58.7791891179063	6.79836621822531	6.04698321652004	5.33065688085473
variance	110.82783693751	77.7364875751442	38.8375650505534	0.000200285989609966	0.000163669936848725	4.77043575120738e-05	7.91119392567173e-05	0.000251722294291699	0.000251009002542239	2.71254275825283e-05	0.000125280284638201	0.000181478155927018	8.69299054823615e-05	0.000313942890165223	0.000134106845665633	0.0639227833320933	0.0445714261793269	0.0633091018508357	0.000991280665079884	0.000802791955647763	0.000610844552666966	1.88955067540967e-08	121.247490705067	119.595598269714	3454.9930733586	46.2177832371071	36.566006020875	28.4159027814039
median	-14502.5946321054	-13775.0814093744	-727.492280149996	0.400996725142947	0.327312324336925	0.103919070121385	0.167529445854451	0.303212980186042	0.454093230805945	0.0424140815705036	0.199658712349609	0.216659912621929	0.0762643708788018	0.603765155322591	0.102101722551145	3.96849208931874	2.72009546666809	2.33931465238987	1.45060733179528	0.939642509816307	0.611028370112513	0.00327215356920008	108.110882770277	165.26851506043	1499.93567774676	-6097.91282971343	-4509.0282229285	-3168.08365187245
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.40085208742639	0.326843006544841	0.104031916445805	0.167307851733901	0.302733702550341	0.453947864830211	0.0423013558350048	0.199693991163562	0.216700272990322	0.0759998272211593	0.603528248175546	0.101875148156749	3.96767010230872	2.72687212600468	2.33922618580598	1.44986256876137	0.940179376565796	0.610835596585984	0.00327308470077309	108.271447123311	165.534565872501	1502.07386092589	NaN	NaN	NaN
HPD95.lower	-14524.9304702007	-13792.6500963952	-739.526717343611	0.374117226517149	0.302751246909151	0.0914117138368983	0.149919029086872	0.273234975993301	0.422063157198197	0.0321089371078712	0.178192198614652	0.192727982871795	0.0591426789983517	0.570032387798165	0.080506716556439	3.50009464944073	2.34633313843287	1.87054904635803	1.38882124083672	0.886716442630718	0.560132928887845	0.00301173171866735	89.4649225066867	146.483239277876	1394.61495321511	-6111.08645707005	-4521.311640618	-3178.24906600599
HPD95.upper	-14483.6211731163	-13758.5263775631	-715.630151954635	0.428222883669868	0.351639342966537	0.118269905040301	0.185365908113171	0.336297375399435	0.483154608522879	0.0522722956544579	0.221752112412342	0.244889009624058	0.0950240221737708	0.638811865711513	0.125269666787767	4.46324686792353	3.15920704407515	2.82642844914993	1.51174793366199	0.99802085784611	0.657902571632109	0.00354939307273055	132.262090409067	189.109744830845	1619.34553583567	-6085.31733510101	-4497.44611952153	-3157.77536322044
ACT	36858.0764989805	25000	53949.3943535966	27671.8606978002	26391.455005215	28179.0185614073	31153.1514679234	26288.3463787273	26093.7525153713	26288.2407183052	29639.783350561	25000	26782.2106787863	27945.1537720184	25000	33044.7650200844	25000	25000	25000	25000	25000	53038.5410835082	32982.9843824864	37345.7544355368	57088.6823023139	25619.2163086119	25000	27176.0609173708
ESS	1221.57758290087	1801	834.57841444699	1627.10417241943	1706.04462660747	1597.82001995145	1445.27914122459	1712.73610562415	1725.50881570126	1712.74298963064	1519.0731817258	1801	1681.15323040392	1611.19170670242	1801	1362.54562478003	1801	1801	1801	1801	1801	848.91098209336	1365.09781764648	1205.62566429655	788.685220681211	1757.4698405144	1801	1656.78904447923
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
