trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-47154.4622628507	-46107.2168760521	-1047.2453867986	0.323614491098583	0.172117959649296	0.302833566467072	0.201433982785044	0.18669165037751	0.588227958979217	0.170824446047835	0.0542559445954411	0.356880221363576	0.179830148677192	0.372747835938735	0.0905417940204952	1.40390109558253	2.82680874521713	1.97390257273093	0.639834932540872	1.61834400530122	0.740105990408111	0.00400436972574346	1282.59918532289	2477.19997462715	13213.340504213	-13834.7784515346	-18264.6297665247	-14007.8086579928
stderr.of.mean	0.56121958849697	0.206396387058937	0.537182899337283	0.00017291546919793	0.000145479290135423	0.000173553657793053	0.00014647670694321	0.000102279215405129	0.000141206112786747	0.000101386096378342	5.19600772644036e-05	0.00016901642926	0.000146391754559262	0.000171676948627357	0.000106826416950823	0.00148214769963413	0.00312447702159192	0.00215094681352339	0.000309678698231363	0.000491984864825339	0.000335329878547665	1.49017183363858e-05	5.37382304130951	34.1035705667058	82.2229054216756	0.158970707939815	0.155632634683477	0.158047657613356
stdev	11.8765837381223	8.63935759911469	8.337147696525	0.00733618091838765	0.00584134839656474	0.00736325696320649	0.00621447940690029	0.00433933893759317	0.00599086706927335	0.00415088598318167	0.00205037624766085	0.00717075868910211	0.00618087472955012	0.00728363494885114	0.00418688430549866	0.062882191643836	0.117326190930465	0.0858235163054762	0.0131385524229503	0.0186252542895736	0.0139432492948913	0.000229118488952459	142.659819877983	1446.89173733768	3108.96018871375	6.15709738017385	6.2370576813738	6.57255578051578
variance	141.053241288631	74.6384997253807	69.5080317136721	5.38195504673151e-05	3.41213510900494e-05	5.42175531062088e-05	3.86197542987877e-05	1.88298624153122e-05	3.58904882417039e-05	1.72298544453741e-05	4.20404275697177e-06	5.14197801773335e-05	3.82032124223913e-05	5.30513380681257e-05	1.7530000187631e-05	0.00395417002593212	0.013765435078252	0.00736567595103634	0.000172621559770613	0.000346900097351279	0.000194414200899488	5.24952819798583e-08	20351.8242076185	2093495.69957606	9665633.45500703	37.9098481489436	38.9008885207839	43.1984894879914
median	-47153.4465634403	-46106.9552162473	-1046.95288564769	0.323539055633321	0.1722112689605	0.302768928926686	0.201458386039494	0.186601195514814	0.588329078336679	0.170809838400118	0.0542613940661269	0.356965411656902	0.17982642184555	0.372685189647073	0.0904781614239993	1.40299281002453	2.82683436368643	1.97109249540708	0.63974516739132	1.61842847151183	0.740053679184909	0.00400631646308696	1274.76621323506	2082.53073230919	12463.8868519293	-13834.5899560424	-18264.5049189283	-14007.4732343794
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.323531425446704	0.172018825931107	0.302744127261708	0.201338168272602	0.186641305146009	0.588197441436615	0.170774105849583	0.0542171682618677	0.35680818150773	0.179724015826309	0.372676678407556	0.0904451330881472	1.40249624962297	2.82437537897466	1.97204051729185	0.639699990574862	1.61823687839471	0.739974727377714	0.00399779159982567	1274.83056191805	2178.49297260202	12914.8061918811	NaN	NaN	NaN
HPD95.lower	-47178.0297288137	-46123.798516173	-1062.79851932016	0.309279916507753	0.160662040278671	0.288094263511481	0.18997496834096	0.178777150403579	0.576465308556794	0.163015067407981	0.0503315385604238	0.341551659089341	0.167500952775596	0.359004111414698	0.0825377791647788	1.27706027000606	2.59573472260059	1.80413799147644	0.61474064884828	1.57885991585356	0.714702747048916	0.00355399463799252	1048.49175307716	857.511026401702	8850.33340950133	-13846.6560134435	-18276.5054037947	-14020.5470832561
HPD95.upper	-47132.544492192	-46089.5306991739	-1030.37300664441	0.337401457988223	0.183194416125478	0.317062356649255	0.214270797864954	0.19520034667147	0.599671443692376	0.179170831058864	0.0582285615322177	0.369707751815126	0.191261498536181	0.387193067893247	0.0986084241812221	1.52244415532886	3.05570016995489	2.14461994657092	0.66522873838777	1.65210316753501	0.769382307015785	0.00444563845777443	1588.99432909409	5260.33251014023	18882.9019573972	-13822.7751425695	-18252.5761507953	-13994.992664823
ACT	100483.545709677	25683.4676740302	186819.302781531	25000	27911.8425634083	25000	25000	25000	25000	26846.4938545128	28899.1342012724	25000	25243.2767387007	25000	29294.6142121985	25000	31913.6962649505	28265.6589678032	25000	31398.6837886397	26027.2868439787	190355.227382425	63852.1844149713	25000	31475.1418453879	29998.1554599269	28019.1010814862	26020.758129729
ESS	448.083312367271	1753.07324429274	241.008286240383	1801	1613.11457306035	1801	1801	1801	1801	1677.12775619791	1558.00515290239	1801	1783.64324354816	1801	1536.97193872761	1801	1410.83626372195	1592.92235327989	1801	1433.97730628092	1729.91523357404	236.531460780662	705.144239191339	1801	1430.4939504696	1500.92561724826	1606.93948992356	1730.34927635557
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
