trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-9858.7420781286	-9358.35359461406	-500.388483514544	0.150664852801804	0.296576453314463	0.0962399315185622	0.45651876236517	0.152119543452471	0.73616048837465	0.0699836094722527	0.0417363587006233	0.118698996456522	0.652396227243548	0.0538323533849253	0.175072422915012	4.46597012120065	3.43652294902616	1.59129208026157	1.19613063056083	0.614237714559335	1.19056561026347	0.00619631741667521	18.4190838557635	82.1072498059803	470.43848029026	-3587.58543223322	-2163.2424010028	-3607.52576137803
stderr.of.mean	0.285253103839347	0.196624812273315	0.192459660730967	0.000332488445194806	0.000353629603702481	0.000259780655838009	0.000441298864870765	0.000330987570828107	0.000416989157277842	0.00023315303830812	0.000146997095452736	0.000250413958330486	0.000385883701286128	0.000163624019058453	0.000302080336092881	0.0111803938592066	0.0105377307295146	0.00347164527087425	0.000960713699381683	0.000838127875470378	0.000954479418683788	6.99013486807225e-06	0.0517717544601539	0.114219283622905	0.483195567643591	0.156402512686969	0.144439050179324	0.15780824222565
stdev	10.1633661870423	8.34208299912078	5.91903663567266	0.0141062878789084	0.0149041834923923	0.0105146613384014	0.0170994695811095	0.0135915464346992	0.0171955245469769	0.00861726056329559	0.00592285855722626	0.0106241628428234	0.0154479851254892	0.00674744753821372	0.0115998360315425	0.444245188660128	0.419651711897747	0.147152120427305	0.0407596240066292	0.0350412033155128	0.0404951259180088	0.000243920249456253	1.88750604736721	4.46515000648762	15.4633272285358	6.54308919615431	6.12802896531294	6.43353674774917
variance	103.294012251914	69.59034876422	35.0349946944351	0.000198987357722637	0.000222134685574898	0.000110558103061273	0.000292391859955289	0.000184730134486585	0.000295686064445686	7.42571796157294e-05	3.50802534889084e-05	0.00011287283611083	0.000238640244437335	4.55280482809465e-05	0.000134556195958672	0.197353787647673	0.17610755929871	0.021653746546252	0.00166134694916178	0.00122788592979911	0.00163985522311539	5.94970880948006e-08	3.56267907884779	19.9375645804364	239.114488976777	42.8120162288313	37.5527389997143	41.390395084639
median	-9858.31038520758	-9357.94135084229	-500.421188131784	0.150097572446721	0.295966493405836	0.0957219760104422	0.456133180819985	0.151607482485953	0.736597497782428	0.0697679527019371	0.0413735677369579	0.118608374749059	0.65250575789328	0.0535949171962668	0.175049600628828	4.42697036646193	3.42071475378764	1.58395869102883	1.19586769887477	0.614310244124069	1.18944553270287	0.00619297890910431	18.2766049271415	81.8583404145991	469.7831993347	-3587.45839749043	-2163.07024773675	-3607.288131891
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.150002918190779	0.296201906798139	0.0956684837264816	0.45619776808047	0.151515593039126	0.735959101276295	0.0694525371842085	0.0413192785122295	0.118223891861723	0.65221307750857	0.0534100597004664	0.174687952785648	4.44441162596756	3.41113482633749	1.58454643644657	1.19543595353354	0.613233888337255	1.189876938718	0.0061915262252317	18.3245181503577	81.9865110521141	470.184631480217	NaN	NaN	NaN
HPD95.lower	-9877.69696416926	-9374.55554984706	-511.769903965078	0.122831598437202	0.26923816793281	0.0752645801323661	0.421478903707417	0.124594142074553	0.704602551125136	0.053698631991387	0.0311129772866549	0.10016235405808	0.620664589277441	0.0417024949148791	0.152658556859487	3.64908837899968	2.6192091224957	1.3107410121813	1.11413911905737	0.547804641637918	1.11295079923165	0.00570847045739355	14.9364257027956	73.7168913373442	437.522928351071	-3600.75829918472	-2175.37036366801	-3619.70016281702
HPD95.upper	-9838.09244638259	-9342.09841151783	-488.463560027041	0.176729141125199	0.32788656787793	0.116171520731612	0.487785273050544	0.177820695890963	0.771899899423263	0.0866966515052818	0.0534692799191438	0.141276718133691	0.682146167203176	0.0680251940736009	0.197230249204731	5.32051386126928	4.28187439758516	1.87145531964472	1.27233390861178	0.686270243364	1.27056510285249	0.00665672607795553	22.1556538602702	90.9269712028881	498.681755730047	-3575.31477519995	-2151.8758059487	-3594.78463250059
ACT	35448.510385961	25000	47576.2004668106	25000	25333.3854469465	27468.5300330693	29971.7928627797	26686.8923906555	26462.510763221	32942.4646196901	27718.3365682817	25000	28078.9953889783	26462.2920644134	30517.8258702741	28502.3796048375	28374.5233843069	25046.6713163681	25000	25743.9348235125	25000	36956.2400126308	33854.8927081941	29445.5137810978	43939.2227914702	25711.8988098044	25000	27075.231124829
